 #         t_pb[s]     Dh+(pole)[cm]     Dhx(pole)[cm]      Dh+(equ)[cm]      Dhx(equ)[cm]
       1.87900E-03      -3.78271E-03       8.06203E-04      -1.23745E+00       0.00000E+00
       2.27920E-03      -1.43053E-03       9.72148E-04       8.29860E-01       0.00000E+00
       2.67940E-03       2.12950E-03      -1.11754E-03      -7.92223E+00       0.00000E+00
       3.07960E-03       8.28930E-03      -1.86709E-03      -8.46183E+00       0.00000E+00
       3.36760E-03       2.76031E-03       1.79848E-03       2.45978E+00       0.00000E+00
       3.76780E-03       1.04729E-02       7.16936E-03       5.34270E+00       0.00000E+00
       4.16800E-03       9.54648E-03       1.99849E-02      -4.07001E+00       0.00000E+00
       4.56820E-03      -3.68143E-03       3.25372E-02      -5.16085E+00       0.00000E+00
       4.96840E-03       4.46123E-02       3.71301E-02      -3.61066E-01       0.00000E+00
       5.36860E-03       1.52183E-01       1.81651E-01      -5.37315E-01       0.00000E+00
       5.76880E-03      -8.38417E-02       2.03746E-01       6.04159E+00       0.00000E+00
       6.16900E-03      -1.13549E-01      -2.33751E-02       2.17124E+01       0.00000E+00
       6.56920E-03      -3.27428E-01      -1.37141E-01       1.91085E+01       0.00000E+00
       6.96940E-03      -1.75600E-01      -3.39603E-01       1.43877E+01       0.00000E+00
       7.36940E-03      -7.73483E-02      -4.69536E-01       1.61206E+01       0.00000E+00
       7.76960E-03       3.33855E-01      -3.18409E-01       6.17272E+00       0.00000E+00
       8.16980E-03       2.45463E-01       6.05441E-02       9.25080E-01       0.00000E+00
       8.57000E-03       2.98042E-01       3.47963E-02      -6.14140E+00       0.00000E+00
       8.97020E-03       3.75288E-01       3.11387E-01      -1.99502E+01       0.00000E+00
       9.37040E-03       1.55105E-01       4.68609E-01      -2.58100E+01       0.00000E+00
       9.77060E-03      -1.89313E-01       4.73385E-01      -2.97766E+01       0.00000E+00
       1.01708E-02      -2.24182E-01       2.31341E-01      -3.48977E+01       0.00000E+00
       1.05710E-02      -4.41576E-01       1.88082E-01      -2.72126E+01       0.00000E+00
       1.09712E-02      -4.96486E-01      -4.20125E-01      -1.42528E+01       0.00000E+00
       1.13714E-02      -1.85898E-02      -6.15749E-01      -1.77515E+00       0.00000E+00
       1.17716E-02       2.54185E-01      -3.47523E-01       1.11487E+01       0.00000E+00
       1.21718E-02      -6.16877E-02       1.76966E-01       1.80603E+01       0.00000E+00
       1.25720E-02      -5.76321E-01      -8.73585E-02       2.15102E+01       0.00000E+00
       1.29722E-02      -3.10004E-01      -2.99814E-01       2.83383E+01       0.00000E+00
       1.33724E-02       7.44218E-02      -4.00810E-01       2.98376E+01       0.00000E+00
       1.37726E-02       4.32684E-01      -1.90512E-01       2.62572E+01       0.00000E+00
       1.41728E-02       4.54894E-01      -2.25861E-01       1.87150E+01       0.00000E+00
       1.45730E-02       8.73424E-01       9.29090E-02       8.31348E+00       0.00000E+00
       1.48870E-02       8.10503E-01       5.96120E-01       8.63432E-01       0.00000E+00
       1.52872E-02       5.81969E-01       9.40087E-01      -2.60580E+00       0.00000E+00
       1.56874E-02      -5.58246E-02       1.03418E+00      -5.61484E+00       0.00000E+00
       1.60876E-02      -3.87864E-01       7.94883E-01      -9.23894E+00       0.00000E+00
       1.64878E-02      -6.36699E-01       5.46519E-01      -1.15126E+01       0.00000E+00
       1.68880E-02      -7.26967E-01       1.34514E-01      -1.41446E+01       0.00000E+00
       1.72882E-02      -8.11667E-01      -2.28538E-01      -1.64027E+01       0.00000E+00
       1.76884E-02      -7.45184E-01      -7.03128E-01      -1.67066E+01       0.00000E+00
       1.80886E-02      -4.32716E-01      -9.72081E-01      -1.70896E+01       0.00000E+00
       1.84888E-02      -1.81525E-01      -1.11195E+00      -1.52294E+01       0.00000E+00
       1.88890E-02       4.53366E-01      -1.03782E+00      -1.25458E+01       0.00000E+00
       1.92890E-02       7.69625E-01      -6.87751E-01      -1.05513E+01       0.00000E+00
       1.96892E-02       8.81561E-01      -2.49978E-01      -6.68598E+00       0.00000E+00
       2.00894E-02       7.96123E-01      -4.49702E-03      -2.48883E+00       0.00000E+00
       2.04896E-02       8.14486E-01       3.41677E-01       1.24109E+00       0.00000E+00
       2.08898E-02       6.94026E-01       5.67015E-01       3.39537E+00       0.00000E+00
       2.12900E-02       6.33748E-01       9.66866E-01       4.99661E+00       0.00000E+00
       2.16902E-02       5.20852E-02       1.17086E+00       7.10298E+00       0.00000E+00
       2.20904E-02      -4.64558E-01       1.09278E+00       9.48741E+00       0.00000E+00
       2.24906E-02      -9.88987E-01       6.95316E-01       1.08301E+01       0.00000E+00
       2.28908E-02      -1.33667E+00       1.87104E-01       1.14143E+01       0.00000E+00
       2.32910E-02      -1.41771E+00      -5.60906E-01       1.06921E+01       0.00000E+00
       2.36912E-02      -9.52550E-01      -1.15534E+00       9.45617E+00       0.00000E+00
       2.40914E-02      -3.74917E-01      -1.35586E+00       7.70970E+00       0.00000E+00
       2.44916E-02       3.91686E-01      -1.22126E+00       5.53433E+00       0.00000E+00
       2.48918E-02       8.90690E-01      -6.92991E-01       3.42736E+00       0.00000E+00
       2.52920E-02       1.06888E+00      -3.71393E-02       1.79610E+00       0.00000E+00
       2.56922E-02       8.49322E-01       5.11102E-01       2.96353E-01       0.00000E+00
       2.60924E-02       3.84251E-01       7.64525E-01      -4.03081E-01       0.00000E+00
       2.64926E-02      -1.81921E-02       6.24416E-01      -4.11764E-02       0.00000E+00
       2.68928E-02      -9.06897E-02       4.54489E-01       1.24107E+00       0.00000E+00
       2.72930E-02      -1.26926E-01       4.88228E-01       1.59196E+00       0.00000E+00
       2.76932E-02      -1.99504E-01       3.93401E-01       6.45692E-01       0.00000E+00
       2.80934E-02      -2.55090E-01       4.67341E-01      -1.22211E+00       0.00000E+00
       2.84936E-02      -4.70316E-01       4.44856E-01      -3.70654E+00       0.00000E+00
       2.88938E-02      -6.30629E-01       2.12333E-01      -7.15264E+00       0.00000E+00
       2.92940E-02      -6.90192E-01      -1.21315E-01      -1.16636E+01       0.00000E+00
       2.96942E-02      -6.87671E-01      -4.61912E-01      -1.45457E+01       0.00000E+00
       3.00944E-02      -5.03329E-01      -8.98070E-01      -1.53909E+01       0.00000E+00
       3.04946E-02      -1.47364E-01      -1.09608E+00      -1.40830E+01       0.00000E+00
       3.08948E-02       4.52762E-01      -1.11904E+00      -1.16812E+01       0.00000E+00
       3.12950E-02       9.72307E-01      -8.37302E-01      -8.65640E+00       0.00000E+00
       3.16952E-02       1.33815E+00      -3.58940E-01      -5.87730E+00       0.00000E+00
       3.20954E-02       1.39157E+00       2.59817E-01      -3.86747E+00       0.00000E+00
       3.24956E-02       1.27374E+00       7.54610E-01      -3.13081E+00       0.00000E+00
       3.28958E-02       8.93070E-01       1.26114E+00      -2.59487E+00       0.00000E+00
       3.32960E-02       1.91031E-01       1.46432E+00      -2.64670E+00       0.00000E+00
       3.36962E-02      -3.57353E-01       1.21327E+00      -2.53514E+00       0.00000E+00
       3.40964E-02      -6.69017E-01       9.77235E-01      -1.80620E+00       0.00000E+00
       3.44966E-02      -1.01813E+00       6.82206E-01       6.63098E-01       0.00000E+00
       3.48968E-02      -1.11520E+00       2.13322E-01       4.11611E+00       0.00000E+00
       3.52970E-02      -1.06938E+00      -9.24916E-02       7.77460E+00       0.00000E+00
       3.56972E-02      -1.07901E+00      -3.04027E-01       1.02768E+01       0.00000E+00
       3.59984E-02      -9.16990E-01      -5.52858E-01       1.12307E+01       0.00000E+00
       3.63986E-02      -6.90702E-01      -6.44583E-01       1.11020E+01       0.00000E+00
       3.67988E-02      -4.42957E-01      -8.25978E-01       1.03934E+01       0.00000E+00
       3.71990E-02      -2.13582E-01      -8.34178E-01       9.12689E+00       0.00000E+00
       3.75992E-02      -8.63363E-02      -8.59559E-01       7.81128E+00       0.00000E+00
       3.79994E-02       6.89166E-02      -7.55699E-01       6.81857E+00       0.00000E+00
       3.83996E-02       1.60444E-01      -8.54562E-01       5.98840E+00       0.00000E+00
       3.87998E-02       4.38345E-01      -6.94058E-01       5.30638E+00       0.00000E+00
       3.92000E-02       5.40770E-01      -7.45030E-01       3.76001E+00       0.00000E+00
       3.96002E-02       9.13798E-01      -6.98521E-01       2.31735E+00       0.00000E+00
       4.00004E-02       1.21725E+00      -6.08847E-01       2.24024E+00       0.00000E+00
       4.04004E-02       1.45007E+00      -2.77209E-01       2.32453E+00       0.00000E+00
       4.08006E-02       1.39390E+00       5.57362E-02       9.79360E-01       0.00000E+00
       4.12008E-02       1.19018E+00       3.19792E-01      -3.56784E-01       0.00000E+00
       4.16010E-02       1.03479E+00       5.37789E-01      -1.36134E+00       0.00000E+00
       4.20012E-02       6.11974E-01       9.57281E-01      -2.88206E+00       0.00000E+00
       4.24014E-02      -7.82571E-02       1.16546E+00      -5.11310E+00       0.00000E+00
       4.28016E-02      -3.75436E-01       9.68566E-01      -7.82215E+00       0.00000E+00
       4.32018E-02      -5.23804E-01       8.20099E-01      -9.67306E+00       0.00000E+00
       4.36020E-02      -8.12954E-01       6.74784E-01      -1.06471E+01       0.00000E+00
       4.40022E-02      -1.00325E+00       6.13632E-01      -1.12791E+01       0.00000E+00
       4.43074E-02      -1.13232E+00       3.39500E-01      -1.17993E+01       0.00000E+00
       4.47076E-02      -8.99200E-01       4.52937E-02      -1.21286E+01       0.00000E+00
       4.51078E-02      -7.02808E-01       1.73099E-01      -1.19063E+01       0.00000E+00
       4.55080E-02      -7.81510E-01       4.37619E-01      -1.07101E+01       0.00000E+00
       4.59082E-02      -7.19585E-01       2.79616E-01      -8.79055E+00       0.00000E+00
       4.63084E-02       1.95321E-02       1.14787E-01      -6.20039E+00       0.00000E+00
       4.67086E-02       6.45721E-01       7.75791E-01      -3.78970E+00       0.00000E+00
       4.71088E-02       4.19415E-01       1.26853E+00      -2.01477E+00       0.00000E+00
       4.75090E-02      -3.70518E-01       1.02973E+00      -1.20974E+00       0.00000E+00
       4.79092E-02      -1.02809E+00       9.14602E-02      -5.91126E-01       0.00000E+00
       4.83094E-02      -9.72342E-01      -7.13561E-01       8.08426E-01       0.00000E+00
       4.86504E-02      -8.22204E-01      -1.19926E+00       2.38919E+00       0.00000E+00
       4.90506E-02      -6.12945E-01      -1.10766E+00       3.46227E+00       0.00000E+00
       4.94508E-02      -5.18548E-01      -9.21553E-01       4.14808E+00       0.00000E+00
       4.98510E-02      -2.25537E-01      -9.61229E-01       4.80808E+00       0.00000E+00
       5.02512E-02       1.05082E-01      -9.15778E-01       5.24054E+00       0.00000E+00
       5.06514E-02       3.90257E-01      -5.70852E-01       5.93015E+00       0.00000E+00
       5.10516E-02       6.10163E-02      -9.76923E-02       6.17119E+00       0.00000E+00
       5.14518E-02      -5.32192E-01      -9.02747E-02       5.90096E+00       0.00000E+00
       5.18520E-02      -7.82763E-01      -4.66128E-01       5.71236E+00       0.00000E+00
       5.22522E-02      -6.32198E-01      -7.48915E-01       5.51264E+00       0.00000E+00
       5.26524E-02      -4.77583E-01      -6.80236E-01       4.75907E+00       0.00000E+00
       5.29552E-02      -4.64788E-01      -7.69304E-01       3.60705E+00       0.00000E+00
       5.33554E-02      -3.76408E-01      -1.08382E+00       2.43516E+00       0.00000E+00
       5.37556E-02       1.96359E-02      -1.28300E+00       1.15332E+00       0.00000E+00
       5.41558E-02       3.47404E-01      -1.14768E+00       9.31121E-02       0.00000E+00
       5.45560E-02       4.75665E-01      -1.09972E+00      -6.50478E-01       0.00000E+00
       5.49562E-02       6.63956E-01      -1.24914E+00      -9.66219E-01       0.00000E+00
       5.53564E-02       1.00041E+00      -1.11081E+00      -7.60873E-01       0.00000E+00
       5.57566E-02       1.15027E+00      -8.20110E-01      -5.45415E-01       0.00000E+00
       5.61568E-02       1.35432E+00      -5.15094E-01      -2.27657E-01       0.00000E+00
       5.65570E-02       1.58951E+00      -2.67953E-01       4.02405E-01       0.00000E+00
       5.69572E-02       1.93536E+00      -2.84795E-02       1.34378E+00       0.00000E+00
       5.72030E-02       2.06983E+00       3.58746E-01       2.03036E+00       0.00000E+00
       5.76032E-02       2.00427E+00       7.22807E-01       2.32046E+00       0.00000E+00
       5.80034E-02       1.70081E+00       9.80404E-01       2.05405E+00       0.00000E+00
       5.84036E-02       1.61610E+00       1.01311E+00       1.75778E+00       0.00000E+00
       5.88038E-02       1.69260E+00       1.37890E+00       1.72057E+00       0.00000E+00
       5.92040E-02       1.45156E+00       1.72743E+00       1.49707E+00       0.00000E+00
       5.96042E-02       1.24470E+00       1.80979E+00       1.09228E+00       0.00000E+00
       6.00044E-02       1.19210E+00       1.84465E+00       4.10265E-01       0.00000E+00
       6.04046E-02       1.29297E+00       1.97441E+00      -5.56233E-01       0.00000E+00
       6.08048E-02       1.28492E+00       2.31335E+00      -1.63999E+00       0.00000E+00
       6.12050E-02       9.17511E-01       2.77088E+00      -2.91745E+00       0.00000E+00
       6.14584E-02       4.73205E-01       2.96530E+00      -4.02748E+00       0.00000E+00
       6.18586E-02      -8.95101E-02       3.14550E+00      -4.99333E+00       0.00000E+00
       6.22588E-02      -9.32138E-01       3.15476E+00      -5.76675E+00       0.00000E+00
       6.26590E-02      -1.92623E+00       2.78484E+00      -5.84969E+00       0.00000E+00
       6.30592E-02      -2.81295E+00       1.96429E+00      -5.34996E+00       0.00000E+00
       6.34594E-02      -3.34684E+00       8.97701E-01      -4.45115E+00       0.00000E+00
       6.38596E-02      -3.38067E+00      -3.09373E-01      -3.74179E+00       0.00000E+00
       6.42598E-02      -2.96714E+00      -8.17466E-01      -3.37132E+00       0.00000E+00
       6.46600E-02      -2.65015E+00      -5.41437E-01      -3.30899E+00       0.00000E+00
       6.50602E-02      -2.70638E+00      -1.01320E-01      -3.55119E+00       0.00000E+00
       6.54604E-02      -3.06726E+00      -1.59360E-01      -3.71448E+00       0.00000E+00
       6.57260E-02      -3.19899E+00      -8.02636E-01      -3.40713E+00       0.00000E+00
       6.61262E-02      -2.93064E+00      -1.76937E+00      -2.80166E+00       0.00000E+00
       6.65264E-02      -2.29881E+00      -2.53015E+00      -2.07285E+00       0.00000E+00
       6.69266E-02      -1.96456E+00      -2.52905E+00      -1.58447E+00       0.00000E+00
       6.73268E-02      -1.83092E+00      -2.39072E+00      -1.08234E+00       0.00000E+00
       6.77270E-02      -1.57164E+00      -2.41947E+00      -2.04955E-01       0.00000E+00
       6.81272E-02      -1.14402E+00      -2.52354E+00       8.88603E-01       0.00000E+00
       6.85274E-02      -4.18898E-01      -2.48868E+00       1.71427E+00       0.00000E+00
       6.89276E-02       2.02610E-01      -2.14557E+00       2.06755E+00       0.00000E+00
       6.93278E-02       2.40639E-01      -1.63091E+00       1.85374E+00       0.00000E+00
       6.97280E-02       2.18743E-02      -1.14054E+00       1.71670E+00       0.00000E+00
       7.00324E-02      -2.82630E-01      -9.50026E-01       1.66241E+00       0.00000E+00
       7.04326E-02      -3.85141E-01      -1.20644E+00       1.40266E+00       0.00000E+00
       7.08328E-02       2.27639E-02      -1.65274E+00       1.23693E+00       0.00000E+00
       7.12330E-02       1.07924E+00      -2.10335E+00       1.55713E+00       0.00000E+00
       7.16332E-02       2.23656E+00      -2.43183E+00       2.25247E+00       0.00000E+00
       7.20334E-02       3.22762E+00      -2.35825E+00       2.95292E+00       0.00000E+00
       7.24336E-02       3.94508E+00      -2.11887E+00       3.38060E+00       0.00000E+00
       7.28338E-02       4.42920E+00      -1.49504E+00       3.64863E+00       0.00000E+00
       7.32340E-02       4.39280E+00      -4.31233E-01       3.41516E+00       0.00000E+00
       7.36342E-02       3.53670E+00       5.92406E-01       2.69927E+00       0.00000E+00
       7.40344E-02       2.15400E+00       3.94859E-01       1.97400E+00       0.00000E+00
       7.42706E-02       1.51735E+00      -6.46306E-01       1.66261E+00       0.00000E+00
       7.46708E-02       1.61285E+00      -1.50684E+00       1.50027E+00       0.00000E+00
       7.50710E-02       2.08176E+00      -1.71422E+00       1.14536E+00       0.00000E+00
       7.54712E-02       2.35058E+00      -1.11353E+00       6.79456E-01       0.00000E+00
       7.58714E-02       2.44468E+00      -2.46702E-01       3.17619E-01       0.00000E+00
       7.62716E-02       2.42291E+00       6.14089E-01       2.19018E-02       0.00000E+00
       7.66718E-02       2.26986E+00       1.42412E+00      -2.10473E-01       0.00000E+00
       7.70720E-02       1.90089E+00       2.18985E+00      -4.12633E-01       0.00000E+00
       7.74722E-02       1.36322E+00       2.80539E+00      -5.54272E-01       0.00000E+00
       7.78724E-02       8.83086E-01       3.04790E+00      -5.98024E-01       0.00000E+00
       7.82726E-02       6.62471E-01       3.09747E+00      -9.25832E-01       0.00000E+00
       7.85298E-02       4.81194E-01       3.25345E+00      -1.48352E+00       0.00000E+00
       7.89300E-02      -3.26354E-02       3.44660E+00      -2.11045E+00       0.00000E+00
       7.93302E-02      -9.58194E-01       3.32335E+00      -2.69282E+00       0.00000E+00
       7.97304E-02      -1.57253E+00       2.85376E+00      -2.87762E+00       0.00000E+00
       8.01306E-02      -1.79552E+00       2.50100E+00      -3.11692E+00       0.00000E+00
       8.05308E-02      -2.04851E+00       2.29595E+00      -3.62135E+00       0.00000E+00
       8.09310E-02      -2.58996E+00       1.99119E+00      -4.16226E+00       0.00000E+00
       8.13312E-02      -3.17065E+00       1.33584E+00      -4.31344E+00       0.00000E+00
       8.17314E-02      -3.20492E+00       4.72307E-01      -3.84511E+00       0.00000E+00
       8.21316E-02      -2.84402E+00      -9.88721E-02      -3.03869E+00       0.00000E+00
       8.25318E-02      -2.33590E+00      -4.54769E-01      -2.02950E+00       0.00000E+00
       8.29318E-02      -1.74817E+00      -5.33035E-01      -9.04028E-01       0.00000E+00
       8.33320E-02      -1.60900E+00      -5.03741E-01      -1.75132E-01       0.00000E+00
       8.37322E-02      -1.85728E+00      -7.65072E-01      -3.84409E-02       0.00000E+00
       8.41322E-02      -1.96551E+00      -1.01158E+00      -3.26066E-01       0.00000E+00
       8.45322E-02      -1.96087E+00      -1.29079E+00      -7.76153E-01       0.00000E+00
       8.49322E-02      -1.49577E+00      -1.89966E+00      -6.85620E-01       0.00000E+00
       8.53322E-02      -6.74508E-01      -2.21892E+00       1.80482E-01       0.00000E+00
       8.57322E-02       7.90540E-02      -2.26191E+00       1.37998E+00       0.00000E+00
       8.61322E-02       9.58899E-01      -2.38549E+00       2.51675E+00       0.00000E+00
       8.65322E-02       2.25429E+00      -2.18129E+00       3.63129E+00       0.00000E+00
       8.69322E-02       3.31018E+00      -1.35704E+00       4.27549E+00       0.00000E+00
       8.73322E-02       3.82519E+00      -2.49146E-01       4.06430E+00       0.00000E+00
       8.77322E-02       4.06889E+00       8.04777E-01       3.47648E+00       0.00000E+00
       8.81322E-02       3.89630E+00       1.83337E+00       2.84065E+00       0.00000E+00
       8.85322E-02       3.38667E+00       2.48671E+00       2.09171E+00       0.00000E+00
       8.89322E-02       3.20361E+00       3.21453E+00       1.62188E+00       0.00000E+00
       8.93322E-02       2.74939E+00       4.39070E+00       1.16427E+00       0.00000E+00
       8.97322E-02       1.25407E+00       5.42031E+00       4.65472E-01       0.00000E+00
       9.01322E-02      -5.27896E-01       5.47414E+00       1.87808E-01       0.00000E+00
       9.05322E-02      -1.64616E+00       4.74095E+00       4.31956E-01       0.00000E+00
       9.09322E-02      -2.08696E+00       3.99036E+00       6.14159E-01       0.00000E+00
       9.13322E-02      -2.63476E+00       3.17113E+00      -4.66534E-02       0.00000E+00
       9.17322E-02      -2.91104E+00       2.20690E+00      -1.16991E+00       0.00000E+00
       9.21322E-02      -2.75141E+00       1.66401E+00      -2.16186E+00       0.00000E+00
       9.25322E-02      -2.82147E+00       1.71141E+00      -2.77243E+00       0.00000E+00
       9.29322E-02      -3.69407E+00       1.46843E+00      -3.04116E+00       0.00000E+00
       9.33322E-02      -4.33733E+00       5.15910E-01      -2.70997E+00       0.00000E+00
       9.37322E-02      -4.51411E+00      -4.39495E-01      -2.35036E+00       0.00000E+00
       9.41322E-02      -4.59992E+00      -1.49504E+00      -2.42836E+00       0.00000E+00
       9.45322E-02      -4.18886E+00      -2.51193E+00      -2.48045E+00       0.00000E+00
       9.49322E-02      -3.47128E+00      -3.01531E+00      -2.35329E+00       0.00000E+00
       9.53322E-02      -3.14723E+00      -3.06720E+00      -2.13155E+00       0.00000E+00
       9.57322E-02      -3.19586E+00      -3.46760E+00      -2.01968E+00       0.00000E+00
       9.61322E-02      -3.16658E+00      -3.98773E+00      -1.93419E+00       0.00000E+00
       9.65322E-02      -2.92157E+00      -4.77414E+00      -1.95759E+00       0.00000E+00
       9.69322E-02      -1.89050E+00      -5.79225E+00      -1.61591E+00       0.00000E+00
       9.73322E-02       6.35465E-02      -5.92455E+00      -6.63373E-01       0.00000E+00
       9.77322E-02       1.67716E+00      -4.64457E+00       1.07218E-01       0.00000E+00
       9.81322E-02       2.25196E+00      -2.91761E+00       4.54314E-01       0.00000E+00
       9.84590E-02       1.75143E+00      -1.49230E+00       2.17955E-01       0.00000E+00
       9.88590E-02       3.12059E-01      -1.44832E+00      -6.88294E-01       0.00000E+00
       9.92590E-02      -5.13108E-01      -3.40919E+00      -1.46343E+00       0.00000E+00
       9.96590E-02       1.35982E+00      -5.94804E+00      -9.13667E-01       0.00000E+00
       1.00059E-01       5.58577E+00      -6.12471E+00       1.26682E+00       0.00000E+00
       1.00459E-01       8.99286E+00      -2.16393E+00       3.49391E+00       0.00000E+00
       1.00859E-01       7.72286E+00       3.53509E+00       3.43414E+00       0.00000E+00
       1.01259E-01       2.10802E+00       5.58908E+00       1.48206E+00       0.00000E+00
       1.01659E-01      -2.54982E+00       2.07552E+00       9.48821E-02       0.00000E+00
       1.02059E-01      -2.29096E+00      -3.93484E+00       6.89322E-01       0.00000E+00
       1.02452E-01       3.34998E+00      -6.82861E+00       3.23804E+00       0.00000E+00
       1.02852E-01       9.55168E+00      -3.20645E+00       5.72398E+00       0.00000E+00
       1.03252E-01       1.03688E+01       5.09358E+00       5.47225E+00       0.00000E+00
       1.03652E-01       3.10602E+00       1.07634E+01       9.93976E-01       0.00000E+00
       1.04052E-01      -6.31865E+00       7.35530E+00      -4.52742E+00       0.00000E+00
       1.04452E-01      -9.01583E+00      -3.06072E+00      -5.83510E+00       0.00000E+00
       1.04852E-01      -1.05522E+00      -1.11436E+01      -1.12782E+00       0.00000E+00
       1.05252E-01       1.04106E+01      -8.25076E+00       5.10047E+00       0.00000E+00
       1.05652E-01       1.45461E+01       4.05833E+00       6.97712E+00       0.00000E+00
       1.06052E-01       5.70631E+00       1.49579E+01       2.20064E+00       0.00000E+00
       1.06421E-01      -7.75983E+00       1.38662E+01      -4.87531E+00       0.00000E+00
       1.06821E-01      -1.47081E+01       2.01698E+00      -8.58918E+00       0.00000E+00
       1.07221E-01      -8.28380E+00      -1.07121E+01      -5.33706E+00       0.00000E+00
       1.07621E-01       6.04809E+00      -1.13175E+01       2.44536E+00       0.00000E+00
       1.08021E-01       1.40698E+01       1.16288E+00       7.23371E+00       0.00000E+00
       1.08421E-01       7.26909E+00       1.48218E+01       3.98001E+00       0.00000E+00
       1.08821E-01      -7.91588E+00       1.63792E+01      -3.37221E+00       0.00000E+00
       1.09221E-01      -1.73977E+01       4.27134E+00      -7.65932E+00       0.00000E+00
       1.09621E-01      -1.19715E+01      -9.95199E+00      -4.79929E+00       0.00000E+00
       1.10021E-01       1.92416E+00      -1.23539E+01       1.89722E+00       0.00000E+00
       1.10289E-01       1.02607E+01      -4.75228E+00       6.05303E+00       0.00000E+00
       1.10689E-01       9.26399E+00       6.06774E+00       5.89725E+00       0.00000E+00
       1.11089E-01      -1.37363E+00       1.20572E+01       8.22268E-01       0.00000E+00
       1.11489E-01      -1.15576E+01       5.74560E+00      -4.18597E+00       0.00000E+00
       1.11889E-01      -1.13815E+01      -6.14826E+00      -4.22860E+00       0.00000E+00
       1.12289E-01      -1.79720E+00      -1.13001E+01       2.70935E-01       0.00000E+00
       1.12689E-01       5.93318E+00      -6.49602E+00       3.47887E+00       0.00000E+00
       1.13089E-01       5.97464E+00       1.05510E+00       2.96968E+00       0.00000E+00
       1.13489E-01       4.96698E-01       4.26355E+00       2.39689E-01       0.00000E+00
       1.13889E-01      -4.11841E+00       1.02751E+00      -2.33033E+00       0.00000E+00
       1.14289E-01      -3.33397E+00      -3.98076E+00      -2.61732E+00       0.00000E+00
       1.14689E-01       5.86171E-01      -6.26482E+00      -8.36686E-01       0.00000E+00
       1.15089E-01       4.75965E+00      -5.22042E+00       1.79570E+00       0.00000E+00
       1.15489E-01       7.01829E+00      -2.06827E+00       3.41235E+00       0.00000E+00
       1.15889E-01       7.06136E+00       1.52024E+00       3.11510E+00       0.00000E+00
       1.16289E-01       4.36018E+00       4.49042E+00       1.09804E+00       0.00000E+00
       1.16689E-01       1.05434E+00       4.08714E+00      -1.24181E+00       0.00000E+00
       1.17089E-01      -4.51096E-01       2.74993E+00      -2.19718E+00       0.00000E+00
