 #         t_pb[s]        <L_e>[B/s]       <L_ae>[B/s]        <L_x>[B/s]        <E_e>[MeV]       <E_ae>[MeV]        <E_x>[MeV]    L_e(pole)[B/s]   L_ae(pole)[B/s]    L_x(pole)[B/s]    E_e(pole)[MeV]   E_ae(pole)[MeV]    E_x(pole)[MeV]     L_e(equ)[B/s]    L_ae(equ)[B/s]     L_x(equ)[B/s]     E_e(equ)[MeV]    E_ae(equ)[MeV]     E_x(equ)[MeV]
   1.609680057E-02   2.165511393E+00   7.852449413E-02   2.239812775E-01   1.174575128E+01   1.068974832E+01   1.562185779E+01   2.564414405E+00   1.024473587E-01   2.672250381E-01   1.178113960E+01   1.097625800E+01   1.628910789E+01   2.273237236E+00   7.498327926E-02   2.393861176E-01   1.165541017E+01   1.055239946E+01   1.535609542E+01
   1.649699919E-02   2.072058418E+00   8.393878949E-02   2.223535762E-01   1.157554164E+01   1.068720471E+01   1.552229053E+01   2.486154190E+00   1.232895648E-01   2.755486016E-01   1.174552296E+01   1.100985221E+01   1.560007257E+01   2.081432159E+00   7.885685755E-02   2.273633168E-01   1.158445418E+01   1.061884261E+01   1.584113097E+01
   1.689719968E-02   1.978244608E+00   8.918623827E-02   2.228310560E-01   1.143531423E+01   1.069449845E+01   1.541272598E+01   1.900007231E+00   1.261376556E-01   2.576904539E-01   1.135525957E+01   1.089585462E+01   1.605245436E+01   1.976271463E+00   9.051884920E-02   2.288185582E-01   1.160279433E+01   1.080865824E+01   1.574606958E+01
   1.729740016E-02   1.905150536E+00   9.496643631E-02   2.221195131E-01   1.130918312E+01   1.070720607E+01   1.532212004E+01   1.907312602E+00   9.772216219E-02   2.475130080E-01   1.120486261E+01   1.108561860E+01   1.665921979E+01   1.698604715E+00   8.497794406E-02   2.303164544E-01   1.143292845E+01   1.104136565E+01   1.609934213E+01
   1.769759879E-02   1.836928424E+00   1.008115438E-01   2.237353285E-01   1.121387112E+01   1.073042644E+01   1.524913914E+01   1.889423403E+00   1.257595294E-01   2.626766027E-01   1.120961013E+01   1.121711566E+01   1.503756039E+01   1.573381157E+00   1.006794761E-01   2.124993188E-01   1.122233395E+01   1.088312392E+01   1.605042401E+01
   1.809779927E-02   1.770285708E+00   1.066176769E-01   2.266632768E-01   1.112971007E+01   1.073682892E+01   1.520703051E+01   1.803940993E+00   1.584102403E-01   2.399821132E-01   1.110926462E+01   1.100494119E+01   1.582719602E+01   2.047611580E+00   9.948363178E-02   2.077953972E-01   1.121905153E+01   1.087199835E+01   1.582870013E+01
   1.849799976E-02   1.735860412E+00   1.129509725E-01   2.295060246E-01   1.105078773E+01   1.075730300E+01   1.515105779E+01   1.863024084E+00   1.627536498E-01   2.302436040E-01   1.105214440E+01   1.112751488E+01   1.547401001E+01   2.085371424E+00   1.088714320E-01   2.283192653E-01   1.095542623E+01   1.073901879E+01   1.580664280E+01
   1.889819838E-02   1.694649266E+00   1.196529501E-01   2.337023281E-01   1.098705057E+01   1.077819939E+01   1.517781742E+01   1.492804130E+00   1.697453404E-01   2.763920681E-01   1.095331003E+01   1.114858067E+01   1.550453539E+01   2.020390970E+00   1.285321401E-01   2.315845461E-01   1.103020761E+01   1.084445748E+01   1.462855815E+01
   1.929840073E-02   1.666441683E+00   1.265802694E-01   2.383663658E-01   1.094121874E+01   1.081748309E+01   1.517764209E+01   1.788255931E+00   1.649478440E-01   2.624593099E-01   1.087321905E+01   1.118918451E+01   1.491442928E+01   1.884720582E+00   1.332472889E-01   2.557509824E-01   1.080733875E+01   9.772087717E+00   1.355203680E+01
   1.969860122E-02   1.636965760E+00   1.328335626E-01   2.422895409E-01   1.090990378E+01   1.084312586E+01   1.518272032E+01   1.790994502E+00   1.838203742E-01   2.906086262E-01   1.082150789E+01   1.124161636E+01   1.623983943E+01   2.003247153E+00   1.461780189E-01   2.035073986E-01   1.098363258E+01   1.032805859E+01   1.495857593E+01
   2.009879984E-02   1.610322468E+00   1.381088358E-01   2.463594277E-01   1.088770455E+01   1.087491449E+01   1.519431427E+01   1.756496479E+00   1.535984674E-01   2.930784773E-01   1.084339069E+01   1.136739236E+01   1.619846228E+01   1.684099657E+00   1.349885844E-01   2.191843705E-01   1.108144847E+01   1.096050803E+01   1.582060998E+01
   2.195779979E-02   1.410547392E+00   1.537327965E-01   2.586825058E-01   1.064237020E+01   1.082564811E+01   1.513046257E+01   1.413952166E+00   1.824356416E-01   3.144236021E-01   1.085915685E+01   1.125547597E+01   1.626888440E+01   1.067212625E+00   1.106027322E-01   2.250510838E-01   1.091446335E+01   1.103997375E+01   1.578548794E+01
   2.395879850E-02   1.186878001E+00   1.671300816E-01   2.638603436E-01   1.021845714E+01   1.069174660E+01   1.500439166E+01   1.283038000E+00   1.933676099E-01   3.069543217E-01   1.050704870E+01   1.131248391E+01   1.623155818E+01   1.208752697E+00   1.653235587E-01   2.758572849E-01   9.948320319E+00   1.016694640E+01   1.452999888E+01
   2.580120042E-02   1.006138799E+00   1.841071995E-01   2.652628357E-01   9.868154242E+00   1.066460612E+01   1.493396669E+01   1.184097871E+00   2.431004876E-01   3.224970736E-01   1.027113813E+01   1.105608810E+01   1.619807882E+01   6.395468518E-01   1.487493694E-01   2.219161962E-01   1.006582972E+01   1.096401833E+01   1.559285833E+01
   2.780220099E-02   9.299013103E-01   2.085219280E-01   2.736924130E-01   9.669958663E+00   1.075958902E+01   1.500338663E+01   1.525456449E+00   2.313159313E-01   3.578158988E-01   1.038120240E+01   1.104176697E+01   1.574370386E+01   1.027236692E+00   1.886262933E-01   2.695971555E-01   1.036857383E+01   1.124625481E+01   1.570250144E+01
   2.966659889E-02   8.759426374E-01   2.331566395E-01   2.804991624E-01   9.558118208E+00   1.086278202E+01   1.501236130E+01   1.227779403E+00   3.192052319E-01   4.204059748E-01   1.016454304E+01   1.190266886E+01   1.665421378E+01   4.719965094E-01   1.954981976E-01   2.377535821E-01   9.402853501E+00   1.085684338E+01   1.478975988E+01
   3.166760132E-02   7.869514408E-01   2.559264581E-01   2.858626807E-01   9.346318475E+00   1.090836904E+01   1.500684785E+01   1.023992625E+00   3.416927559E-01   3.632987020E-01   9.949503853E+00   1.123774207E+01   1.543318797E+01   3.983538402E-01   2.102120391E-01   2.290368470E-01   1.033119548E+01   1.114872184E+01   1.613006117E+01
   3.366860002E-02   7.111939727E-01   2.613546720E-01   2.867496947E-01   9.134584070E+00   1.086708048E+01   1.497236386E+01   1.084189178E+00   3.053918056E-01   3.389970321E-01   1.007528515E+01   1.145416587E+01   1.699612545E+01   6.604981061E-01   2.467233623E-01   2.811465952E-01   8.941070108E+00   1.042544917E+01   1.305359292E+01
   3.566960245E-02   6.436937647E-01   2.703329551E-01   2.892919836E-01   8.917497852E+00   1.085511410E+01   1.495863096E+01   8.732584209E-01   2.549465011E-01   3.499730880E-01   1.009746006E+01   1.142734868E+01   1.734128710E+01   3.814024508E-01   2.368187949E-01   2.213996737E-01   8.714457624E+00   1.059205534E+01   1.458542798E+01
   3.767060116E-02   5.946165519E-01   2.789777470E-01   2.900751925E-01   8.768499450E+00   1.088217780E+01   1.499662633E+01   8.825420219E-01   3.131667114E-01   3.621791242E-01   9.759663807E+00   1.127448827E+01   1.676493240E+01   4.228107167E-01   2.082520528E-01   1.988517935E-01   8.616658966E+00   1.047870007E+01   1.489867892E+01
   3.964619711E-02   5.600884671E-01   2.997737991E-01   2.905426670E-01   8.704357915E+00   1.100138529E+01   1.505958949E+01   8.563195432E-01   3.184629240E-01   4.243052577E-01   9.455574350E+00   1.168465705E+01   1.582616802E+01   5.704531946E-01   3.132435633E-01   2.674819276E-01   7.808434901E+00   1.045283355E+01   1.406183459E+01
   4.164720327E-02   5.447606609E-01   3.134460412E-01   2.924194735E-01   8.684616056E+00   1.105726008E+01   1.506801949E+01   7.720297891E-01   3.702084207E-01   3.859831962E-01   9.555201418E+00   1.171164043E+01   1.610302051E+01   3.952196515E-01   2.723578487E-01   2.668519445E-01   8.353840258E+00   1.072183116E+01   1.412339284E+01
   4.364799708E-02   5.329765616E-01   3.286400678E-01   2.923974726E-01   8.662021010E+00   1.113449325E+01   1.508024284E+01   9.262525604E-01   3.757356434E-01   3.630878572E-01   9.105577117E+00   1.137917844E+01   1.598375655E+01   4.440247494E-01   3.075477136E-01   2.299418929E-01   8.421808756E+00   1.086145856E+01   1.340618291E+01
   4.564899951E-02   5.164185134E-01   3.344516894E-01   2.925157417E-01   8.611095280E+00   1.116469220E+01   1.509396425E+01   6.130480696E-01   3.220164957E-01   4.124312330E-01   9.171525571E+00   1.133297464E+01   1.422678496E+01   4.680445589E-01   2.565644281E-01   2.403054400E-01   7.990788656E+00   1.089481117E+01   1.587640894E+01
   4.765000194E-02   5.061699139E-01   3.352000126E-01   2.963208722E-01   8.554859738E+00   1.115954160E+01   1.517039385E+01   7.538228370E-01   3.367608123E-01   3.830455234E-01   9.806357986E+00   1.161649386E+01   1.519330852E+01   4.932182657E-01   3.242549173E-01   2.560310778E-01   7.968776918E+00   1.030176102E+01   1.467463979E+01
   4.965100065E-02   4.885290335E-01   3.397825591E-01   2.924628014E-01   8.554402789E+00   1.120564297E+01   1.515207101E+01   7.315900882E-01   3.412638669E-01   4.085201724E-01   8.478818727E+00   1.097289783E+01   1.322493797E+01   3.858492033E-01   3.268219604E-01   2.137763923E-01   8.458181237E+00   1.080455327E+01   1.355980208E+01
   5.158359930E-02   4.711305189E-01   3.513523455E-01   2.929772063E-01   8.506573592E+00   1.127319906E+01   1.516270158E+01   6.161163452E-01   3.484458351E-01   3.749188951E-01   9.399285132E+00   1.188711008E+01   1.533795905E+01   4.119318877E-01   2.988463560E-01   2.406533531E-01   8.689474808E+00   1.110365114E+01   1.474638934E+01
   5.358459800E-02   4.643451115E-01   3.538447632E-01   2.949268183E-01   8.500373625E+00   1.124354509E+01   1.514679412E+01   6.435448995E-01   3.915085317E-01   3.701089221E-01   9.513320628E+00   1.156686403E+01   1.592639039E+01   4.899344971E-01   3.981006727E-01   3.337726388E-01   8.340057844E+00   1.051450123E+01   1.454873006E+01
   5.545520037E-02   4.532526873E-01   3.540275352E-01   2.918033712E-01   8.503209856E+00   1.124332551E+01   1.515870447E+01   6.607074481E-01   4.511392318E-01   3.616722999E-01   9.134632406E+00   1.191993422E+01   1.609288708E+01   3.642245597E-01   2.580692091E-01   2.323236387E-01   8.184373108E+00   1.067324591E+01   1.427971712E+01
   5.745619908E-02   4.403801863E-01   3.566849835E-01   2.902580983E-01   8.523363206E+00   1.130527905E+01   1.521145413E+01   7.198704314E-01   3.614521588E-01   4.330049379E-01   9.810753279E+00   1.235138772E+01   1.628789081E+01   3.715905322E-01   2.782281442E-01   2.527194552E-01   7.891544538E+00   1.063293368E+01   1.449103132E+01
   5.934280157E-02   4.396496428E-01   3.624969399E-01   2.925191012E-01   8.539201995E+00   1.136135632E+01   1.524922085E+01   5.447837422E-01   3.560786748E-01   3.557264980E-01   1.026840574E+01   1.224886230E+01   1.664355863E+01   3.688987226E-01   2.738200623E-01   2.373074634E-01   8.598840349E+00   1.124388838E+01   1.439659760E+01
   6.134380028E-02   4.320400846E-01   3.668454410E-01   2.911898601E-01   8.523145485E+00   1.136368679E+01   1.524974658E+01   5.275207164E-01   3.974762114E-01   3.215300114E-01   1.003230998E+01   1.198941125E+01   1.710452332E+01   3.097475520E-01   3.436145084E-01   2.297390164E-01   8.430629379E+00   1.146044700E+01   1.493759937E+01
   6.334479898E-02   4.206274079E-01   3.677959054E-01   2.909768142E-01   8.495069515E+00   1.137388056E+01   1.525340372E+01   5.546043281E-01   4.265350121E-01   4.308998800E-01   9.257771993E+00   1.232227264E+01   1.666172072E+01   4.100339352E-01   3.013781360E-01   2.795317087E-01   7.911357669E+00   1.132690229E+01   1.412419038E+01
   6.525859982E-02   4.108550239E-01   3.722094120E-01   2.877357964E-01   8.522244682E+00   1.141444407E+01   1.523403976E+01   5.093027206E-01   4.755458872E-01   4.079384882E-01   9.511486599E+00   1.195461215E+01   1.633297769E+01   4.372240353E-01   3.266871637E-01   1.908356027E-01   8.918411791E+00   1.041549619E+01   1.339413857E+01
   6.725959480E-02   4.058374543E-01   3.759606939E-01   2.867943609E-01   8.523227648E+00   1.148793492E+01   1.531158440E+01   5.819861561E-01   4.481723070E-01   4.197096243E-01   8.246272898E+00   1.164884585E+01   1.614865368E+01   4.171279727E-01   3.041440714E-01   1.925633906E-01   7.628454468E+00   1.019686901E+01   1.386354149E+01
   6.920059770E-02   4.023809845E-01   3.789523114E-01   2.859700032E-01   8.543874646E+00   1.150270411E+01   1.529895637E+01   6.052900440E-01   3.946140625E-01   3.949283202E-01   9.573501778E+00   1.146887147E+01   1.672007667E+01   2.893556322E-01   3.185426418E-01   2.375565070E-01   7.710515321E+00   1.075250598E+01   1.474462605E+01
   7.120160013E-02   4.011765443E-01   3.764733458E-01   2.858785558E-01   8.533900124E+00   1.149482794E+01   1.532502395E+01   6.312036472E-01   5.046383783E-01   4.340155459E-01   7.937857578E+00   1.206555631E+01   1.738700809E+01   3.906718977E-01   2.821651192E-01   2.438576137E-01   8.706946976E+00   1.083793266E+01   1.475000489E+01
   7.312940061E-02   4.022092469E-01   3.776548567E-01   2.866183864E-01   8.552449833E+00   1.151289103E+01   1.539980081E+01   8.319882719E-01   5.804611049E-01   4.967035129E-01   9.529818527E+00   1.223799013E+01   1.728443939E+01   3.069219593E-01   3.255391378E-01   2.143515586E-01   8.124024547E+00   1.116642689E+01   1.389941205E+01
   7.513040304E-02   4.018319743E-01   3.830642058E-01   2.839894604E-01   8.596042463E+00   1.155396496E+01   1.540269931E+01   8.430519438E-01   6.402154181E-01   4.730571638E-01   9.479718049E+00   1.181469781E+01   1.612383104E+01   3.071167627E-01   3.246855886E-01   2.270723175E-01   8.657585045E+00   1.161306210E+01   1.603670090E+01
   7.700579613E-02   3.959570141E-01   3.777895131E-01   2.805613910E-01   8.594115463E+00   1.155275678E+01   1.540585693E+01   1.085878592E+00   6.679859792E-01   6.509837047E-01   9.478821546E+00   1.193810589E+01   1.569968409E+01   3.453924825E-01   2.553964990E-01   2.320597594E-01   8.197980860E+00   1.132745211E+01   1.523007764E+01
   7.900679857E-02   3.962932417E-01   3.778916935E-01   2.774661387E-01   8.592249333E+00   1.153401167E+01   1.533509053E+01   8.653069899E-01   7.706345019E-01   5.654919291E-01   8.883140786E+00   1.185776293E+01   1.611017580E+01   3.338632255E-01   3.477440326E-01   2.105936251E-01   8.428124380E+00   1.081795025E+01   1.438207186E+01
   8.087980002E-02   3.961981199E-01   3.766692090E-01   2.748369810E-01   8.608530170E+00   1.154128120E+01   1.534235385E+01   7.360544897E-01   7.355614351E-01   5.226213099E-01   8.525354557E+00   1.218482562E+01   1.609647764E+01   3.073984483E-01   3.372061271E-01   2.227114511E-01   8.063859144E+00   1.102425651E+01   1.433916750E+01
   8.288060129E-02   3.830492941E-01   3.737488401E-01   2.724414518E-01   8.599189812E+00   1.154734232E+01   1.531721405E+01   7.787743058E-01   6.519895248E-01   5.634007809E-01   9.016186174E+00   1.338507199E+01   1.761050392E+01   2.649208433E-01   2.826926855E-01   2.590012528E-01   8.014556728E+00   1.085058958E+01   1.447953009E+01
   8.488059789E-02   3.831142615E-01   3.769367298E-01   2.754324968E-01   8.631214629E+00   1.156711022E+01   1.535762598E+01   8.154529803E-01   5.933920795E-01   5.038336872E-01   8.579742589E+00   1.182517254E+01   1.565280066E+01   2.871305086E-01   3.608589066E-01   2.277250171E-01   8.332796673E+00   1.079618348E+01   1.462785139E+01
   8.688060194E-02   3.802945795E-01   3.769101206E-01   2.736990080E-01   8.675545331E+00   1.161245818E+01   1.540376211E+01   8.149340638E-01   7.749012343E-01   4.805627908E-01   8.574277320E+00   1.189829364E+01   1.552639339E+01   2.126868004E-01   2.828698398E-01   2.122692523E-01   8.221400872E+00   1.120135141E+01   1.615832407E+01
   8.888059855E-02   3.758550394E-01   3.725680540E-01   2.704218334E-01   8.683568927E+00   1.164299130E+01   1.538304744E+01   7.345816866E-01   8.014466379E-01   5.958015744E-01   9.458807985E+00   1.193909657E+01   1.541361016E+01   2.721158297E-01   3.154867729E-01   2.310695788E-01   8.042664093E+00   1.107756921E+01   1.483859314E+01
   9.079499543E-02   3.744496883E-01   3.759542262E-01   2.714902883E-01   8.686440564E+00   1.164544966E+01   1.534685868E+01   9.516364829E-01   7.890765181E-01   5.758135030E-01   9.719727737E+00   1.179062568E+01   1.604363013E+01   3.310645782E-01   2.901160959E-01   1.932279553E-01   8.195542607E+00   1.098572844E+01   1.439539570E+01
   9.279499948E-02   3.746329536E-01   3.761602254E-01   2.713964940E-01   8.710292971E+00   1.164947876E+01   1.536657074E+01   7.438877246E-01   7.800139319E-01   5.538800538E-01   9.141425525E+00   1.229219100E+01   1.534863798E+01   2.129166398E-01   3.227117278E-01   2.052351516E-01   7.890831940E+00   1.056042276E+01   1.504921942E+01
   9.479499608E-02   3.699661557E-01   3.768825618E-01   2.691556260E-01   8.727626299E+00   1.169706036E+01   1.540184169E+01   9.106164958E-01   8.022768065E-01   6.172589541E-01   1.016143432E+01   1.212614809E+01   1.657084781E+01   2.754546948E-01   3.336009015E-01   2.201823098E-01   8.186119469E+00   1.104863514E+01   1.478511141E+01
   9.679500014E-02   3.685115037E-01   3.778188569E-01   2.695368502E-01   8.762294420E+00   1.170770613E+01   1.549967358E+01   1.087884221E+00   7.464823771E-01   6.004004581E-01   9.675437869E+00   1.189904685E+01   1.642021296E+01   2.315631925E-01   2.983077285E-01   1.732154199E-01   8.125905801E+00   1.104964228E+01   1.563107363E+01
   9.870659560E-02   3.638063568E-01   3.748253185E-01   2.650962410E-01   8.774470590E+00   1.173535191E+01   1.555861133E+01   1.031018478E+00   8.043029854E-01   7.825031795E-01   8.874463217E+00   1.265838909E+01   1.729505964E+01   2.579152257E-01   2.799561767E-01   2.012354089E-01   7.958423394E+00   1.103097640E+01   1.477815368E+01
   1.007065997E-01   3.592647871E-01   3.734502053E-01   2.636218338E-01   8.772372772E+00   1.173971299E+01   1.549040347E+01   1.065725843E+00   8.431191849E-01   6.241285868E-01   9.353536580E+00   1.274229760E+01   1.684781923E+01   2.562774129E-01   2.723945971E-01   1.855163415E-01   8.474025817E+00   1.127424117E+01   1.556038683E+01
   1.027068049E-01   3.494088641E-01   3.621523185E-01   2.586718067E-01   8.745063407E+00   1.172399411E+01   1.543148401E+01   1.126483739E+00   7.526533177E-01   6.111409955E-01   9.794605365E+00   1.313258234E+01   1.821076021E+01   2.659491353E-01   3.519101829E-01   2.340027781E-01   8.806245368E+00   1.179808085E+01   1.625694973E+01
   1.047068015E-01   3.481767781E-01   3.618733965E-01   2.551849384E-01   8.763992775E+00   1.172627197E+01   1.535656970E+01   1.018259590E+00   8.116468004E-01   6.009934656E-01   1.021413625E+01   1.294463956E+01   1.763007810E+01   3.106360148E-01   3.252381606E-01   1.994464435E-01   8.687966058E+00   1.131202860E+01   1.586102970E+01
   1.065986007E-01   3.468870635E-01   3.673786220E-01   2.560389955E-01   8.772802163E+00   1.175286614E+01   1.539289421E+01   8.447654727E-01   6.880549916E-01   6.132504918E-01   9.696010920E+00   1.364875492E+01   1.704907054E+01   2.547046045E-01   2.512611383E-01   1.680427679E-01   8.614166960E+00   1.144569329E+01   1.523159314E+01
   1.085986048E-01   3.470831796E-01   3.664897934E-01   2.525205251E-01   8.790352857E+00   1.176737725E+01   1.546370604E+01   1.097910829E+00   1.020269203E+00   5.814676240E-01   9.366673567E+00   1.383312530E+01   1.846885346E+01   2.727461623E-01   2.906608219E-01   1.844027923E-01   8.394551435E+00   1.124660651E+01   1.471103431E+01
   1.105986014E-01   3.421301139E-01   3.646231294E-01   2.542662469E-01   8.819711617E+00   1.182835997E+01   1.555469780E+01   1.395313808E+00   7.991983958E-01   7.832740054E-01   9.984037075E+00   1.275130203E+01   1.799353428E+01   2.576795499E-01   2.715315943E-01   1.874415888E-01   8.316021811E+00   1.142190976E+01   1.523331596E+01
   1.125986055E-01   3.391621440E-01   3.587060835E-01   2.525833842E-01   8.828005020E+00   1.181243507E+01   1.549007515E+01   9.675300486E-01   9.764326402E-01   7.124596549E-01   1.040283966E+01   1.302733460E+01   1.829468384E+01   2.766553357E-01   2.789969954E-01   1.798497438E-01   7.988698249E+00   1.139137860E+01   1.478492597E+01
   1.145372018E-01   3.372620195E-01   3.578922024E-01   2.512053277E-01   8.820505270E+00   1.181888750E+01   1.547855851E+01   9.394364928E-01   9.027997566E-01   5.882896567E-01   9.423290314E+00   1.318172511E+01   1.890373137E+01   2.372829470E-01   2.670836361E-01   1.852159235E-01   8.782374617E+00   1.157405587E+01   1.489654547E+01
   1.165371984E-01   3.377115727E-01   3.515271618E-01   2.490680704E-01   8.801371942E+00   1.181715509E+01   1.539535296E+01   9.893835355E-01   7.280674810E-01   7.506072182E-01   9.921833432E+00   1.424463814E+01   1.825721991E+01   2.446888657E-01   2.720252605E-01   1.784673352E-01   8.186262289E+00   1.122380730E+01   1.506968770E+01
   1.184348017E-01   3.357626171E-01   3.513338766E-01   2.476532923E-01   8.793514042E+00   1.181735322E+01   1.532709768E+01   6.995173569E-01   7.381391026E-01   5.226912420E-01   9.727025257E+00   1.369343376E+01   1.661756395E+01   2.228151785E-01   2.501899294E-01   1.736380356E-01   8.296264656E+00   1.122044281E+01   1.538063396E+01
   1.204347983E-01   3.312286041E-01   3.501894177E-01   2.474486035E-01   8.770889555E+00   1.176798426E+01   1.533621395E+01   7.683420149E-01   7.676198374E-01   6.589038917E-01   1.000595216E+01   1.299776437E+01   1.740625282E+01   2.413963075E-01   2.788942466E-01   1.640242928E-01   7.965062254E+00   1.114034360E+01   1.438031253E+01
   1.223494038E-01   3.332804552E-01   3.403491378E-01   2.456310702E-01   8.764284526E+00   1.172813314E+01   1.525136082E+01   9.944547142E-01   6.715027849E-01   7.050321730E-01   9.671843602E+00   1.293596849E+01   1.820850878E+01   2.393973012E-01   2.945730883E-01   1.700969056E-01   8.350568529E+00   1.130898519E+01   1.407191490E+01
   1.243494004E-01   3.296788713E-01   3.486422803E-01   2.478832989E-01   8.749182815E+00   1.172427888E+01   1.525426741E+01   8.200771667E-01   6.637550342E-01   5.249048152E-01   1.046468924E+01   1.314911167E+01   1.767360825E+01   2.617491373E-01   2.682614732E-01   1.949848903E-01   8.152815697E+00   1.192762983E+01   1.417368417E+01
   1.263068020E-01   3.241922683E-01   3.319343704E-01   2.423295953E-01   8.809303957E+00   1.170784654E+01   1.529319483E+01   7.602498809E-01   6.430030567E-01   4.932908190E-01   1.037532207E+01   1.256242495E+01   1.700330864E+01   2.533277178E-01   2.536073938E-01   1.899790305E-01   8.298738531E+00   1.098528664E+01   1.467845011E+01
   1.283067912E-01   3.152741022E-01   3.346075354E-01   2.424028953E-01   8.773333945E+00   1.171551123E+01   1.533715263E+01   9.501443183E-01   6.845708278E-01   4.755218775E-01   9.576354048E+00   1.299245874E+01   1.750626117E+01   2.341229139E-01   2.741579452E-01   2.065576758E-01   7.944258530E+00   1.078790938E+01   1.418310555E+01
   1.303067952E-01   3.188653542E-01   3.258229999E-01   2.385293365E-01   8.834899022E+00   1.176294623E+01   1.531721040E+01   8.235275701E-01   5.865495669E-01   5.587383607E-01   9.248467328E+00   1.155635475E+01   1.671192488E+01   2.154640767E-01   2.384798835E-01   1.498097967E-01   8.624660289E+00   1.142571943E+01   1.487026855E+01
   1.323067993E-01   3.118476432E-01   3.266406761E-01   2.370599807E-01   8.868280020E+00   1.181079851E+01   1.538118816E+01   6.616371502E-01   5.260350872E-01   5.449082640E-01   9.892639410E+00   1.261695264E+01   1.636026184E+01   1.852203969E-01   2.250165022E-01   1.550661330E-01   8.716181747E+00   1.154021053E+01   1.581570537E+01
   1.343067884E-01   3.121763076E-01   3.234669894E-01   2.333797204E-01   8.917137557E+00   1.182741105E+01   1.540194960E+01   7.192229041E-01   6.325343493E-01   5.118898242E-01   9.884040188E+00   1.271243026E+01   1.697190158E+01   1.631923593E-01   2.274768997E-01   1.494301677E-01   8.446952321E+00   1.137340039E+01   1.438711719E+01
   1.363067925E-01   3.119871198E-01   3.281283498E-01   2.335886525E-01   8.898449708E+00   1.183592340E+01   1.538916796E+01   7.884415723E-01   5.758795208E-01   5.896970361E-01   9.887111852E+00   1.275352068E+01   1.856813855E+01   2.191499811E-01   2.558174371E-01   1.575288546E-01   8.097115431E+00   1.078195809E+01   1.451377064E+01
   1.383067966E-01   3.122470779E-01   3.216198242E-01   2.335215213E-01   8.877363815E+00   1.178356814E+01   1.534153134E+01   8.889100726E-01   6.222788283E-01   4.282775832E-01   1.013144716E+01   1.196633535E+01   1.673439294E+01   1.784029250E-01   2.642581483E-01   1.546873079E-01   8.042819877E+00   1.144585296E+01   1.518135113E+01
   1.403068006E-01   3.037324014E-01   3.240459298E-01   2.333734220E-01   8.849848271E+00   1.181771906E+01   1.535869127E+01   8.680842137E-01   5.221250051E-01   5.747692394E-01   1.038116120E+01   1.271209684E+01   1.728190139E+01   1.608390268E-01   2.383741815E-01   1.524397647E-01   8.337598344E+00   1.122841431E+01   1.545819947E+01
   1.422466040E-01   2.995722997E-01   3.159002346E-01   2.298104097E-01   8.857368023E+00   1.179441084E+01   1.540573785E+01   5.925565289E-01   4.650280421E-01   2.916839940E-01   9.692548999E+00   1.217591115E+01   1.711476275E+01   1.842279621E-01   2.151106417E-01   1.569558027E-01   8.189562073E+00   1.132370812E+01   1.569920844E+01
   1.442465931E-01   2.940165267E-01   3.187399672E-01   2.284096807E-01   8.857240558E+00   1.181486101E+01   1.537747143E+01   7.295008621E-01   6.015538311E-01   5.368315773E-01   1.071749672E+01   1.311766182E+01   1.837406418E+01   2.064370857E-01   2.113790421E-01   1.541510568E-01   8.319506791E+00   1.140490231E+01   1.470216020E+01
   1.461606026E-01   2.922847095E-01   3.175407749E-01   2.266272371E-01   8.896222637E+00   1.185220982E+01   1.536248218E+01   7.742841123E-01   5.649615145E-01   4.876053141E-01   1.060575775E+01   1.222753007E+01   1.897748910E+01   1.836990677E-01   2.199750822E-01   1.385055212E-01   8.186626444E+00   1.160495712E+01   1.507316240E+01
   1.481605917E-01   2.876022323E-01   3.134933905E-01   2.219738604E-01   8.881382116E+00   1.182543119E+01   1.532559186E+01   6.508592179E-01   5.611116838E-01   4.664352816E-01   1.063770098E+01   1.358252558E+01   1.866946296E+01   1.777077278E-01   2.127800083E-01   1.534717962E-01   7.983355299E+00   1.146785171E+01   1.484367735E+01
   1.500881910E-01   2.918352133E-01   3.206542659E-01   2.217913028E-01   8.940822617E+00   1.196206013E+01   1.535714698E+01   6.612588668E-01   3.433447403E-01   4.459100505E-01   1.072389734E+01   1.253825088E+01   1.767156001E+01   1.928476449E-01   2.364122031E-01   1.272553461E-01   8.087961448E+00   1.205816225E+01   1.420515854E+01
   1.520881951E-01   2.913078634E-01   3.204983308E-01   2.207736048E-01   8.927566393E+00   1.190761241E+01   1.533765932E+01   6.784040111E-01   6.409085883E-01   4.425483815E-01   1.061925224E+01   1.272537179E+01   1.666225488E+01   1.912443438E-01   2.292143334E-01   1.401825900E-01   8.659861064E+00   1.176392701E+01   1.417572260E+01
   1.540037990E-01   2.898294246E-01   3.086356714E-01   2.187230028E-01   8.932966501E+00   1.194929752E+01   1.531956294E+01   9.042947171E-01   6.706089400E-01   6.803208708E-01   1.017626406E+01   1.276192077E+01   1.852029582E+01   2.339345061E-01   2.177132101E-01   1.277745335E-01   8.368926299E+00   1.143351553E+01   1.386729257E+01
   1.560038030E-01   2.908829881E-01   3.192601206E-01   2.210298975E-01   8.973970872E+00   1.207419767E+01   1.537904571E+01   8.364795838E-01   7.340843683E-01   6.925929948E-01   1.004209383E+01   1.327664295E+01   1.732983195E+01   1.897811516E-01   2.337936109E-01   1.415434265E-01   8.123835348E+00   1.183653088E+01   1.394577096E+01
