 #         t_pb[s]        <L_e>[B/s]       <L_ae>[B/s]        <L_x>[B/s]        <E_e>[MeV]       <E_ae>[MeV]        <E_x>[MeV]    L_e(pole)[B/s]   L_ae(pole)[B/s]    L_x(pole)[B/s]    E_e(pole)[MeV]   E_ae(pole)[MeV]    E_x(pole)[MeV]     L_e(equ)[B/s]    L_ae(equ)[B/s]     L_x(equ)[B/s]     E_e(equ)[MeV]    E_ae(equ)[MeV]     E_x(equ)[MeV]
  -1.188855469E-01   5.989341908E-02   5.741554887E-08   1.140998969E-08   4.942487359E+00   4.799023515E+00   4.442332283E+00   6.052690836E-02   5.489932319E-08   1.126917316E-08   4.945202252E+00   4.851742582E+00   4.614996137E+00   6.098481776E-02   5.210616832E-08   1.075301905E-08   4.938934974E+00   4.843028620E+00   4.428545232E+00
  -1.178835407E-01   5.612903811E-02   6.071194437E-08   1.179946158E-08   4.920985921E+00   4.795835266E+00   4.366960058E+00   5.653226819E-02   5.700748055E-08   1.120825193E-08   4.913299114E+00   4.815362250E+00   4.350816596E+00   5.662354078E-02   5.944058866E-08   1.081728470E-08   4.897906389E+00   4.836057919E+00   4.427120062E+00
  -1.168815419E-01   5.297080989E-02   6.600251112E-08   1.292972564E-08   4.908772446E+00   4.818857454E+00   4.430779078E+00   5.434329446E-02   6.249598887E-08   1.193846308E-08   4.904898008E+00   4.895015299E+00   4.474188913E+00   5.266940164E-02   6.232615808E-08   1.264833486E-08   4.932645682E+00   4.893028965E+00   4.468554093E+00
  -1.158795431E-01   5.014022301E-02   7.092309644E-08   1.396458000E-08   4.895549166E+00   4.846800718E+00   4.473510088E+00   4.978143884E-02   7.057052549E-08   1.343176916E-08   4.854806518E+00   4.802735762E+00   4.496794594E+00   4.930508096E-02   6.833949452E-08   1.383118752E-08   4.859287165E+00   4.877519310E+00   4.563201014E+00
  -1.148775369E-01   4.763522725E-02   7.356301534E-08   1.450077157E-08   4.879864076E+00   4.858704603E+00   4.497576986E+00   4.888896569E-02   7.299248485E-08   1.376634589E-08   4.854301597E+00   4.884701650E+00   4.492519612E+00   4.804060202E-02   7.265703946E-08   1.421706991E-08   4.859136555E+00   4.907903820E+00   4.565797870E+00
  -1.138755381E-01   4.538976274E-02   7.579912460E-08   1.501571898E-08   4.867160025E+00   4.860195093E+00   4.505162930E+00   4.584383913E-02   7.400913652E-08   1.456051023E-08   4.889713729E+00   4.905751489E+00   4.582228435E+00   4.688009510E-02   7.462052569E-08   1.397258402E-08   4.881994567E+00   4.890186408E+00   4.542424911E+00
  -1.128735393E-01   4.335941706E-02   7.874463961E-08   1.558963599E-08   4.859367097E+00   4.867725356E+00   4.510189210E+00   4.356999714E-02   7.517192998E-08   1.512316741E-08   4.821907642E+00   4.915087994E+00   4.511189635E+00   4.412734399E-02   7.232837664E-08   1.507409900E-08   4.851416779E+00   4.882686179E+00   4.553962219E+00
  -1.118715331E-01   4.143778570E-02   8.210588479E-08   1.632121638E-08   4.851353696E+00   4.877407967E+00   4.532150676E+00   4.233438136E-02   8.019706988E-08   1.543448740E-08   4.863820273E+00   4.951518550E+00   4.534254252E+00   4.136921516E-02   7.733694341E-08   1.545465387E-08   4.809514982E+00   4.889221516E+00   4.629639432E+00
  -1.108695343E-01   3.961601877E-02   8.494245978E-08   1.688838361E-08   4.840163794E+00   4.885486420E+00   4.548564359E+00   4.015367297E-02   8.071555289E-08   1.606482235E-08   4.821547205E+00   4.913201790E+00   4.551624201E+00   4.066106519E-02   7.611284021E-08   1.589943481E-08   4.841159493E+00   4.910257764E+00   4.605636806E+00
  -1.098675355E-01   3.794343675E-02   8.774794762E-08   1.735485007E-08   4.824474772E+00   4.888038330E+00   4.540303251E+00   3.842489777E-02   8.359145258E-08   1.615564541E-08   4.812502458E+00   4.879409088E+00   4.492171189E+00   3.851965211E-02   8.109895952E-08   1.641201641E-08   4.819995766E+00   4.871647684E+00   4.593162442E+00
  -1.088655367E-01   3.639696468E-02   9.031434293E-08   1.779233784E-08   4.805252075E+00   4.883548135E+00   4.532522794E+00   3.700910459E-02   8.946827113E-08   1.810346674E-08   4.784332395E+00   4.902672602E+00   4.522896663E+00   3.612254430E-02   8.629402186E-08   1.701027478E-08   4.827153965E+00   4.863234682E+00   4.557543811E+00
  -1.078635380E-01   3.500764232E-02   9.245821130E-08   1.821683130E-08   4.784051169E+00   4.875751472E+00   4.519531824E+00   3.567898566E-02   9.322796251E-08   1.805848850E-08   4.818461990E+00   4.927678181E+00   4.567902495E+00   3.561347018E-02   9.164426665E-08   1.824780666E-08   4.777399034E+00   4.894593223E+00   4.565043272E+00
  -1.068615392E-01   3.384185780E-02   9.412256080E-08   1.862280240E-08   4.764726001E+00   4.877512326E+00   4.540795988E+00   3.470031402E-02   9.284996360E-08   1.815921044E-08   4.769537222E+00   4.895601166E+00   4.549015546E+00   3.476492302E-02   9.177950969E-08   1.836391020E-08   4.784566838E+00   4.894093262E+00   4.568354412E+00
  -1.058595404E-01   3.285906777E-02   9.537949744E-08   1.860708065E-08   4.750143349E+00   4.885945871E+00   4.502107561E+00   3.357013810E-02   9.463728642E-08   1.828965610E-08   4.756337674E+00   4.918350105E+00   4.499545307E+00   3.346560908E-02   9.471950212E-08   1.841534813E-08   4.748627601E+00   4.913910687E+00   4.473666462E+00
  -1.048575342E-01   3.203642631E-02   9.636272797E-08   1.888732084E-08   4.740583541E+00   4.890506846E+00   4.525124625E+00   3.220068236E-02   9.743705305E-08   1.866234311E-08   4.748019038E+00   4.934595068E+00   4.538079430E+00   3.273069069E-02   9.773166972E-08   1.903302826E-08   4.757419669E+00   4.929752937E+00   4.569866156E+00
  -1.038555354E-01   3.127194741E-02   9.781487805E-08   1.924480673E-08   4.735084948E+00   4.900715998E+00   4.551337042E+00   3.202691802E-02   9.723793390E-08   1.932054990E-08   4.718054030E+00   4.915522533E+00   4.564556538E+00   3.201194037E-02   9.973194345E-08   1.957850614E-08   4.729169339E+00   4.923483682E+00   4.565139634E+00
  -1.028535366E-01   3.059496696E-02   9.912760663E-08   1.936987768E-08   4.731205776E+00   4.903422349E+00   4.535530311E+00   3.133753544E-02   9.998608137E-08   1.910540340E-08   4.737576615E+00   4.905095976E+00   4.531194499E+00   3.135801968E-02   1.007122992E-07   1.933053002E-08   4.736260577E+00   4.941770008E+00   4.504758789E+00
  -1.018515378E-01   2.998708697E-02   1.012992748E-07   1.981156532E-08   4.730449073E+00   4.912280980E+00   4.553026316E+00   3.037195860E-02   1.042345675E-07   1.985440201E-08   4.758768650E+00   4.929406444E+00   4.571781400E+00   3.082967360E-02   1.013351538E-07   2.029030479E-08   4.747744373E+00   4.932222363E+00   4.631650023E+00
  -1.008495390E-01   2.940760362E-02   1.040054332E-07   2.045516535E-08   4.730135600E+00   4.930233296E+00   4.589235874E+00   3.007004655E-02   1.045023872E-07   2.095692105E-08   4.747168396E+00   4.963150452E+00   4.585788557E+00   3.015669500E-02   1.063636349E-07   2.034377790E-08   4.768885805E+00   4.968615498E+00   4.576937943E+00
  -9.984754026E-02   2.886089505E-02   1.074803773E-07   2.102182225E-08   4.733065235E+00   4.937025949E+00   4.591799259E+00   2.939817321E-02   1.097108230E-07   2.153749496E-08   4.742240311E+00   4.951529548E+00   4.599720146E+00   2.902045551E-02   1.069503519E-07   2.143892069E-08   4.727947727E+00   4.939269811E+00   4.584339161E+00
  -9.884554148E-02   2.833811046E-02   1.109969921E-07   2.160714526E-08   4.732055364E+00   4.951314105E+00   4.588703673E+00   2.900609383E-02   1.129806448E-07   2.215001317E-08   4.755661890E+00   4.974750024E+00   4.659678893E+00   2.924593283E-02   1.134896205E-07   2.170290958E-08   4.797452011E+00   4.980021388E+00   4.554549391E+00
  -9.784353524E-02   2.784359801E-02   1.149623158E-07   2.245615819E-08   4.734317442E+00   4.966745824E+00   4.619054328E+00   2.825288640E-02   1.181878057E-07   2.299027645E-08   4.735735567E+00   5.014483490E+00   4.625902938E+00   2.770818438E-02   1.179133285E-07   2.205004531E-08   4.707833935E+00   4.997285715E+00   4.649226316E+00
  -9.684153646E-02   2.741091123E-02   1.193821488E-07   2.323317334E-08   4.737228971E+00   4.985720018E+00   4.638527682E+00   2.728586574E-02   1.222171083E-07   2.392902235E-08   4.726488240E+00   5.024830285E+00   4.637986314E+00   2.806553143E-02   1.206868064E-07   2.334747771E-08   4.745339220E+00   4.989157734E+00   4.599124886E+00
  -9.583953768E-02   2.685661222E-02   1.235100762E-07   2.390169354E-08   4.734414524E+00   5.002732844E+00   4.637120457E+00   2.733938731E-02   1.282955457E-07   2.362612328E-08   4.762402556E+00   5.053441468E+00   4.630611201E+00   2.578379107E-02   1.325544139E-07   2.499578084E-08   4.711067042E+00   5.032823642E+00   4.646384906E+00
  -9.483753890E-02   2.645353900E-02   1.276989862E-07   2.467187550E-08   4.734610948E+00   5.015080722E+00   4.651914441E+00   2.689033301E-02   1.346671000E-07   2.554969735E-08   4.726285546E+00   5.070784275E+00   4.649955402E+00   2.630132274E-02   1.310246787E-07   2.532944935E-08   4.715717050E+00   5.071672627E+00   4.710116137E+00
  -9.383554012E-02   2.630595113E-02   1.315052758E-07   2.545145506E-08   4.740166768E+00   5.032105195E+00   4.677766200E+00   2.675513879E-02   1.450096134E-07   2.586444716E-08   4.722025786E+00   5.061361489E+00   4.707273118E+00   2.650578941E-02   1.342781440E-07   2.604362481E-08   4.720521419E+00   5.014746096E+00   4.689630338E+00
  -9.283354133E-02   2.617441096E-02   1.349926855E-07   2.598679975E-08   4.745854220E+00   5.041209165E+00   4.675499662E+00   2.650351120E-02   1.334328562E-07   2.568651521E-08   4.758113741E+00   5.037369241E+00   4.673555255E+00   2.693855112E-02   1.369206534E-07   2.755673907E-08   4.778869165E+00   5.026149004E+00   4.736168158E+00
  -9.183154255E-02   2.609678058E-02   1.384379946E-07   2.666805843E-08   4.752381132E+00   5.054142391E+00   4.697900575E+00   2.655856395E-02   1.392974429E-07   2.863185912E-08   4.762275281E+00   5.050587265E+00   4.671714747E+00   2.654298999E-02   1.357870899E-07   2.755277702E-08   4.758524703E+00   5.065060895E+00   4.765043002E+00
  -9.082953632E-02   2.607041844E-02   1.413177797E-07   2.712567158E-08   4.760310350E+00   5.059746696E+00   4.683863486E+00   2.656074387E-02   1.470416502E-07   2.679681045E-08   4.760517275E+00   5.072580876E+00   4.716221750E+00   2.634598266E-02   1.359787433E-07   2.741808184E-08   4.753091391E+00   5.021215707E+00   4.635383102E+00
  -8.982753754E-02   2.601146101E-02   1.451116128E-07   2.771017031E-08   4.768806778E+00   5.068154297E+00   4.690945054E+00   2.635762927E-02   1.369854877E-07   2.836807229E-08   4.798684818E+00   5.047367624E+00   4.726992548E+00   2.701462545E-02   1.496210251E-07   2.846565917E-08   4.792340060E+00   5.068842359E+00   4.717412481E+00
  -8.882553875E-02   2.598048458E-02   1.483405548E-07   2.838872393E-08   4.776824659E+00   5.079739661E+00   4.713318364E+00   2.673356897E-02   1.630187095E-07   2.959259211E-08   4.809079420E+00   5.065645293E+00   4.723208931E+00   2.605005993E-02   1.533199900E-07   2.919279567E-08   4.800687048E+00   5.115653143E+00   4.757323454E+00
  -8.782353997E-02   2.590386035E-02   1.503958538E-07   2.872833940E-08   4.781780778E+00   5.075119539E+00   4.701402909E+00   2.652002659E-02   1.460959738E-07   3.035378934E-08   4.807672459E+00   5.030698205E+00   4.765228843E+00   2.654195901E-02   1.510349318E-07   2.774965266E-08   4.801341464E+00   5.099012737E+00   4.580680773E+00
  -8.682154119E-02   2.590207886E-02   1.527024203E-07   2.901939257E-08   4.787009232E+00   5.080497665E+00   4.691189259E+00   2.650154971E-02   1.578625761E-07   3.010351556E-08   4.815146686E+00   5.120537480E+00   4.679978882E+00   2.626350838E-02   1.516395301E-07   2.999204692E-08   4.799063484E+00   5.064787136E+00   4.736674002E+00
  -8.581954241E-02   2.589567083E-02   1.532919783E-07   2.940232232E-08   4.792748149E+00   5.078544566E+00   4.717904815E+00   2.584951624E-02   1.508982972E-07   2.992036961E-08   4.824185359E+00   5.077800295E+00   4.716741773E+00   2.722383638E-02   1.620868149E-07   3.031852041E-08   4.836026839E+00   5.048716936E+00   4.723030228E+00
  -8.481754363E-02   2.577565354E-02   1.538455982E-07   2.948281645E-08   4.794599805E+00   5.079841256E+00   4.717243568E+00   2.570906445E-02   1.613220848E-07   3.031736846E-08   4.802267469E+00   5.103914593E+00   4.738493090E+00   2.637851542E-02   1.615939374E-07   2.959703327E-08   4.811245010E+00   5.075831315E+00   4.670254775E+00
  -8.381553739E-02   2.573422046E-02   1.533408665E-07   2.916927842E-08   4.798650556E+00   5.075676865E+00   4.678454850E+00   2.630510374E-02   1.589383211E-07   2.962253247E-08   4.843966492E+00   5.084585731E+00   4.678554788E+00   2.595663364E-02   1.692749018E-07   2.935700209E-08   4.829114772E+00   5.113709463E+00   4.669304320E+00
  -8.281353861E-02   2.571226588E-02   1.527522203E-07   2.927830436E-08   4.802826005E+00   5.071765845E+00   4.698154604E+00   2.622566999E-02   1.561575690E-07   3.006645309E-08   4.838854660E+00   5.107993940E+00   4.677724311E+00   2.687871916E-02   1.647156009E-07   3.160080661E-08   4.838641126E+00   5.103015992E+00   4.669824343E+00
  -8.181153983E-02   2.571648016E-02   1.528696452E-07   2.908507045E-08   4.809509630E+00   5.083000126E+00   4.679939189E+00   2.584527872E-02   1.520891125E-07   3.147970364E-08   4.793170512E+00   5.102840742E+00   4.767606140E+00   2.589882213E-02   1.694955102E-07   2.960796120E-08   4.818688669E+00   5.138001614E+00   4.576278477E+00
  -8.080954105E-02   2.578175962E-02   1.541768632E-07   2.947250521E-08   4.820662521E+00   5.090560200E+00   4.702795517E+00   2.660344230E-02   1.677595066E-07   2.998697458E-08   4.837455860E+00   5.074755625E+00   4.651645749E+00   2.630460354E-02   1.578664923E-07   3.126253237E-08   4.869039571E+00   5.050881923E+00   4.675515205E+00
  -7.980754226E-02   2.594741089E-02   1.560334067E-07   3.000758561E-08   4.832275258E+00   5.100743815E+00   4.740300770E+00   2.650936509E-02   1.685657154E-07   3.102059516E-08   4.825594136E+00   5.083740651E+00   4.767641596E+00   2.499135604E-02   1.642684348E-07   3.038683768E-08   4.803475788E+00   5.104538086E+00   4.767193877E+00
  -7.880554348E-02   2.614785146E-02   1.578189419E-07   2.986292489E-08   4.846486258E+00   5.109020620E+00   4.696414545E+00   2.661899223E-02   1.689396231E-07   2.981280261E-08   4.856272832E+00   5.145611711E+00   4.662042063E+00   2.595046958E-02   1.547383462E-07   3.223908441E-08   4.825881829E+00   5.114327404E+00   4.618257974E+00
  -7.780354470E-02   2.641060672E-02   1.598928318E-07   3.008137449E-08   4.862738343E+00   5.124683321E+00   4.701971808E+00   2.681228627E-02   1.621668892E-07   3.168661565E-08   4.871993994E+00   5.122737977E+00   4.807741036E+00   2.676654514E-02   1.583100588E-07   2.963556850E-08   4.893508976E+00   5.119508812E+00   4.636228091E+00
  -7.680153847E-02   2.676261278E-02   1.623660946E-07   3.082325082E-08   4.880426946E+00   5.148328628E+00   4.764851229E+00   2.693205943E-02   1.779397717E-07   3.079741415E-08   4.858055712E+00   5.182786069E+00   4.628950669E+00   2.786614323E-02   1.692768016E-07   3.140372057E-08   4.917300358E+00   5.144521957E+00   4.709906470E+00
  -7.579953969E-02   2.715331363E-02   1.642618569E-07   3.108120285E-08   4.899372708E+00   5.177092283E+00   4.791647368E+00   2.756746611E-02   1.814919199E-07   3.178575444E-08   4.906377414E+00   5.187539803E+00   4.744969026E+00   2.732489675E-02   1.732526186E-07   3.110465232E-08   4.895685365E+00   5.198944067E+00   4.683563959E+00
  -7.479754090E-02   2.752506002E-02   1.658102299E-07   3.105906474E-08   4.916884743E+00   5.196987693E+00   4.789284632E+00   2.778212247E-02   1.687722754E-07   3.286583434E-08   4.947087251E+00   5.267990884E+00   4.850766551E+00   2.811143639E-02   1.682927129E-07   3.235322150E-08   4.946548215E+00   5.238544499E+00   4.682941765E+00
  -7.379554212E-02   2.796259371E-02   1.674230474E-07   3.109722926E-08   4.937031221E+00   5.217817373E+00   4.790400253E+00   2.839837079E-02   1.684960066E-07   3.403684563E-08   4.925451439E+00   5.202135978E+00   4.799495011E+00   2.690706245E-02   1.718108316E-07   3.067615495E-08   4.954281421E+00   5.250145642E+00   4.673060799E+00
  -7.279354334E-02   2.841709738E-02   1.706489107E-07   3.163415368E-08   4.959215575E+00   5.253116605E+00   4.833122421E+00   2.876192120E-02   1.841618345E-07   3.359534557E-08   4.938996826E+00   5.252533414E+00   4.792255651E+00   2.897707558E-02   1.775052875E-07   3.305936245E-08   4.972428845E+00   5.208409989E+00   4.749802002E+00
  -7.179154456E-02   2.890813010E-02   1.741699720E-07   3.219274961E-08   4.981151983E+00   5.283680520E+00   4.865699008E+00   2.969921809E-02   1.902364140E-07   3.360725047E-08   4.963346808E+00   5.320271907E+00   4.886264671E+00   2.985651947E-02   1.852225979E-07   3.186145629E-08   5.017764643E+00   5.275730852E+00   4.779019435E+00
  -7.078954577E-02   2.946133168E-02   1.786093237E-07   3.282742683E-08   5.007583035E+00   5.305839932E+00   4.882705619E+00   2.990159221E-02   1.865958592E-07   3.395665470E-08   5.023424145E+00   5.217928918E+00   4.850448835E+00   2.956040015E-02   1.908651929E-07   3.476771087E-08   4.997398682E+00   5.332591636E+00   4.942378583E+00
  -6.978753954E-02   3.002444206E-02   1.844918307E-07   3.367763779E-08   5.035555032E+00   5.336429942E+00   4.903550890E+00   3.164310835E-02   1.967045824E-07   3.297345550E-08   5.021141162E+00   5.280791214E+00   4.684580567E+00   3.112395375E-02   1.819381861E-07   3.672065454E-08   5.066808025E+00   5.338845196E+00   4.854092964E+00
  -6.878554076E-02   3.062862055E-02   1.908363179E-07   3.442348679E-08   5.066374783E+00   5.365445532E+00   4.908500018E+00   3.061939455E-02   2.009018742E-07   3.593221039E-08   5.065269029E+00   5.246608499E+00   4.913565514E+00   3.143775268E-02   2.044418905E-07   3.571741803E-08   5.082661782E+00   5.387316868E+00   4.774814727E+00
  -6.778354198E-02   3.126480938E-02   1.972079347E-07   3.550573810E-08   5.098314877E+00   5.395207209E+00   4.947989022E+00   3.164582997E-02   2.024731298E-07   3.703353581E-08   5.122230568E+00   5.347391748E+00   4.935071915E+00   3.009894466E-02   2.065490188E-07   3.691968203E-08   5.069311804E+00   5.365124517E+00   4.828343394E+00
  -6.678154320E-02   3.191327351E-02   2.034477408E-07   3.653157179E-08   5.132248790E+00   5.434604329E+00   4.998045064E+00   3.115917099E-02   2.117085685E-07   3.693380960E-08   5.127735527E+00   5.455096884E+00   4.844561508E+00   3.246308286E-02   1.975044752E-07   3.939153991E-08   5.176365014E+00   5.417152811E+00   4.919581179E+00
  -6.577954441E-02   3.258958809E-02   2.091243879E-07   3.705815051E-08   5.165088697E+00   5.466323664E+00   4.992355713E+00   3.246322047E-02   2.154277811E-07   3.414970370E-08   5.184761880E+00   5.522843396E+00   4.900375344E+00   3.299990833E-02   2.004696065E-07   3.735949894E-08   5.183095441E+00   5.461999164E+00   4.858652695E+00
  -6.477754563E-02   3.327214077E-02   2.145774031E-07   3.792618956E-08   5.198585243E+00   5.502340209E+00   5.038202752E+00   3.405874983E-02   2.234569895E-07   3.950069840E-08   5.188332673E+00   5.522366174E+00   5.052012808E+00   3.439389361E-02   2.236345028E-07   3.938429490E-08   5.247182890E+00   5.520014265E+00   4.942315343E+00
  -6.377553940E-02   3.398041298E-02   2.199349264E-07   3.874850717E-08   5.230990626E+00   5.538313747E+00   5.086942151E+00   3.475171028E-02   2.335597800E-07   4.011411651E-08   5.239996519E+00   5.517938494E+00   5.007190264E+00   3.420851542E-02   2.321512560E-07   3.850350287E-08   5.221795108E+00   5.528759567E+00   4.941407482E+00
  -6.277354062E-02   3.469061204E-02   2.253076023E-07   3.936893733E-08   5.264171910E+00   5.576706049E+00   5.119351162E+00   3.515232366E-02   2.350049832E-07   4.283940823E-08   5.262892626E+00   5.567449325E+00   5.187842857E+00   3.510255907E-02   2.389075251E-07   3.887861460E-08   5.273848211E+00   5.613084418E+00   4.965808501E+00
  -6.177154183E-02   3.546630347E-02   2.298261291E-07   3.972052619E-08   5.296802420E+00   5.609929182E+00   5.124058095E+00   3.697682520E-02   2.288239824E-07   4.027599820E-08   5.310876009E+00   5.552518920E+00   4.984009778E+00   3.598721466E-02   2.390162628E-07   3.993000817E-08   5.272112035E+00   5.554575828E+00   5.009204675E+00
  -6.076953933E-02   3.625665094E-02   2.352593537E-07   4.027386867E-08   5.330735305E+00   5.648824673E+00   5.148215080E+00   3.850155748E-02   2.384736242E-07   4.253202217E-08   5.359636995E+00   5.586775811E+00   5.221273738E+00   3.708658559E-02   2.332700461E-07   4.100035793E-08   5.370949906E+00   5.585513674E+00   5.062662232E+00
  -5.976754054E-02   3.707891456E-02   2.403691888E-07   4.146064741E-08   5.363253705E+00   5.686718786E+00   5.236398920E+00   3.736736685E-02   2.576219248E-07   4.052206620E-08   5.432895051E+00   5.724267448E+00   5.063853841E+00   3.865401629E-02   2.579006599E-07   4.252348980E-08   5.360528140E+00   5.660638714E+00   5.099543614E+00
  -5.876554176E-02   3.802602311E-02   2.462188881E-07   4.189697432E-08   5.400005299E+00   5.722499980E+00   5.237370257E+00   3.884600195E-02   2.360635468E-07   4.220955031E-08   5.416004993E+00   5.547845979E+00   5.116543223E+00   3.899763510E-02   2.654907180E-07   4.230788085E-08   5.428089344E+00   5.752697224E+00   5.041810745E+00
  -5.776353925E-02   3.904180961E-02   2.526464712E-07   4.253940555E-08   5.435630031E+00   5.756278320E+00   5.251442180E+00   3.743104753E-02   2.647339870E-07   4.289011916E-08   5.380305784E+00   5.647110598E+00   5.198355656E+00   3.981010222E-02   2.696269335E-07   4.429897229E-08   5.406192744E+00   5.693735181E+00   5.231933229E+00
  -5.676154047E-02   4.018982443E-02   2.597797476E-07   4.356110314E-08   5.475993585E+00   5.794308413E+00   5.300332254E+00   3.702783702E-02   2.718433828E-07   4.232663707E-08   5.334804041E+00   5.766505537E+00   5.209717638E+00   4.203832320E-02   2.732431578E-07   4.747019273E-08   5.564049484E+00   5.827277056E+00   5.299998256E+00
  -5.575954169E-02   4.139743579E-02   2.675382934E-07   4.456953049E-08   5.520160309E+00   5.836490244E+00   5.338654797E+00   4.280375826E-02   2.859011592E-07   4.347895672E-08   5.656743398E+00   5.845150284E+00   5.186764819E+00   4.402027901E-02   2.988017999E-07   4.707055877E-08   5.576032800E+00   5.868061900E+00   5.368546434E+00
  -5.475754291E-02   4.264536265E-02   2.765160653E-07   4.571391557E-08   5.560624390E+00   5.880723062E+00   5.386198658E+00   4.568365231E-02   2.892033524E-07   4.675302386E-08   5.649896790E+00   5.868084813E+00   5.406605835E+00   4.606281819E-02   2.953981849E-07   4.684237208E-08   5.664901512E+00   5.871394637E+00   5.331097076E+00
  -5.375554040E-02   4.400306717E-02   2.844094969E-07   4.666715142E-08   5.606523045E+00   5.919258880E+00   5.406241716E+00   4.429806343E-02   3.031113458E-07   5.019966731E-08   5.613247597E+00   5.986026151E+00   5.653221326E+00   4.457028229E-02   3.079552645E-07   4.757110215E-08   5.651746938E+00   5.917142453E+00   5.271832082E+00
  -5.275354162E-02   4.542738249E-02   2.929718988E-07   4.781210086E-08   5.646822000E+00   5.957085013E+00   5.454313386E+00   4.650030888E-02   3.029014695E-07   4.678607845E-08   5.604235499E+00   5.876978414E+00   5.297348090E+00   4.769098079E-02   3.158217080E-07   5.014948965E-08   5.681524058E+00   6.010202611E+00   5.538944803E+00
