 #         t_pb[s]     Dh+(pole)[cm]     Dhx(pole)[cm]      Dh+(equ)[cm]      Dhx(equ)[cm]
       6.13400E-04       7.50224E-11      -9.40989E-11      -3.09752E+01       0.00000E+00
       1.01360E-03       1.20036E-10       1.06826E-10       6.06972E+00       0.00000E+00
       1.41380E-03       5.57315E-11      -5.16364E-11       1.78277E+01       0.00000E+00
       1.81400E-03      -1.86485E-10       3.71736E-11      -2.11807E+00       0.00000E+00
       2.21420E-03       1.18964E-10       2.26722E-11      -1.40779E+00       0.00000E+00
       2.61440E-03      -7.18077E-11      -5.81941E-11      -5.88959E+00       0.00000E+00
       3.01460E-03       2.18637E-10      -4.61316E-11      -1.01252E+01       0.00000E+00
       3.31460E-03      -1.83004E-10       5.66998E-11       1.90802E+00       0.00000E+00
       3.71480E-03      -1.17893E-10      -4.71386E-11       8.72489E+00       0.00000E+00
       4.11500E-03       2.57220E-10       3.15170E-11      -4.92461E+00       0.00000E+00
       4.51520E-03      -1.30753E-10       3.33549E-12      -5.94304E+00       0.00000E+00
       4.91540E-03       4.28700E-12      -6.68331E-12       4.40346E+00       0.00000E+00
       5.31560E-03      -9.53859E-11      -3.39790E-11       2.37013E+00       0.00000E+00
       5.71580E-03       9.64576E-12      -1.37605E-11       8.26549E-01       0.00000E+00
       6.11600E-03       1.17892E-10       3.91998E-11       1.33473E+01       0.00000E+00
       6.51620E-03      -1.42543E-10       6.29317E-11       1.71044E+01       0.00000E+00
       6.91640E-03      -4.28700E-11      -4.34077E-11       1.71529E+01       0.00000E+00
       7.31660E-03       2.61508E-10      -5.61586E-11       1.62674E+01       0.00000E+00
       7.71680E-03      -2.07920E-10      -3.78603E-11       1.29024E+00       0.00000E+00
       8.11700E-03      -5.35886E-12       1.24608E-10      -5.93789E+00       0.00000E+00
       8.51720E-03       1.71480E-10      -1.51578E-11      -3.89772E+00       0.00000E+00
       8.91740E-03      -5.03718E-11      -1.25069E-11      -1.29346E+01       0.00000E+00
       9.31760E-03      -8.68115E-11      -1.33514E-11      -2.02679E+01       0.00000E+00
       9.71780E-03      -8.03812E-11       4.28346E-12      -2.09061E+01       0.00000E+00
       1.01180E-02       7.07366E-11       1.32229E-11      -2.54185E+01       0.00000E+00
       1.05182E-02       3.32238E-11      -1.27499E-11      -2.24752E+01       0.00000E+00
       1.07570E-02      -8.26219E-11       5.45435E-11      -1.51962E+01       0.00000E+00
       1.11572E-02       5.57311E-11       2.28077E-11      -7.88180E+00       0.00000E+00
       1.15574E-02      -5.03722E-11      -3.19114E-11       4.52996E+00       0.00000E+00
       1.19576E-02       7.50172E-12       3.05700E-11       1.55403E+01       0.00000E+00
       1.23578E-02       1.50043E-11      -7.76894E-11       1.41135E+01       0.00000E+00
       1.27580E-02       5.78743E-11       1.09176E-11       1.35096E+01       0.00000E+00
       1.31582E-02      -7.28786E-11       4.66425E-11       1.56918E+01       0.00000E+00
       1.35584E-02       9.64544E-12      -3.92124E-11       1.41505E+01       0.00000E+00
       1.39586E-02      -8.25241E-11       1.19587E-11       1.45902E+01       0.00000E+00
       1.43588E-02       9.75292E-11       1.65080E-11       1.44413E+01       0.00000E+00
       1.46282E-02       1.94238E-10      -3.77748E-11       1.17672E+01       0.00000E+00
       1.50284E-02      -1.07175E-10       5.17011E-12       8.76913E+00       0.00000E+00
       1.54286E-02       5.25159E-11       6.91151E-11       4.31194E+00       0.00000E+00
       1.58288E-02      -3.42961E-11      -2.92308E-11      -1.20570E+00       0.00000E+00
       1.62290E-02      -1.57547E-10      -6.27283E-11      -6.13647E+00       0.00000E+00
       1.66292E-02       2.03632E-10       5.85138E-11      -9.98223E+00       0.00000E+00
       1.70294E-02      -7.39509E-11      -2.07732E-11      -1.36623E+01       0.00000E+00
       1.74296E-02      -5.25163E-11      -3.67733E-12      -1.45085E+01       0.00000E+00
       1.78298E-02       1.35041E-10       3.86056E-13      -1.43090E+01       0.00000E+00
       1.82300E-02      -5.68029E-11       4.73111E-11      -1.39430E+01       0.00000E+00
       1.84430E-02      -8.45743E-11      -8.05382E-11      -1.32064E+01       0.00000E+00
       1.88432E-02      -4.66213E-11      -6.11643E-12      -1.28145E+01       0.00000E+00
       1.92434E-02       5.09088E-11       1.47892E-11      -1.32239E+01       0.00000E+00
       1.96436E-02      -1.36113E-10      -1.21643E-11      -1.21532E+01       0.00000E+00
       2.00438E-02       2.81870E-10       5.70677E-12      -9.68722E+00       0.00000E+00
       2.04440E-02      -9.32422E-11      -4.10870E-11      -6.29150E+00       0.00000E+00
       2.08442E-02       1.82198E-11       3.95570E-11      -1.64365E+00       0.00000E+00
       2.12444E-02      -9.05630E-11      -6.79125E-12       2.14948E+00       0.00000E+00
       2.16446E-02      -8.03829E-12       2.04305E-11       6.17817E+00       0.00000E+00
       2.20448E-02       7.39505E-11      -1.54986E-11       1.03176E+01       0.00000E+00
       2.24450E-02       7.01996E-11      -2.73395E-11       1.32871E+01       0.00000E+00
       2.28450E-02      -1.45295E-10       3.42588E-12       1.45149E+01       0.00000E+00
       2.32452E-02       1.71480E-11       4.55454E-11       1.36169E+01       0.00000E+00
       2.36454E-02       7.55585E-11       3.14811E-11       1.17447E+01       0.00000E+00
       2.40456E-02      -7.44867E-11      -4.98787E-11       9.34259E+00       0.00000E+00
       2.44458E-02       1.50047E-11      -9.44182E-12       6.29101E+00       0.00000E+00
       2.48460E-02       2.78655E-11      -1.20685E-11       3.75292E+00       0.00000E+00
       2.52462E-02      -1.28610E-11       5.86171E-11       1.24988E+00       0.00000E+00
       2.56464E-02       1.60763E-11      -7.88430E-11      -1.66894E+00       0.00000E+00
       2.60466E-02      -5.78746E-11       2.53989E-11      -3.53795E+00       0.00000E+00
       2.64468E-02      -9.64565E-12       5.63061E-11      -3.64432E+00       0.00000E+00
       2.66978E-02       6.92073E-11      -3.12489E-12      -2.85082E+00       0.00000E+00
       2.70980E-02       5.30517E-11      -5.89940E-11      -1.76248E+00       0.00000E+00
       2.74982E-02      -5.41234E-11       2.07278E-11      -1.11531E+00       0.00000E+00
       2.78984E-02       2.35785E-11       3.07887E-11      -8.03492E-01       0.00000E+00
       2.82986E-02      -3.10808E-11       1.71417E-12      -1.73728E+00       0.00000E+00
       2.86988E-02       3.75108E-12      -4.93396E-11      -4.83773E+00       0.00000E+00
       2.90990E-02      -2.30430E-11       3.37288E-11      -8.68779E+00       0.00000E+00
       2.94992E-02       1.28610E-10      -2.87745E-11      -1.13851E+01       0.00000E+00
       2.98994E-02      -4.93012E-11       4.55965E-11      -1.29397E+01       0.00000E+00
       3.02996E-02       0.00000E+00      -7.06660E-11      -1.25250E+01       0.00000E+00
       3.06998E-02      -4.01906E-11       9.86905E-12      -1.13428E+01       0.00000E+00
       3.09214E-02      -7.93570E-11       9.61504E-11      -1.00639E+01       0.00000E+00
       3.13216E-02       2.89372E-11      -5.92525E-12      -8.55444E+00       0.00000E+00
       3.17218E-02       0.00000E+00      -5.26648E-11      -6.62341E+00       0.00000E+00
       3.21220E-02      -4.82293E-12       3.90677E-11      -4.72849E+00       0.00000E+00
       3.25222E-02      -1.07175E-11       2.99791E-12      -3.08580E+00       0.00000E+00
       3.29224E-02       5.25158E-11      -1.15602E-11      -2.25909E+00       0.00000E+00
       3.33226E-02       0.00000E+00      -7.44737E-12      -1.78795E+00       0.00000E+00
       3.37228E-02      -4.44776E-11       2.26941E-11      -1.50199E+00       0.00000E+00
       3.41230E-02       4.39418E-11       2.66816E-12      -3.79335E-01       0.00000E+00
       3.45232E-02      -7.01996E-11      -2.08107E-11       2.14731E+00       0.00000E+00
       3.49234E-02      -1.12534E-11       1.70477E-12       5.79641E+00       0.00000E+00
       3.51610E-02       1.17338E-10      -2.09105E-11       8.82464E+00       0.00000E+00
       3.55612E-02       1.39324E-11       1.92865E-11       1.12864E+01       0.00000E+00
       3.59614E-02      -8.52039E-11      -2.98326E-12       1.28215E+01       0.00000E+00
       3.63616E-02       3.64389E-11       1.45012E-12       1.27717E+01       0.00000E+00
       3.67618E-02       2.41145E-11      -1.06647E-11       1.14356E+01       0.00000E+00
       3.71620E-02      -2.57220E-11      -9.75030E-12       9.28518E+00       0.00000E+00
       3.75622E-02      -2.14372E-12       4.01999E-11       6.50491E+00       0.00000E+00
       3.79624E-02       1.01816E-11      -3.42864E-11       3.75091E+00       0.00000E+00
       3.83626E-02       1.55404E-11      -1.58119E-11       1.31025E+00       0.00000E+00
       3.87628E-02      -2.14350E-11       1.21346E-11      -5.43715E-01       0.00000E+00
       3.91630E-02      -1.44686E-11       3.47082E-11      -2.17226E+00       0.00000E+00
       3.93730E-02       2.85943E-11      -1.98151E-11      -3.66418E+00       0.00000E+00
       3.97732E-02       4.12625E-11       1.78809E-11      -4.67262E+00       0.00000E+00
       4.01734E-02      -8.57401E-11      -2.32606E-11      -5.64764E+00       0.00000E+00
       4.05736E-02       5.46592E-11       3.51401E-12      -6.11185E+00       0.00000E+00
       4.09738E-02       2.14350E-11      -9.20592E-12      -6.31634E+00       0.00000E+00
       4.13740E-02      -2.14350E-11       3.79429E-12      -6.64321E+00       0.00000E+00
       4.17742E-02      -1.66119E-11       1.70055E-11      -7.03251E+00       0.00000E+00
       4.21744E-02       4.42095E-11      -3.61151E-11      -6.69431E+00       0.00000E+00
       4.25746E-02      -8.54720E-11       2.08132E-11      -5.82883E+00       0.00000E+00
       4.29748E-02       7.04675E-11       1.60088E-11      -5.18344E+00       0.00000E+00
       4.33750E-02      -9.64565E-12      -4.21484E-11      -5.13821E+00       0.00000E+00
       4.35888E-02      -3.00927E-12       6.67136E-11      -4.56144E+00       0.00000E+00
       4.39890E-02      -3.75108E-12       2.26886E-11      -3.57542E+00       0.00000E+00
       4.43892E-02      -9.91362E-12      -1.24603E-11      -2.76049E+00       0.00000E+00
       4.47894E-02       1.23251E-11      -3.31670E-11      -2.55495E+00       0.00000E+00
       4.51896E-02       6.93959E-11       6.37588E-12      -2.88318E+00       0.00000E+00
       4.55898E-02      -1.25663E-10       1.11401E-11      -2.62107E+00       0.00000E+00
       4.59900E-02       5.27838E-11      -1.34405E-11      -2.42540E+00       0.00000E+00
       4.63902E-02      -5.62667E-12       1.00681E-11      -1.38713E+00       0.00000E+00
       4.67904E-02       1.84877E-11       1.13340E-12       1.42494E-01       0.00000E+00
       4.71906E-02      -3.85830E-11      -1.49352E-11       2.14572E+00       0.00000E+00
       4.75908E-02       6.61805E-11       2.13671E-12       3.14012E+00       0.00000E+00
       4.78254E-02      -1.18837E-11      -3.60372E-12       3.01379E+00       0.00000E+00
       4.82256E-02      -3.37601E-11       7.73210E-12       2.64363E+00       0.00000E+00
       4.86258E-02       2.30426E-11       3.92237E-12       2.27404E+00       0.00000E+00
       4.90260E-02      -7.77020E-11       2.16885E-11       1.66422E+00       0.00000E+00
       4.94262E-02       8.11852E-11      -3.60186E-11       9.28714E-01       0.00000E+00
       4.98264E-02      -2.92052E-11       1.16793E-11       4.52518E-01       0.00000E+00
       5.02266E-02       1.33969E-11      -3.98678E-11       2.71024E-01       0.00000E+00
       5.06268E-02       2.67938E-12       5.12306E-11      -1.14548E-02       0.00000E+00
       5.10270E-02      -3.29564E-11      -2.92787E-12      -3.16982E-01       0.00000E+00
       5.14272E-02       6.10898E-11       1.49917E-11      -5.61582E-01       0.00000E+00
       5.18274E-02      -3.56357E-11      -3.78171E-11      -3.35784E-01       0.00000E+00
       5.20332E-02      -2.29255E-11      -2.31846E-11       5.20800E-02       0.00000E+00
       5.24334E-02       4.28700E-11       2.80804E-11       3.03248E-01       0.00000E+00
       5.28336E-02      -5.03723E-11       1.09498E-11       1.58417E-01       0.00000E+00
       5.32338E-02      -1.33969E-11      -7.37386E-12      -1.16256E-01       0.00000E+00
       5.36340E-02      -2.43823E-11      -7.77710E-14      -5.42647E-01       0.00000E+00
       5.40342E-02       1.82198E-11      -1.44305E-12      -4.92507E-01       0.00000E+00
       5.44344E-02       8.86874E-11      -1.00683E-11      -4.64642E-01       0.00000E+00
       5.48346E-02      -7.28791E-11      -2.11246E-12      -6.74094E-01       0.00000E+00
       5.52348E-02      -1.87556E-12       1.79876E-11      -4.64902E-01       0.00000E+00
       5.56350E-02      -4.55495E-12      -3.95807E-11      -1.17936E-01       0.00000E+00
       5.60352E-02      -2.00953E-11       2.30297E-11      -6.41333E-02       0.00000E+00
       5.64352E-02       1.94367E-02       4.75065E-02      -4.49392E-04       0.00000E+00
       5.68354E-02      -1.55408E-02      -1.42945E-02       6.02301E-01       0.00000E+00
       5.72356E-02      -4.30911E-03      -1.69622E-02       7.84840E-01       0.00000E+00
       5.76358E-02       1.60814E-03      -1.21398E-02       2.20742E-01       0.00000E+00
       5.80360E-02       2.21203E-03      -4.56283E-03      -3.59249E-01       0.00000E+00
       5.84362E-02       1.23078E-03      -5.55087E-04      -6.90559E-01       0.00000E+00
       5.88364E-02      -8.70761E-04       2.39032E-03      -7.69277E-01       0.00000E+00
       5.92366E-02      -5.59538E-03      -1.31960E-03      -2.06836E-01       0.00000E+00
       5.96368E-02       1.31150E-03      -4.70240E-03       7.82339E-01       0.00000E+00
       6.00370E-02       5.31055E-03      -1.15760E-03       1.43582E+00       0.00000E+00
       6.03178E-02       3.70639E-02      -2.91789E-02       1.05528E+00       0.00000E+00
       6.07180E-02       8.84452E-04       1.01572E-02       4.97713E-01       0.00000E+00
       6.11182E-02      -8.31340E-03       5.29951E-03      -2.32982E-01       0.00000E+00
       6.15184E-02      -6.48714E-03       1.24413E-02      -5.97614E-01       0.00000E+00
       6.19186E-02      -1.17134E-02       7.32129E-03      -1.06276E+00       0.00000E+00
       6.23188E-02      -1.38999E-02      -4.79107E-03      -1.47945E+00       0.00000E+00
       6.27190E-02      -3.65134E-04      -1.07140E-02      -2.02981E+00       0.00000E+00
       6.31192E-02      -8.27773E-03      -4.28528E-03      -2.63877E+00       0.00000E+00
       6.35194E-02      -5.22813E-03      -7.90110E-04      -3.00849E+00       0.00000E+00
       6.39196E-02      -4.29914E-03      -8.81666E-03      -3.01542E+00       0.00000E+00
       6.43198E-02       7.05430E-03      -2.35265E-03      -2.92606E+00       0.00000E+00
       6.47200E-02      -7.37373E-02      -1.68777E-02      -2.64605E+00       0.00000E+00
       6.51202E-02       1.78908E-02      -1.87277E-02      -1.53011E+00       0.00000E+00
       6.55204E-02       2.67966E-02      -6.62298E-03       4.44594E-02       0.00000E+00
       6.59206E-02       3.34044E-02       3.43889E-03       1.68425E+00       0.00000E+00
       6.63208E-02       2.65831E-02       2.06735E-02       2.38536E+00       0.00000E+00
       6.67210E-02       8.34276E-03       3.27176E-02       1.70668E+00       0.00000E+00
       6.71212E-02      -2.38229E-02       1.73963E-02       1.66629E-01       0.00000E+00
       6.75214E-02      -6.87405E-03      -7.71188E-03      -9.20252E-01       0.00000E+00
       6.79216E-02       1.89118E-03      -8.05330E-03      -1.42597E+00       0.00000E+00
       6.83218E-02       1.15891E-02       1.73967E-03      -1.75318E+00       0.00000E+00
       6.85410E-02      -1.75269E-02      -2.17836E-02      -2.17086E+00       0.00000E+00
       6.89412E-02      -7.16828E-03       1.74360E-02      -2.19443E+00       0.00000E+00
       6.93414E-02      -1.72913E-02       3.11980E-02      -2.13289E+00       0.00000E+00
       6.97416E-02      -5.15690E-02       2.19042E-02      -1.93409E+00       0.00000E+00
       7.01418E-02      -5.85982E-02      -1.56759E-02      -1.86612E+00       0.00000E+00
       7.05420E-02      -2.71219E-02      -2.21263E-02      -1.89837E+00       0.00000E+00
       7.09422E-02      -3.49231E-03      -3.69786E-02      -1.86766E+00       0.00000E+00
       7.13424E-02       1.49615E-02      -3.66543E-02      -1.12375E+00       0.00000E+00
       7.17426E-02       3.09933E-02      -4.65693E-02      -3.17950E-02       0.00000E+00
       7.21428E-02       8.68258E-02       7.00803E-03       8.91224E-01       0.00000E+00
       7.25430E-02       6.56183E-02       6.95414E-02       1.13544E+00       0.00000E+00
       7.29430E-02       4.03253E-02       7.80158E-02       6.50677E-01       0.00000E+00
       7.33432E-02      -5.36125E-02       6.81615E-02       1.65814E-01       0.00000E+00
       7.37434E-02      -6.92447E-02       4.14678E-03       1.42357E-01       0.00000E+00
       7.41436E-02      -7.34708E-02      -6.47194E-02       6.49400E-01       0.00000E+00
       7.45438E-02      -1.86502E-02      -8.82984E-02       8.23890E-01       0.00000E+00
       7.49440E-02       3.20785E-02      -4.57772E-02       8.87482E-01       0.00000E+00
       7.53442E-02       4.91457E-02       1.64478E-03       8.05562E-01       0.00000E+00
       7.57444E-02       1.56505E-02       1.82964E-02       5.01286E-01       0.00000E+00
       7.61446E-02      -2.07890E-02      -7.76648E-02       1.32303E-02       0.00000E+00
       7.65448E-02       8.98755E-02      -9.35800E-02       1.92749E-01       0.00000E+00
       7.69448E-02       9.96178E-02       5.68789E-03       1.06614E+00       0.00000E+00
       7.73450E-02       7.93774E-02       7.92855E-03       1.66202E+00       0.00000E+00
       7.77452E-02       8.45098E-02       6.01867E-02       8.02084E-01       0.00000E+00
       7.81454E-02       2.15660E-03       5.10992E-02      -7.47233E-01       0.00000E+00
       7.85456E-02      -1.42911E-02      -3.06867E-02      -1.89582E+00       0.00000E+00
       7.89458E-02       5.65162E-02      -9.47102E-02      -2.53852E+00       0.00000E+00
       7.93460E-02       1.23404E-01      -8.12040E-02      -3.22995E+00       0.00000E+00
       7.97462E-02       1.67630E-01      -1.80980E-02      -3.67053E+00       0.00000E+00
       8.01464E-02       1.46841E-01       1.60847E-01      -3.10257E+00       0.00000E+00
       8.05466E-02       5.56113E-03       2.81082E-01      -1.44314E+00       0.00000E+00
       8.07718E-02      -1.12307E-01       2.31565E-01       1.23133E-01       0.00000E+00
       8.11720E-02      -2.15483E-01       2.12906E-01       4.74333E-01       0.00000E+00
       8.15722E-02      -2.58896E-01       8.11057E-02       6.05120E-01       0.00000E+00
       8.19724E-02      -2.17078E-01      -5.29533E-02       4.27161E-01       0.00000E+00
       8.23726E-02      -6.62703E-02      -1.18368E-01       2.06718E-01       0.00000E+00
       8.27728E-02       9.28480E-02      -3.25163E-02      -3.24052E-01       0.00000E+00
       8.31730E-02       7.58795E-02       1.42361E-01      -1.00305E+00       0.00000E+00
       8.35732E-02      -7.01259E-03       1.65346E-01      -6.94852E-01       0.00000E+00
       8.39732E-02      -1.16023E-01       1.54898E-01       8.03944E-01       0.00000E+00
       8.43732E-02      -1.07019E-01       4.30283E-03       2.57810E+00       0.00000E+00
       8.47732E-02      -3.14860E-02       3.60118E-02       3.14675E+00       0.00000E+00
       8.51732E-02      -7.27549E-02       7.02404E-02       1.99341E+00       0.00000E+00
       8.55732E-02      -1.16292E-01       4.42229E-03      -5.17735E-02       0.00000E+00
       8.59732E-02      -9.80178E-02       3.07897E-02      -1.47598E+00       0.00000E+00
       8.63732E-02      -9.94851E-02       6.41702E-02      -2.20077E+00       0.00000E+00
       8.67732E-02      -1.21039E-01       3.77519E-02      -2.40754E+00       0.00000E+00
       8.71732E-02      -1.81006E-01       1.97349E-02      -2.14316E+00       0.00000E+00
       8.75732E-02      -1.63831E-01      -4.54202E-02      -1.22440E+00       0.00000E+00
       8.79732E-02      -1.63923E-01      -1.05849E-01       1.39324E-01       0.00000E+00
       8.83732E-02      -1.31611E-01      -2.18588E-01       1.28866E+00       0.00000E+00
       8.87732E-02      -3.03877E-02      -2.43615E-01       1.97399E+00       0.00000E+00
       8.91732E-02      -1.18621E-01      -2.43730E-01       1.94837E+00       0.00000E+00
       8.95732E-02      -5.42236E-02      -5.03225E-01       1.29459E+00       0.00000E+00
       8.99732E-02       1.68698E-01      -5.07061E-01       4.51733E-01       0.00000E+00
       9.03732E-02       3.30551E-01      -4.29788E-01      -1.42212E-01       0.00000E+00
       9.07732E-02       4.79024E-01      -2.01853E-01      -2.19731E-01       0.00000E+00
       9.11732E-02       4.19421E-01       6.10071E-02       1.78138E-01       0.00000E+00
       9.15732E-02       2.35973E-01       2.38138E-01       9.10569E-01       0.00000E+00
       9.19732E-02      -1.13614E-01       3.66131E-01       1.82808E+00       0.00000E+00
       9.23732E-02      -4.57454E-01       8.33155E-02       2.90018E+00       0.00000E+00
       9.27732E-02      -2.75914E-01      -4.25245E-01       4.40665E+00       0.00000E+00
       9.31734E-02       1.67963E-01      -4.60903E-01       4.55949E+00       0.00000E+00
       9.35734E-02       2.89538E-01      -2.58650E-01       3.23373E+00       0.00000E+00
       9.39734E-02       3.55759E-01       7.15793E-02       1.93182E+00       0.00000E+00
       9.43734E-02       4.89569E-02       3.63858E-01       9.21575E-01       0.00000E+00
       9.47734E-02      -3.49818E-01       2.32814E-02       4.89153E-01       0.00000E+00
       9.51734E-02       2.37938E-02      -2.94139E-01       3.18350E-01       0.00000E+00
       9.55734E-02       3.54129E-01      -7.70606E-02      -4.22673E-02       0.00000E+00
       9.59734E-02       5.81165E-01       2.01749E-01      -3.44465E-01       0.00000E+00
       9.63734E-02       4.76743E-01       8.49999E-01      -9.89615E-01       0.00000E+00
       9.65900E-02      -9.30190E-02       1.22454E+00      -2.18758E+00       0.00000E+00
       9.69900E-02      -7.21826E-01       1.10601E+00      -3.31065E+00       0.00000E+00
       9.73900E-02      -1.49484E+00       4.40902E-01      -4.32979E+00       0.00000E+00
       9.77900E-02      -1.48401E+00      -9.88053E-01      -4.14402E+00       0.00000E+00
       9.81900E-02      -2.61176E-01      -1.80175E+00      -3.11329E+00       0.00000E+00
       9.85900E-02       1.00522E+00      -1.50828E+00      -2.08216E+00       0.00000E+00
       9.89900E-02       1.79970E+00      -5.88148E-01      -1.33313E+00       0.00000E+00
       9.93900E-02       1.73230E+00       9.46693E-01      -1.11394E+00       0.00000E+00
       9.97900E-02       3.92268E-01       2.00864E+00      -2.37596E+00       0.00000E+00
       1.00190E-01      -1.37600E+00       1.52091E+00      -3.71925E+00       0.00000E+00
       1.00472E-01      -2.10676E+00       7.25845E-02      -3.83491E+00       0.00000E+00
       1.00872E-01      -1.80825E+00      -1.65906E+00      -2.93191E+00       0.00000E+00
       1.01272E-01       7.12009E-02      -2.91886E+00      -1.21991E+00       0.00000E+00
       1.01672E-01       2.60649E+00      -1.98375E+00       3.34794E-01       0.00000E+00
       1.02072E-01       3.34668E+00       6.97805E-01       1.17722E+00       0.00000E+00
       1.02472E-01       1.62626E+00       3.06874E+00       7.66494E-01       0.00000E+00
       1.02872E-01      -1.43706E+00       3.07060E+00      -8.44570E-01       0.00000E+00
       1.03272E-01      -3.21869E+00       5.94543E-01      -1.70297E+00       0.00000E+00
       1.03672E-01      -2.34228E+00      -2.50500E+00      -6.51589E-01       0.00000E+00
       1.04072E-01       9.61427E-01      -3.64635E+00       1.31038E+00       0.00000E+00
       1.04472E-01       3.93320E+00      -1.46690E+00       2.34253E+00       0.00000E+00
       1.04872E-01       3.73940E+00       2.54408E+00       1.68836E+00       0.00000E+00
       1.05272E-01       1.14800E-01       5.01354E+00      -4.96269E-01       0.00000E+00
       1.05672E-01      -4.00713E+00       3.32966E+00      -2.81155E+00       0.00000E+00
       1.06072E-01      -5.12695E+00      -8.25992E-01      -3.00940E+00       0.00000E+00
       1.06472E-01      -2.50830E+00      -4.08006E+00      -1.05744E+00       0.00000E+00
       1.06872E-01       1.60694E+00      -4.13811E+00       1.38638E+00       0.00000E+00
       1.07272E-01       4.50491E+00      -8.32470E-01       3.05448E+00       0.00000E+00
       1.07672E-01       3.21701E+00       3.39963E+00       2.28494E+00       0.00000E+00
       1.08072E-01      -6.77970E-01       3.88134E+00      -2.48699E-01       0.00000E+00
       1.08407E-01      -2.56365E+00       1.42418E+00      -1.52906E+00       0.00000E+00
       1.08807E-01      -1.94396E+00      -8.75003E-01      -1.08681E+00       0.00000E+00
       1.09207E-01       1.46001E-01      -1.68618E+00       2.40730E-01       0.00000E+00
       1.09607E-01       1.31426E+00       4.39058E-02       1.42743E+00       0.00000E+00
       1.10007E-01      -4.16055E-01       1.26502E+00       1.54608E+00       0.00000E+00
       1.10407E-01      -2.14970E+00      -8.52211E-01       1.18200E+00       0.00000E+00
       1.10807E-01       5.80771E-01      -3.98510E+00       2.12819E+00       0.00000E+00
       1.11207E-01       5.90863E+00      -1.72466E+00       3.78562E+00       0.00000E+00
       1.11607E-01       6.27059E+00       5.70712E+00       2.83207E+00       0.00000E+00
       1.12007E-01      -1.90586E+00       1.09731E+01      -1.98748E+00       0.00000E+00
       1.12407E-01      -1.32434E+01       5.31709E+00      -8.04522E+00       0.00000E+00
       1.12807E-01      -1.36866E+01      -1.09064E+01      -7.89780E+00       0.00000E+00
       1.13207E-01       3.64451E+00      -2.05490E+01       1.17231E+00       0.00000E+00
       1.13607E-01       2.34152E+01      -7.30727E+00       1.05566E+01       0.00000E+00
       1.14007E-01       2.00900E+01       2.07397E+01       8.01057E+00       0.00000E+00
       1.14407E-01      -1.07343E+01       3.26756E+01      -7.86032E+00       0.00000E+00
       1.14807E-01      -3.96255E+01       6.95867E+00      -2.22996E+01       0.00000E+00
       1.15207E-01      -2.81991E+01      -3.61845E+01      -1.62647E+01       0.00000E+00
       1.15607E-01       2.17115E+01      -4.72294E+01       9.30683E+00       0.00000E+00
       1.16007E-01       5.80958E+01      -2.26988E+00       2.79136E+01       0.00000E+00
       1.16366E-01       3.51126E+01       5.46657E+01       1.66878E+01       0.00000E+00
