 #         t_pb[s]        <L_e>[B/s]       <L_ae>[B/s]        <L_x>[B/s]        <E_e>[MeV]       <E_ae>[MeV]        <E_x>[MeV]    L_e(pole)[B/s]   L_ae(pole)[B/s]    L_x(pole)[B/s]    E_e(pole)[MeV]   E_ae(pole)[MeV]    E_x(pole)[MeV]     L_e(equ)[B/s]    L_ae(equ)[B/s]     L_x(equ)[B/s]     E_e(equ)[MeV]    E_ae(equ)[MeV]     E_x(equ)[MeV]
   1.271560043E-02   3.373321621E+00   6.246398247E-02   2.670225987E-01   1.409598515E+01   1.083894583E+01   1.793911708E+01   3.790426249E+00   6.134294460E-02   2.642090106E-01   1.439608782E+01   1.122251572E+01   1.884783199E+01   3.322716113E+00   6.215473895E-02   2.630650562E-01   1.435658175E+01   1.085744467E+01   1.874239949E+01
   1.311579999E-02   3.237651606E+00   6.679526881E-02   2.743758968E-01   1.399124841E+01   1.090202279E+01   1.785305403E+01   3.728572295E+00   6.792823126E-02   2.643202694E-01   1.365163832E+01   1.125751351E+01   1.907043554E+01   3.182783117E+00   7.819223166E-02   2.659094163E-01   1.428448619E+01   1.091052733E+01   1.823879556E+01
   1.351599954E-02   3.083623792E+00   7.201125972E-02   2.788753753E-01   1.378562244E+01   1.097727249E+01   1.766675933E+01   3.571152707E+00   7.688102210E-02   2.763106030E-01   1.351490967E+01   1.140655658E+01   1.860203552E+01   2.845878526E+00   6.264718192E-02   2.752139689E-01   1.420493086E+01   1.116346944E+01   1.837851760E+01
   1.391620003E-02   2.920490136E+00   7.851941379E-02   2.811940076E-01   1.349855767E+01   1.103885967E+01   1.751122265E+01   3.561381363E+00   9.540267736E-02   3.103421322E-01   1.285131372E+01   1.115192191E+01   1.736522299E+01   2.716053498E+00   7.631151752E-02   2.605012284E-01   1.417409346E+01   1.128136446E+01   1.844096441E+01
   1.431639958E-02   2.734492298E+00   8.574574240E-02   2.830784831E-01   1.313502641E+01   1.108991266E+01   1.731970988E+01   3.123360466E+00   1.181345007E-01   3.107367716E-01   1.305415786E+01   1.124326774E+01   1.813113867E+01   2.602888039E+00   7.811577291E-02   2.796772696E-01   1.338281754E+01   1.154871395E+01   1.895379714E+01
   1.471639983E-02   2.573302616E+00   9.426932817E-02   2.833406926E-01   1.279180855E+01   1.114540090E+01   1.710282677E+01   3.271029959E+00   1.129573491E-01   3.288527874E-01   1.249324638E+01   1.099464838E+01   1.593195543E+01   2.416711362E+00   9.431059539E-02   2.745746196E-01   1.317076389E+01   1.152201060E+01   1.770072622E+01
   1.511660032E-02   2.453892342E+00   1.024810055E-01   2.822023140E-01   1.251739302E+01   1.119750713E+01   1.693390992E+01   3.289434999E+00   9.559656334E-02   3.181050855E-01   1.204952046E+01   1.096966758E+01   1.579234878E+01   2.383069299E+00   1.090522996E-01   2.766592325E-01   1.283860974E+01   1.135260633E+01   1.760914238E+01
   1.551679987E-02   2.344171821E+00   1.105031502E-01   2.805959380E-01   1.229324998E+01   1.121019926E+01   1.673897485E+01   2.752767121E+00   1.298459184E-01   2.855315936E-01   1.204814626E+01   1.125050589E+01   1.647514583E+01   2.171452852E+00   1.189452291E-01   2.862753867E-01   1.221976455E+01   1.119713478E+01   1.714708102E+01
   1.591699943E-02   2.217860108E+00   1.180601808E-01   2.786895457E-01   1.210615847E+01   1.122109230E+01   1.658350997E+01   2.555121159E+00   1.428114047E-01   2.839343037E-01   1.192780493E+01   1.147298737E+01   1.667161345E+01   2.396349760E+00   1.227135248E-01   2.828792759E-01   1.213826223E+01   1.119361252E+01   1.705677355E+01
   1.631719992E-02   2.104534578E+00   1.262500211E-01   2.782059761E-01   1.190815939E+01   1.121959962E+01   1.642857320E+01   2.304268639E+00   1.426315331E-01   2.918758093E-01   1.189033456E+01   1.152993157E+01   1.734047359E+01   2.143402562E+00   1.327642558E-01   2.968863348E-01   1.181668450E+01   1.132342785E+01   1.719609126E+01
   1.671740040E-02   1.998562378E+00   1.346168656E-01   2.782596452E-01   1.173540661E+01   1.121716266E+01   1.628757677E+01   2.047006550E+00   1.595932497E-01   2.934010527E-01   1.189873150E+01   1.142189833E+01   1.718378859E+01   2.188960832E+00   1.690025083E-01   2.856601344E-01   1.169598099E+01   1.116322971E+01   1.670073407E+01
   1.711759903E-02   1.916143070E+00   1.436647806E-01   2.800401929E-01   1.159554233E+01   1.120949503E+01   1.619204108E+01   1.762261457E+00   1.523102627E-01   2.961233723E-01   1.195867148E+01   1.128044047E+01   1.679539362E+01   2.041562959E+00   1.492028971E-01   2.984609431E-01   1.157831800E+01   1.102467404E+01   1.518320594E+01
   1.751779951E-02   1.850025799E+00   1.524218482E-01   2.829943588E-01   1.149354923E+01   1.121932990E+01   1.613206827E+01   1.625759153E+00   1.585973899E-01   2.633594281E-01   1.187619411E+01   1.134272990E+01   1.690231342E+01   1.611835080E+00   1.737913550E-01   3.404627406E-01   1.168331752E+01   1.081883859E+01   1.521122212E+01
   1.791800000E-02   1.804401076E+00   1.608037666E-01   2.884654149E-01   1.140817548E+01   1.123629422E+01   1.606623402E+01   1.521023012E+00   1.620215994E-01   2.959133663E-01   1.153062305E+01   1.138849796E+01   1.715641314E+01   2.006639961E+00   1.668304017E-01   3.299057182E-01   1.146482325E+01   1.091226757E+01   1.585498513E+01
   1.831819862E-02   1.761372651E+00   1.700881458E-01   2.946177882E-01   1.135605833E+01   1.125031705E+01   1.602736235E+01   1.421794627E+00   1.719899130E-01   2.878449624E-01   1.148460382E+01   1.158309352E+01   1.596977059E+01   2.066978265E+00   2.034971587E-01   2.884678509E-01   1.137477868E+01   1.107907271E+01   1.487957368E+01
   1.871839911E-02   1.736676728E+00   1.785561816E-01   2.989185476E-01   1.132652385E+01   1.126359823E+01   1.599369158E+01   1.515441863E+00   1.651606808E-01   2.863865407E-01   1.156332120E+01   1.152779310E+01   1.685467555E+01   1.988704770E+00   2.052918382E-01   2.975034219E-01   1.145501003E+01   1.103731282E+01   1.641968788E+01
   1.911860146E-02   1.700764178E+00   1.851541671E-01   3.071490902E-01   1.131181672E+01   1.127124168E+01   1.600640075E+01   1.395860264E+00   1.939235369E-01   2.955775105E-01   1.184640053E+01   1.163932881E+01   1.693721881E+01   2.028181847E+00   1.962128611E-01   2.861908112E-01   1.129805820E+01   1.124639557E+01   1.621666384E+01
   1.951880008E-02   1.671056120E+00   1.921612632E-01   3.116779766E-01   1.129516296E+01   1.126661065E+01   1.595060965E+01   1.397679268E+00   1.824105136E-01   3.053487490E-01   1.166619825E+01   1.154560793E+01   1.680547986E+01   1.892291982E+00   2.026099366E-01   2.985880510E-01   1.127964397E+01   1.131404013E+01   1.510307057E+01
   1.991900057E-02   1.633445988E+00   1.980333071E-01   3.171090760E-01   1.126645295E+01   1.125850658E+01   1.596880305E+01   1.275572984E+00   1.751885468E-01   2.944973896E-01   1.147733103E+01   1.154438055E+01   1.618185256E+01   2.013380424E+00   2.258479639E-01   2.498372633E-01   1.136014786E+01   1.126421654E+01   1.715784639E+01
   2.031920105E-02   1.592558014E+00   2.031621577E-01   3.231190150E-01   1.123665719E+01   1.124531646E+01   1.593722870E+01   1.431602876E+00   2.185961335E-01   3.461180150E-01   1.156033518E+01   1.135875010E+01   1.601531569E+01   1.696360737E+00   2.525367965E-01   3.118033673E-01   1.146609755E+01   1.130051566E+01   1.730545106E+01
   2.232019976E-02   1.367753955E+00   2.314981693E-01   3.347124102E-01   1.083356500E+01   1.119062128E+01   1.577644708E+01   1.642772821E+00   2.443680552E-01   3.676208627E-01   1.083590989E+01   1.152979772E+01   1.604123728E+01   1.217790819E+00   2.081688752E-01   3.154177145E-01   1.106098750E+01   1.106470903E+01   1.666703070E+01
   2.432120033E-02   1.144875007E+00   2.607796801E-01   3.415143059E-01   1.038776733E+01   1.114568218E+01   1.568928021E+01   1.608872279E+00   2.346052567E-01   3.886857349E-01   1.063234507E+01   1.063064166E+01   1.584463162E+01   1.055549655E+00   2.528158259E-01   3.459215690E-01   1.000331998E+01   1.074616930E+01   1.585449383E+01
   2.632220089E-02   1.023450424E+00   3.001337285E-01   3.530113553E-01   1.013444864E+01   1.125628831E+01   1.568277195E+01   1.135919087E+00   3.025173548E-01   3.777361701E-01   1.071241085E+01   1.149424471E+01   1.612696902E+01   8.909275842E-01   3.082724074E-01   3.234685742E-01   1.015950557E+01   1.123814942E+01   1.574605046E+01
   2.832319960E-02   9.736022652E-01   3.360222475E-01   3.612640961E-01   9.996610766E+00   1.138399344E+01   1.569451998E+01   9.832475434E-01   3.234768920E-01   3.420512235E-01   1.051647566E+01   1.158554897E+01   1.598688024E+01   1.057779374E+00   3.249220507E-01   3.301285504E-01   1.019420473E+01   1.164615784E+01   1.660723028E+01
   3.032420017E-02   8.872307923E-01   3.664027815E-01   3.704201690E-01   9.813922788E+00   1.144004262E+01   1.569018888E+01   9.324158124E-01   3.792807225E-01   3.570602057E-01   9.801274697E+00   1.136511401E+01   1.592327419E+01   1.156772765E+00   3.779456868E-01   4.622889821E-01   9.752109953E+00   1.103178489E+01   1.607713755E+01
   3.232520074E-02   8.067576037E-01   3.876761779E-01   3.806874446E-01   9.609013199E+00   1.146489062E+01   1.562132766E+01   9.696995167E-01   4.470649962E-01   4.092544770E-01   9.811029285E+00   1.156613779E+01   1.557778369E+01   8.760928905E-01   4.448787878E-01   3.822572232E-01   1.034737881E+01   1.142908294E+01   1.630778687E+01
   3.432619944E-02   7.435152518E-01   3.957414167E-01   3.832745016E-01   9.414528073E+00   1.140161348E+01   1.562264718E+01   7.449191271E-01   3.630766037E-01   3.427039931E-01   9.931787312E+00   1.147458517E+01   1.716360425E+01   6.073759849E-01   3.338748284E-01   3.133313891E-01   1.003378749E+01   1.179511739E+01   1.551274177E+01
   3.632720187E-02   7.055746002E-01   4.178912931E-01   3.807513772E-01   9.313670231E+00   1.149612702E+01   1.562974597E+01   7.859882519E-01   4.595937127E-01   4.444653461E-01   9.870546621E+00   1.186915701E+01   1.778825654E+01   7.362743162E-01   4.057371820E-01   3.578256145E-01   9.737781874E+00   1.173817094E+01   1.593493816E+01
   3.832820058E-02   6.661943730E-01   4.513755420E-01   3.822124066E-01   9.256399896E+00   1.163454693E+01   1.570860831E+01   9.781421849E-01   5.176234882E-01   3.908344435E-01   1.005570565E+01   1.164887774E+01   1.563598753E+01   6.353952401E-01   4.614820544E-01   3.792106856E-01   8.290885975E+00   1.107735201E+01   1.525086906E+01
   4.032919928E-02   6.645245673E-01   4.835741905E-01   3.907416139E-01   9.276786713E+00   1.178149024E+01   1.574004660E+01   7.781723515E-01   5.110660512E-01   4.572505851E-01   1.036255841E+01   1.253115657E+01   1.769610726E+01   5.555784848E-01   5.126522274E-01   3.216218213E-01   9.098591451E+00   1.153994022E+01   1.680684869E+01
   4.225040227E-02   6.575861141E-01   4.974483875E-01   3.903277095E-01   9.263941380E+00   1.182073352E+01   1.576120170E+01   5.376415805E-01   5.787088530E-01   4.799980567E-01   1.009691040E+01   1.211833198E+01   1.428513198E+01   5.612168092E-01   3.824814183E-01   3.269888748E-01   1.002557720E+01   1.211973227E+01   1.483093442E+01
   4.425140098E-02   6.362001450E-01   5.061954266E-01   3.949807262E-01   9.197383382E+00   1.184465138E+01   1.582246320E+01   6.239811038E-01   5.066139166E-01   3.906891623E-01   9.849791097E+00   1.189901298E+01   1.520271165E+01   6.891497209E-01   4.971592423E-01   4.481724468E-01   9.224805179E+00   1.204020200E+01   1.678774907E+01
   4.625239968E-02   6.288015298E-01   5.135786885E-01   3.977030677E-01   9.178009658E+00   1.188502755E+01   1.587543487E+01   6.343182646E-01   4.973031256E-01   3.712746669E-01   9.660230299E+00   1.287278420E+01   1.562248528E+01   8.456631619E-01   6.277059933E-01   4.997647988E-01   8.705029827E+00   1.177381474E+01   1.567535470E+01
   4.825339839E-02   6.158727623E-01   5.266975333E-01   3.967017696E-01   9.189693723E+00   1.191311779E+01   1.586209411E+01   6.406252951E-01   5.683391201E-01   4.608680777E-01   9.250844974E+00   1.188104057E+01   1.665336807E+01   5.779034281E-01   4.801773429E-01   4.103328504E-01   8.710797429E+00   1.243656387E+01   1.623582160E+01
   5.025439709E-02   6.040915755E-01   5.433101823E-01   3.992917114E-01   9.189701021E+00   1.200317486E+01   1.593192667E+01   5.107915301E-01   5.784967850E-01   4.134288752E-01   1.005891103E+01   1.237114986E+01   1.685082798E+01   4.753612189E-01   5.897382754E-01   4.090213700E-01   9.315215606E+00   1.168421516E+01   1.551578140E+01
   5.225540325E-02   5.969843007E-01   5.528953761E-01   3.969145964E-01   9.209412407E+00   1.206738275E+01   1.593253671E+01   6.033246058E-01   5.162931705E-01   4.304003250E-01   9.502170273E+00   1.284370076E+01   1.614177346E+01   5.849067740E-01   5.086657128E-01   3.297124875E-01   9.537326374E+00   1.233874979E+01   1.499189232E+01
   5.425640196E-02   5.953949735E-01   5.559014558E-01   3.968193728E-01   9.245057924E+00   1.211536729E+01   1.595567205E+01   6.226886354E-01   5.483255711E-01   4.935240308E-01   9.430890909E+00   1.281819262E+01   1.539797624E+01   5.791009761E-01   5.895437516E-01   3.736660235E-01   9.271898697E+00   1.232213923E+01   1.515932033E+01
   5.625740066E-02   5.925833524E-01   5.665774131E-01   4.000049837E-01   9.274873090E+00   1.219030572E+01   1.600589844E+01   7.209190285E-01   5.978617932E-01   4.762279087E-01   9.763363070E+00   1.218180276E+01   1.647345246E+01   5.720489468E-01   5.781140981E-01   4.048586097E-01   9.086907979E+00   1.209637666E+01   1.527734530E+01
   5.825839937E-02   5.906514558E-01   5.698686568E-01   3.996284330E-01   9.326987199E+00   1.224972144E+01   1.605650236E+01   6.955468488E-01   5.597232466E-01   5.010350748E-01   9.790625216E+00   1.240223778E+01   1.640541886E+01   5.525766115E-01   5.509229146E-01   3.555426335E-01   9.423520176E+00   1.194238512E+01   1.635390926E+01
   6.025939807E-02   5.836057042E-01   5.727850028E-01   3.985067150E-01   9.343167232E+00   1.228700203E+01   1.607370401E+01   8.695805721E-01   5.611475061E-01   4.057150596E-01   9.641325734E+00   1.295546632E+01   1.640020382E+01   5.391706158E-01   6.142467360E-01   4.047690015E-01   9.456346531E+00   1.248738205E+01   1.555731443E+01
   6.226040050E-02   5.809467906E-01   5.763742882E-01   3.972481282E-01   9.399004693E+00   1.232662556E+01   1.612316108E+01   6.115097729E-01   5.972927604E-01   3.978463868E-01   9.548139935E+00   1.248102199E+01   1.686681741E+01   5.399064931E-01   7.020282726E-01   4.311777213E-01   9.079809745E+00   1.191934409E+01   1.575153095E+01
   6.411779672E-02   5.789629365E-01   5.803409015E-01   3.972944866E-01   9.446928616E+00   1.238024245E+01   1.615390280E+01   6.846704313E-01   6.738162411E-01   4.785800530E-01   9.909503070E+00   1.266996999E+01   1.655512820E+01   5.355960401E-01   5.402535325E-01   4.291484320E-01   9.253460064E+00   1.220997271E+01   1.467413453E+01
   6.611879915E-02   5.739982983E-01   5.831295447E-01   3.936157420E-01   9.485649487E+00   1.242850207E+01   1.616038458E+01   7.529781997E-01   6.461157170E-01   4.586853292E-01   9.553953325E+00   1.263901704E+01   1.559150948E+01   7.000668185E-01   7.032837654E-01   4.623071204E-01   8.892845045E+00   1.226706241E+01   1.623519427E+01
   6.811979413E-02   5.755001356E-01   5.903693854E-01   3.932824764E-01   9.561130232E+00   1.248766204E+01   1.617896755E+01   7.076016624E-01   5.877083221E-01   6.083613951E-01   1.016109390E+01   1.220099490E+01   1.571551367E+01   5.996617849E-01   5.548586140E-01   3.975643518E-01   9.750939738E+00   1.236323901E+01   1.633310319E+01
   6.999719888E-02   5.748234224E-01   5.940020128E-01   3.914826100E-01   9.591705446E+00   1.255925864E+01   1.619177833E+01   8.792274287E-01   6.969603790E-01   5.600021713E-01   1.007033414E+01   1.303611742E+01   1.613421921E+01   5.619145226E-01   6.097228520E-01   3.975075254E-01   9.701583769E+00   1.251001166E+01   1.560676645E+01
   7.199820131E-02   5.717164932E-01   5.907928001E-01   3.910990582E-01   9.644365858E+00   1.260745843E+01   1.621778277E+01   6.698766275E-01   6.852600138E-01   5.424310737E-01   1.028153240E+01   1.324691232E+01   1.540093671E+01   6.524516150E-01   6.629832996E-01   4.083258933E-01   9.308558662E+00   1.279469091E+01   1.659433636E+01
   7.399919629E-02   5.658760883E-01   5.856109727E-01   3.901866548E-01   9.668384992E+00   1.264792149E+01   1.626845488E+01   6.725701145E-01   5.720525814E-01   4.653176960E-01   9.935758528E+00   1.215041480E+01   1.524778113E+01   4.678394806E-01   6.635776352E-01   3.884334062E-01   9.447271808E+00   1.258163345E+01   1.594476214E+01
   7.600019872E-02   5.603629535E-01   5.811238237E-01   3.880926879E-01   9.700616216E+00   1.269058562E+01   1.633127450E+01   6.033274016E-01   5.646796193E-01   4.622740241E-01   9.940550448E+00   1.357078493E+01   1.500265458E+01   6.205691438E-01   6.549082904E-01   4.974038824E-01   9.608484991E+00   1.268912345E+01   1.609288622E+01
   7.800120115E-02   5.536715101E-01   5.813685597E-01   3.851989269E-01   9.743731574E+00   1.269354200E+01   1.628711017E+01   6.936215315E-01   5.987510948E-01   5.151002706E-01   9.919326600E+00   1.290437906E+01   1.612159778E+01   5.449224531E-01   6.614789031E-01   3.959355033E-01   9.387836292E+00   1.256770494E+01   1.482082042E+01
   8.000219613E-02   5.493485254E-01   5.809367600E-01   3.827830639E-01   9.796866902E+00   1.276126279E+01   1.632109068E+01   7.202947071E-01   5.954820046E-01   5.332691986E-01   1.003767600E+01   1.262822336E+01   1.694977729E+01   4.546330763E-01   5.871005663E-01   3.925220755E-01   9.339953721E+00   1.198226980E+01   1.680165340E+01
   8.200319856E-02   5.488815810E-01   5.806013967E-01   3.814184188E-01   9.860613352E+00   1.281370035E+01   1.636684491E+01   7.547963647E-01   6.937353241E-01   4.568158947E-01   1.034160035E+01   1.391884925E+01   1.654112575E+01   5.747652902E-01   6.040099474E-01   4.051435455E-01   9.990340287E+00   1.313992710E+01   1.671131216E+01
   8.400420099E-02   5.478332672E-01   5.787870227E-01   3.784100616E-01   9.881614287E+00   1.283006965E+01   1.631448686E+01   6.519846320E-01   7.239580173E-01   4.727894577E-01   1.022868439E+01   1.295287368E+01   1.565783574E+01   4.682763728E-01   5.932010506E-01   3.490819691E-01   9.789357999E+00   1.278745087E+01   1.490059178E+01
   8.600420505E-02   5.420490254E-01   5.745454886E-01   3.745611458E-01   9.931662956E+00   1.290903199E+01   1.637458197E+01   6.317101220E-01   7.055097103E-01   4.992549339E-01   1.057373305E+01   1.343257153E+01   1.599604841E+01   4.984717013E-01   4.710037950E-01   2.987856154E-01   1.038245712E+01   1.290141332E+01   1.512513570E+01
   8.800420165E-02   5.440212831E-01   5.725895779E-01   3.720353065E-01   9.982175417E+00   1.293573342E+01   1.640604654E+01   6.856919783E-01   7.054140910E-01   5.124027994E-01   1.057619450E+01   1.316396923E+01   1.790775411E+01   5.749615265E-01   6.453162333E-01   4.264267414E-01   9.475810045E+00   1.195578788E+01   1.485274646E+01
   8.986060321E-02   5.379298719E-01   5.689285949E-01   3.708835878E-01   1.002781870E+01   1.298799985E+01   1.638911106E+01   6.449994594E-01   6.057577958E-01   4.855261532E-01   1.069670135E+01   1.386891851E+01   1.521378431E+01   3.802538658E-01   5.985960629E-01   3.466269712E-01   9.291893480E+00   1.212338734E+01   1.584659089E+01
   9.186059982E-02   5.359968459E-01   5.719659413E-01   3.688952518E-01   1.007914250E+01   1.303051113E+01   1.642131461E+01   7.759990391E-01   5.486698845E-01   4.087268583E-01   1.059995348E+01   1.430518349E+01   1.536548092E+01   4.887854228E-01   5.358826185E-01   3.366345431E-01   1.056228996E+01   1.232947987E+01   1.554058831E+01
   9.386060387E-02   5.339921298E-01   5.651533400E-01   3.634986689E-01   1.016786106E+01   1.308643187E+01   1.642573166E+01   8.034110976E-01   6.532344632E-01   4.786862617E-01   1.067387285E+01   1.317705639E+01   1.610267268E+01   4.557186840E-01   5.679988257E-01   3.252938686E-01   1.012975050E+01   1.270273061E+01   1.698038445E+01
   9.586060047E-02   5.253751047E-01   5.540281894E-01   3.591108795E-01   1.021451764E+01   1.312328925E+01   1.646838553E+01   7.594145399E-01   6.791681967E-01   4.095112093E-01   1.050166687E+01   1.407376406E+01   1.628930724E+01   5.617390807E-01   5.578081343E-01   3.536845573E-01   9.928842675E+00   1.243509644E+01   1.575858250E+01
   9.767880291E-02   5.150949267E-01   5.444440338E-01   3.560376379E-01   1.024928838E+01   1.315890842E+01   1.648343115E+01   7.603615765E-01   7.057969877E-01   5.729262260E-01   1.045264773E+01   1.273238839E+01   1.752383706E+01   5.746248319E-01   5.548493876E-01   3.859675043E-01   9.832343878E+00   1.271569157E+01   1.698349351E+01
   9.967879951E-02   5.057089210E-01   5.309445497E-01   3.495029490E-01   1.027017994E+01   1.324047276E+01   1.655259228E+01   5.980632368E-01   6.457748984E-01   4.477715167E-01   1.066553359E+01   1.353568253E+01   1.784888578E+01   5.603318063E-01   5.341200567E-01   3.262327972E-01   1.010818932E+01   1.320559308E+01   1.637723256E+01
   1.016788036E-01   5.008519447E-01   5.277625053E-01   3.457957626E-01   1.027050197E+01   1.322578737E+01   1.651158607E+01   6.526336971E-01   7.036547795E-01   5.267003334E-01   1.091434535E+01   1.348788643E+01   1.640357278E+01   4.325078642E-01   6.339265610E-01   3.750716554E-01   1.023799194E+01   1.215460049E+01   1.532616485E+01
   1.036788002E-01   4.978322961E-01   5.226624394E-01   3.431863775E-01   1.029545402E+01   1.324880382E+01   1.649192709E+01   6.775200217E-01   6.253902305E-01   3.550333278E-01   9.646021196E+00   1.474948330E+01   1.788142946E+01   5.193220591E-01   4.694813649E-01   3.337348594E-01   1.025726967E+01   1.298871560E+01   1.620928288E+01
   1.056788042E-01   4.994603031E-01   5.171843787E-01   3.426595233E-01   1.034601576E+01   1.331937541E+01   1.645765069E+01   6.427005418E-01   6.304472900E-01   4.033299238E-01   9.989576475E+00   1.416519501E+01   1.808048268E+01   4.181875438E-01   4.848289639E-01   3.277566601E-01   9.707383216E+00   1.303004277E+01   1.624532056E+01
   1.076788008E-01   4.909107348E-01   5.088736762E-01   3.391700684E-01   1.030689205E+01   1.330710233E+01   1.638356310E+01   5.407495228E-01   5.445536058E-01   3.899608688E-01   1.123939752E+01   1.495760933E+01   1.813867538E+01   4.092653810E-01   5.593215127E-01   2.919267294E-01   9.411730525E+00   1.363480955E+01   1.604035131E+01
   1.096286029E-01   4.857898862E-01   5.043829694E-01   3.370838970E-01   1.032401699E+01   1.331688536E+01   1.638325819E+01   5.110367643E-01   5.741549832E-01   3.231170614E-01   1.128388960E+01   1.316648504E+01   1.748132889E+01   4.391307949E-01   4.920844639E-01   3.429155368E-01   9.448398263E+00   1.324538536E+01   1.578560571E+01
   1.116285995E-01   4.859989007E-01   4.990781317E-01   3.337117861E-01   1.039367598E+01   1.337418450E+01   1.637809371E+01   6.988131430E-01   4.783043087E-01   4.254289944E-01   1.132760678E+01   1.321574753E+01   1.889048342E+01   4.394419071E-01   4.911534337E-01   3.440495483E-01   9.844565094E+00   1.365792259E+01   1.704728657E+01
   1.136286035E-01   4.786915094E-01   4.911181242E-01   3.295301452E-01   1.047021348E+01   1.341164912E+01   1.645637909E+01   8.379875451E-01   7.012828893E-01   4.156344102E-01   1.086812649E+01   1.172777523E+01   1.655801143E+01   5.170900331E-01   5.718314268E-01   3.450718292E-01   1.025650503E+01   1.287684501E+01   1.687395155E+01
   1.156286001E-01   4.831784488E-01   4.999769648E-01   3.286891250E-01   1.054583007E+01   1.349903574E+01   1.648353811E+01   8.297097642E-01   7.406837087E-01   4.281919592E-01   1.090110060E+01   1.280501723E+01   1.696652823E+01   4.673835415E-01   4.990459414E-01   3.932673539E-01   9.971580897E+00   1.317626748E+01   1.520576212E+01
   1.176286042E-01   4.726843513E-01   4.817221420E-01   3.239006121E-01   1.052662494E+01   1.343997910E+01   1.648418829E+01   7.438285916E-01   6.584668248E-01   3.623465978E-01   1.190749299E+01   1.425289927E+01   1.832658956E+01   3.905525483E-01   4.625076903E-01   2.816065535E-01   1.106232036E+01   1.354675441E+01   1.779939892E+01
   1.196286008E-01   4.533847722E-01   4.639538618E-01   3.169125721E-01   1.051362001E+01   1.346433488E+01   1.650948229E+01   7.966608493E-01   6.967225190E-01   4.254149101E-01   1.101245078E+01   1.466524886E+01   1.898111503E+01   4.269986050E-01   4.422590772E-01   2.744100293E-01   1.026804432E+01   1.292113282E+01   1.591012863E+01
   1.215288043E-01   4.563985963E-01   4.623757211E-01   3.200243388E-01   1.051617931E+01   1.348241011E+01   1.642965364E+01   7.614955182E-01   8.333936941E-01   4.911432637E-01   1.082523488E+01   1.372263271E+01   1.679604914E+01   4.415774750E-01   4.221398088E-01   3.288199357E-01   1.007822410E+01   1.249717194E+01   1.618710170E+01
   1.235288009E-01   4.438091543E-01   4.538360273E-01   3.160594225E-01   1.047866538E+01   1.344789313E+01   1.635307805E+01   8.746209262E-01   8.952037526E-01   5.236463517E-01   1.057928385E+01   1.246087600E+01   1.572843318E+01   3.834011601E-01   5.261764891E-01   3.237872354E-01   1.012869346E+01   1.294317680E+01   1.563263125E+01
   1.255287975E-01   4.415532748E-01   4.471926955E-01   3.129201765E-01   1.061413882E+01   1.359431684E+01   1.654074311E+01   7.469710281E-01   6.249844076E-01   4.455917738E-01   1.033730004E+01   1.344126146E+01   1.664752462E+01   4.176719474E-01   4.486911187E-01   3.067185586E-01   9.658658424E+00   1.256545311E+01   1.599275465E+01
   1.275288016E-01   4.275244354E-01   4.337881153E-01   3.059899601E-01   1.055407350E+01   1.359250436E+01   1.636868793E+01   7.311376439E-01   6.370842351E-01   4.316070646E-01   1.061628960E+01   1.355831091E+01   1.581595273E+01   4.163516250E-01   4.290201357E-01   3.340311534E-01   9.997718820E+00   1.237749368E+01   1.620787680E+01
   1.295287907E-01   4.199564855E-01   4.193264363E-01   3.005908339E-01   1.052873427E+01   1.349632556E+01   1.631853591E+01   7.628355166E-01   5.878988617E-01   3.764862341E-01   1.132548794E+01   1.417284190E+01   1.729344765E+01   3.946463900E-01   4.397173718E-01   3.171697567E-01   1.056809248E+01   1.322694157E+01   1.551732342E+01
   1.315287948E-01   4.293898135E-01   4.166808888E-01   3.000028279E-01   1.067540051E+01   1.361049158E+01   1.653063146E+01   6.212667174E-01   4.758464100E-01   4.146947827E-01   1.133514903E+01   1.440661944E+01   1.765291372E+01   3.683112719E-01   3.529427737E-01   3.050401530E-01   1.005581807E+01   1.282252436E+01   1.742647420E+01
   1.334879994E-01   4.092739794E-01   4.146709939E-01   2.977085049E-01   1.050888071E+01   1.350628004E+01   1.629499349E+01   6.132489540E-01   5.397767640E-01   3.852687423E-01   1.167446329E+01   1.449778196E+01   1.831977843E+01   4.175312094E-01   4.433972127E-01   2.771277881E-01   1.035551589E+01   1.364435774E+01   1.569736068E+01
   1.354880035E-01   4.055694262E-01   4.007827251E-01   2.909853418E-01   1.064335876E+01   1.360373065E+01   1.632111673E+01   4.622581225E-01   4.242239324E-01   3.030126461E-01   1.185769793E+01   1.613479115E+01   1.922029891E+01   4.248385381E-01   5.104496281E-01   2.931965336E-01   9.650733881E+00   1.139835768E+01   1.479446872E+01
   1.374880075E-01   4.060369220E-01   3.922562420E-01   2.912755592E-01   1.057685648E+01   1.352099854E+01   1.633006301E+01   8.654897011E-01   7.849956423E-01   6.512031119E-01   1.120114035E+01   1.590004851E+01   1.813580359E+01   3.395199677E-01   4.027146191E-01   3.127296444E-01   1.005129762E+01   1.276617265E+01   1.582864627E+01
   1.392881870E-01   3.805644620E-01   3.795980141E-01   2.828986789E-01   1.044078099E+01   1.351175293E+01   1.629765410E+01   5.816975158E-01   6.537839247E-01   4.555663082E-01   9.533912554E+00   1.505847427E+01   1.860606302E+01   3.356927138E-01   5.302380733E-01   3.273382557E-01   9.754040269E+00   1.211458268E+01   1.553818668E+01
