 #         t_pb[s]        <L_e>[B/s]       <L_ae>[B/s]        <L_x>[B/s]        <E_e>[MeV]       <E_ae>[MeV]        <E_x>[MeV]    L_e(pole)[B/s]   L_ae(pole)[B/s]    L_x(pole)[B/s]    E_e(pole)[MeV]   E_ae(pole)[MeV]    E_x(pole)[MeV]     L_e(equ)[B/s]    L_ae(equ)[B/s]     L_x(equ)[B/s]     E_e(equ)[MeV]    E_ae(equ)[MeV]     E_x(equ)[MeV]
  -1.327870693E-02   3.223480507E-01   4.058302885E-07   6.365656192E-08   7.575063466E+00   6.687027692E+00   6.070999709E+00   3.436407897E-01   4.457550101E-07   6.909708383E-08   7.707398421E+00   6.941325778E+00   6.344567166E+00   3.284978147E-01   4.314094329E-07   6.456186351E-08   7.517693887E+00   6.677981899E+00   5.896424090E+00
  -1.227670629E-02   3.523264580E-01   3.968970181E-07   6.266788361E-08   7.646087151E+00   6.695394827E+00   6.073071659E+00   3.435431434E-01   4.018642416E-07   6.922330705E-08   7.469522675E+00   6.640112731E+00   6.237877688E+00   3.839614208E-01   4.154252076E-07   6.257979605E-08   7.727004155E+00   6.874153418E+00   6.021652670E+00
  -1.127470657E-02   3.894815622E-01   3.875553242E-07   6.139871789E-08   7.743742656E+00   6.693899321E+00   6.042104406E+00   4.006965483E-01   4.082629845E-07   5.932344774E-08   7.864339268E+00   6.531937700E+00   5.725433675E+00   4.305133487E-01   4.151969001E-07   6.558403955E-08   7.730711470E+00   6.788078851E+00   6.016029931E+00
  -1.027270686E-02   4.286579710E-01   3.793299439E-07   6.147617367E-08   7.826976675E+00   6.690872825E+00   6.099571237E+00   4.687403851E-01   4.099259964E-07   6.839180527E-08   7.806931589E+00   6.715830313E+00   6.322106474E+00   4.723011911E-01   4.152986553E-07   6.180729594E-08   8.039373625E+00   6.735626320E+00   6.180378729E+00
  -9.270707145E-03   4.744282727E-01   3.730397329E-07   5.973960482E-08   7.912239944E+00   6.693462603E+00   6.017212845E+00   5.668426568E-01   4.374447835E-07   5.484930802E-08   8.164844519E+00   6.869762449E+00   5.431804114E+00   5.118492139E-01   3.914378211E-07   6.756407391E-08   7.799563751E+00   6.553939062E+00   6.182169970E+00
  -8.268706501E-03   5.299086647E-01   3.678469682E-07   5.883071371E-08   8.020938762E+00   6.694467114E+00   5.980194489E+00   5.873444375E-01   3.916254332E-07   6.201886784E-08   8.086648505E+00   6.607306527E+00   5.731806965E+00   5.764328617E-01   3.923832141E-07   5.946828969E-08   8.169431428E+00   6.808873845E+00   5.677105846E+00
  -7.266706321E-03   5.989713421E-01   3.603548332E-07   5.877800983E-08   8.137118821E+00   6.682608065E+00   6.013919970E+00   6.102206596E-01   4.225259044E-07   6.669020609E-08   7.873802013E+00   6.862793843E+00   6.083766924E+00   6.732951578E-01   3.563618221E-07   6.165271759E-08   8.180526666E+00   6.578083629E+00   5.969097753E+00
  -6.264706608E-03   6.829652375E-01   3.519764239E-07   5.785371660E-08   8.259786791E+00   6.690116992E+00   5.978110930E+00   6.825007535E-01   3.666307272E-07   6.362643599E-08   8.072667897E+00   6.435392486E+00   5.828673603E+00   6.771420179E-01   3.712631365E-07   6.230148587E-08   8.308868573E+00   6.718038739E+00   6.133495591E+00
  -5.262706894E-03   7.821586640E-01   3.422007808E-07   5.648438397E-08   8.405869782E+00   6.671763124E+00   5.876649895E+00   7.885602577E-01   4.094844796E-07   5.704795931E-08   8.460989856E+00   6.887719485E+00   5.496409367E+00   8.823408579E-01   3.504726883E-07   5.703972691E-08   8.410305900E+00   6.653421456E+00   5.575323834E+00
  -4.704706836E-03   8.463499268E-01   3.362170189E-07   5.662213122E-08   8.486143372E+00   6.660659151E+00   5.870795251E+00   8.180802748E-01   3.703863690E-07   6.492983022E-08   8.289086896E+00   6.619079088E+00   6.013999550E+00   8.183612613E-01   3.371565280E-07   6.279821301E-08   8.736498944E+00   6.386757560E+00   5.880121716E+00
  -4.503151402E-03   8.750575723E-01   3.342330325E-07   5.634490695E-08   8.524710290E+00   6.658825842E+00   5.838470398E+00   8.573640164E-01   3.630625975E-07   6.082783590E-08   8.753178926E+00   6.402648023E+00   5.828819062E+00   8.618193313E-01   3.518268351E-07   6.272437553E-08   8.491572137E+00   6.503077234E+00   5.855998678E+00
  -4.301595502E-03   8.987240894E-01   3.326352439E-07   5.637742954E-08   8.563082787E+00   6.655003174E+00   5.819717135E+00   9.891191844E-01   3.552650462E-07   6.256405617E-08   8.523385032E+00   6.479461870E+00   5.957462289E+00   9.976353845E-01   3.469926486E-07   6.158337543E-08   8.642483031E+00   6.475719644E+00   5.604264519E+00
  -4.100040533E-03   9.274570819E-01   3.304929605E-07   5.681244804E-08   8.588343157E+00   6.652077246E+00   5.828670158E+00   9.714674255E-01   3.570934394E-07   6.495793121E-08   8.548714082E+00   6.542610262E+00   5.945009395E+00   1.059316762E+00   3.437540816E-07   6.526372578E-08   8.722757753E+00   6.615882709E+00   5.959504642E+00
  -3.898484865E-03   9.570336105E-01   3.277355554E-07   5.715569832E-08   8.629762727E+00   6.647235614E+00   5.820985664E+00   1.101884203E+00   3.592946904E-07   7.103408138E-08   8.817995086E+00   6.581941935E+00   6.194529520E+00   9.255544276E-01   3.358924043E-07   6.607166356E-08   8.599375357E+00   6.475188921E+00   6.056840912E+00
  -3.696929431E-03   9.886257849E-01   3.252626840E-07   5.708400583E-08   8.671237943E+00   6.632033399E+00   5.770970544E+00   1.069974961E+00   3.569388569E-07   5.603810271E-08   8.733284350E+00   6.544695314E+00   5.271172630E+00   1.071111629E+00   3.361730392E-07   5.847995149E-08   8.705141608E+00   6.632122703E+00   5.721315092E+00
  -3.495373996E-03   1.015543380E+00   3.228303002E-07   5.712415236E-08   8.705354542E+00   6.632573603E+00   5.725843559E+00   1.044570559E+00   3.502148175E-07   5.856880811E-08   8.391404034E+00   6.613031251E+00   5.432066537E+00   1.096897669E+00   3.300766955E-07   5.679396304E-08   8.663305889E+00   6.523771427E+00   5.392520243E+00
  -3.293818561E-03   1.045145124E+00   3.203744114E-07   5.734390946E-08   8.744570343E+00   6.622252612E+00   5.660006770E+00   1.205406859E+00   3.551349943E-07   6.094092311E-08   8.902187834E+00   6.421030707E+00   5.442605579E+00   1.198912994E+00   3.115806211E-07   5.680627831E-08   8.856278492E+00   6.562575673E+00   5.262689777E+00
  -3.092262894E-03   1.080797260E+00   3.185299776E-07   5.804527805E-08   8.790831873E+00   6.612852133E+00   5.613750674E+00   9.985002221E-01   3.158959329E-07   6.696492501E-08   8.662884321E+00   6.459059201E+00   5.794762257E+00   1.141409020E+00   3.609770001E-07   6.402299947E-08   8.807634296E+00   6.605140656E+00   5.866363154E+00
  -2.890707459E-03   1.114995658E+00   3.159422556E-07   5.840732927E-08   8.836894124E+00   6.598506711E+00   5.494348583E+00   1.110562564E+00   3.329140412E-07   6.520419085E-08   8.764586288E+00   6.648357292E+00   5.627912559E+00   1.185076851E+00   3.398684878E-07   6.054965070E-08   8.936451708E+00   6.448513689E+00   5.299599236E+00
  -2.690679161E-03   1.144176915E+00   3.131109045E-07   5.968022837E-08   8.882585255E+00   6.578391045E+00   5.386908407E+00   1.218793703E+00   3.497596690E-07   6.884480403E-08   8.964695606E+00   6.534371099E+00   5.573371189E+00   1.230805111E+00   3.304290556E-07   6.404474284E-08   9.142187842E+00   6.501786943E+00   5.255288072E+00
  -2.490650630E-03   1.176147156E+00   3.108185504E-07   6.143115704E-08   8.922970212E+00   6.565520996E+00   5.241435562E+00   1.395625969E+00   3.756910023E-07   6.461724891E-08   9.156783888E+00   6.823275458E+00   5.161444842E+00   1.263892050E+00   3.383044314E-07   6.119106565E-08   8.982577787E+00   6.434087295E+00   4.891442001E+00
  -2.290622098E-03   1.212853729E+00   3.090326861E-07   6.442057882E-08   8.972290125E+00   6.549684716E+00   5.096770665E+00   1.307855127E+00   3.549594474E-07   6.561771074E-08   8.861120885E+00   6.624603806E+00   4.914417773E+00   1.426232957E+00   3.437583812E-07   7.043324102E-08   9.175919923E+00   6.580095468E+00   5.022472189E+00
  -2.090593567E-03   1.249448160E+00   3.063292187E-07   6.829782227E-08   9.022454929E+00   6.527776644E+00   4.904196011E+00   1.275212314E+00   3.061156393E-07   7.103380641E-08   8.804862526E+00   6.256703261E+00   4.737189303E+00   1.265113573E+00   3.308525077E-07   7.286765730E-08   8.986420121E+00   6.534046887E+00   4.854655923E+00
  -1.890565036E-03   1.281609844E+00   3.045228572E-07   7.458585820E-08   9.081103139E+00   6.502794880E+00   4.736936053E+00   1.146427007E+00   3.061578345E-07   8.453226282E-08   8.722537449E+00   6.114977520E+00   4.696249511E+00   1.357838446E+00   3.272244181E-07   8.151617066E-08   9.171257473E+00   6.626430045E+00   4.642235456E+00
  -1.690536505E-03   1.312660640E+00   3.029104240E-07   8.318351634E-08   9.125142634E+00   6.474841317E+00   4.590107419E+00   1.085456483E+00   3.074376897E-07   9.193410053E-08   8.570188005E+00   6.355674006E+00   4.470009009E+00   1.464361858E+00   2.953912857E-07   8.855699921E-08   9.297230011E+00   6.381757132E+00   4.576844158E+00
  -1.490507973E-03   1.344061546E+00   3.010571294E-07   9.602860419E-08   9.170584113E+00   6.442208361E+00   4.435406486E+00   1.489598367E+00   3.180034945E-07   9.372656444E-08   9.356674581E+00   6.430038165E+00   4.427280426E+00   1.388823997E+00   3.189335893E-07   1.016256376E-07   9.055029048E+00   6.296351799E+00   4.443009721E+00
  -1.290361164E-03   1.369155905E+00   2.990362176E-07   1.142955036E-07   9.222668895E+00   6.408217384E+00   4.268840262E+00   1.576682120E+00   3.077148250E-07   1.266895357E-07   9.323259698E+00   6.320637076E+00   4.115748232E+00   1.409682847E+00   3.184594429E-07   1.203330547E-07   9.162898268E+00   6.461204538E+00   4.313303484E+00
  -1.090332633E-03   1.398652720E+00   2.974667895E-07   1.431141355E-07   9.271924867E+00   6.376167025E+00   4.133561020E+00   1.501830230E+00   3.480165661E-07   1.652729212E-07   9.333453370E+00   6.461407417E+00   4.264403411E+00   1.492992713E+00   3.269366840E-07   1.553184472E-07   9.221339739E+00   6.496745322E+00   4.047929788E+00
  -8.903041598E-04   1.425858859E+00   2.976049998E-07   1.916494015E-07   9.311450869E+00   6.330987268E+00   4.059506746E+00   1.604576959E+00   3.380670916E-07   2.328323290E-07   9.381018971E+00   6.223158336E+00   4.031076594E+00   1.467334165E+00   3.336092292E-07   2.397996242E-07   9.188810165E+00   6.419613880E+00   4.019259176E+00
  -4.902899964E-04   1.439594748E+00   3.029988636E-07   3.968349924E-07   9.361186167E+00   6.112862202E+00   3.873960251E+00   1.665594383E+00   3.519151585E-07   4.535678597E-07   9.336701657E+00   6.154202460E+00   3.781394978E+00   1.572851756E+00   3.101548490E-07   4.461585978E-07   9.301075091E+00   5.806276314E+00   3.924106462E+00
  -9.027999477E-05   1.411462859E+00   3.495363705E-07   1.043434077E-06   9.408231676E+00   5.401843407E+00   3.825490301E+00   1.612236289E+00   3.813875913E-07   1.193820957E-06   9.705052798E+00   5.243788568E+00   3.809075547E+00   1.718254624E+00   3.747087468E-07   9.064926587E-07   9.537314759E+00   5.125757463E+00   3.648705526E+00
   3.098000016E-04   1.368917323E+00   5.184560839E-07   3.543738327E-06   9.474119589E+00   4.753104601E+00   3.839848468E+00   1.389260714E+00   4.872206196E-07   3.999068164E-06   9.503220240E+00   4.591523100E+00   3.789608078E+00   1.376186451E+00   6.277855857E-07   3.953521583E-06   9.494865347E+00   4.612571909E+00   3.865614259E+00
   7.099999930E-04   1.313850172E+00   8.394540839E-07   1.790804287E-05   9.536800914E+00   4.466401997E+00   3.742493836E+00   1.319897708E+00   9.801458605E-07   2.006519905E-05   9.465893216E+00   4.394851390E+00   3.618730241E+00   1.296408908E+00   9.395435867E-07   1.897550685E-05   9.457322004E+00   4.506621767E+00   3.475363499E+00
   1.110200072E-03   1.226214288E+00   1.125900994E-06   1.890564770E-04   9.594693702E+00   4.321953437E+00   3.948240618E+00   1.323446667E+00   1.286015461E-06   2.015694675E-04   9.701704403E+00   4.194292085E+00   3.921104843E+00   1.218279819E+00   1.094386938E-06   2.189847306E-04   9.794380213E+00   4.356905262E+00   3.995764348E+00
   1.510400092E-03   1.125533504E+00   2.377791248E-05   1.883710285E-04   9.650521311E+00   3.121980754E+00   3.932326108E+00   1.353719686E+00   3.809053925E-05   1.849955813E-04   9.731871381E+00   3.249276886E+00   4.295390616E+00   1.116197324E+00   3.486430793E-05   1.711680937E-04   9.585931270E+00   3.277200076E+00   4.129303976E+00
   1.910199993E-03   1.023103368E+00   1.517307375E-04   2.068325277E-03   9.676862685E+00   5.415181269E+00   4.519864743E+00   1.184119260E+00   1.990638523E-04   2.167336871E-03   9.801639476E+00   5.875909916E+00   4.654204080E+00   9.370523007E-01   1.769688924E-04   2.261286026E-03   9.533998564E+00   5.744109096E+00   4.790210161E+00
   2.310399897E-03   9.356280398E-01   7.896891253E-04   4.487753691E-03   9.549515104E+00   7.605650837E+00   6.326733120E+00   9.399264719E-01   1.029873765E-03   4.767719139E-03   9.503449011E+00   7.983574875E+00   7.701710446E+00   8.995601630E-01   7.878986030E-04   4.371508180E-03   9.656820802E+00   7.749108380E+00   7.649036092E+00
   2.710599918E-03   8.451351120E-01   1.298334674E-03   1.151987435E-02   9.279053748E+00   8.049507373E+00   8.337165477E+00   8.460167717E-01   1.487181532E-03   1.237209438E-02   9.128670375E+00   8.462168264E+00   8.953342945E+00   9.015276982E-01   1.604542686E-03   1.376353605E-02   9.259246317E+00   8.605009342E+00   9.214865376E+00
   3.110799938E-03   9.036294942E-01   1.553869661E-03   1.908555809E-02   9.249634279E+00   8.025179108E+00   9.484082386E+00   9.454866512E-01   1.758083675E-03   2.199954790E-02   8.677295160E+00   7.853685831E+00   9.988402257E+00   9.634907617E-01   1.590351651E-03   2.407772589E-02   9.240242170E+00   8.574839703E+00   9.950674982E+00
   3.510999959E-03   1.110640244E+00   1.530662513E-03   3.266663876E-02   9.469176698E+00   7.862373793E+00   1.129112656E+01   1.173062787E+00   1.673708110E-03   3.629897128E-02   9.387959066E+00   7.766985820E+00   1.183824963E+01   1.239167327E+00   1.658336332E-03   3.006590952E-02   9.561909929E+00   8.222165948E+00   1.189183459E+01
   3.911199979E-03   1.354963268E+00   1.512488017E-03   5.386120601E-02   9.747108084E+00   7.830182088E+00   1.339111497E+01   1.355995398E+00   1.635697980E-03   5.949054317E-02   9.622014729E+00   8.288574908E+00   1.401387717E+01   1.337834857E+00   1.516064486E-03   5.993888976E-02   9.681959768E+00   8.114048650E+00   1.447136138E+01
   4.311400000E-03   1.727150705E+00   1.542713903E-03   7.940167668E-02   1.030852759E+01   7.899751774E+00   1.526145342E+01   1.931976794E+00   1.711590187E-03   8.381391171E-02   1.041296409E+01   7.887934209E+00   1.563052440E+01   1.726085622E+00   1.442238614E-03   8.274355902E-02   1.001070547E+01   7.953646680E+00   1.606531253E+01
   4.711600021E-03   2.323295613E+00   1.622859890E-03   1.059456510E-01   1.135683012E+01   7.965673725E+00   1.655229912E+01   2.801905104E+00   1.595124999E-03   1.063587951E-01   1.125820018E+01   7.946100279E+00   1.612513390E+01   2.396441744E+00   1.708373006E-03   1.172773168E-01   1.139515582E+01   7.928049002E+00   1.690356227E+01
   5.111800041E-03   3.019155264E+00   1.937573839E-03   1.305267465E-01   1.241450624E+01   8.355619812E+00   1.738242831E+01   3.343591319E+00   1.761987131E-03   1.418778407E-01   1.276768493E+01   8.134417974E+00   1.699627792E+01   3.215785480E+00   2.006291357E-03   1.318511543E-01   1.228827567E+01   8.603294587E+00   1.710986963E+01
   5.512000062E-03   3.666794784E+00   2.700178569E-03   1.487504615E-01   1.346898573E+01   9.001313060E+00   1.785372613E+01   4.201189491E+00   2.683973401E-03   1.725854018E-01   1.394561874E+01   9.113199927E+00   1.709625091E+01   4.033211238E+00   3.183950517E-03   1.443142810E-01   1.323020473E+01   8.894311495E+00   1.727891234E+01
   5.912200082E-03   4.241499123E+00   4.177051549E-03   1.630585955E-01   1.434937939E+01   9.703112045E+00   1.789417985E+01   4.416412073E+00   4.629256142E-03   1.893908109E-01   1.469177409E+01   1.013957513E+01   1.789758116E+01   4.361610742E+00   4.441974893E-03   1.608011251E-01   1.417398615E+01   9.592840765E+00   1.824571596E+01
   6.312399637E-03   4.743019737E+00   6.730414230E-03   1.738244761E-01   1.503930612E+01   1.035732758E+01   1.779092022E+01   5.308116145E+00   6.955593625E-03   1.847843085E-01   1.500590174E+01   1.068012788E+01   1.801529649E+01   5.090085654E+00   6.435857456E-03   1.758298358E-01   1.541336239E+01   1.025047398E+01   1.817178238E+01
   6.712600123E-03   5.178916828E+00   1.051064578E-02   1.823568875E-01   1.550427838E+01   1.083183812E+01   1.766987504E+01   5.990335352E+00   1.189393119E-02   1.944266043E-01   1.551626239E+01   1.107150751E+01   1.780665987E+01   5.292895339E+00   1.065267558E-02   1.765066325E-01   1.564212916E+01   1.098726876E+01   1.765187792E+01
   7.112800144E-03   5.508376346E+00   1.494888337E-02   1.891077736E-01   1.577831927E+01   1.110818719E+01   1.769229381E+01   6.054375130E+00   1.815725406E-02   2.110928656E-01   1.541104818E+01   1.120229230E+01   1.753927893E+01   5.923588597E+00   1.501972454E-02   1.937096691E-01   1.554324282E+01   1.136039654E+01   1.791394313E+01
   7.513000164E-03   5.710460736E+00   1.902474108E-02   1.929670840E-01   1.585859983E+01   1.122507953E+01   1.781705845E+01   6.531093892E+00   2.353456380E-02   2.098295793E-01   1.612372380E+01   1.128700669E+01   1.821510720E+01   5.357821972E+00   2.038106387E-02   2.111832077E-01   1.547456716E+01   1.136433402E+01   1.850436982E+01
   7.913200185E-03   5.681611581E+00   2.259888794E-02   1.932014372E-01   1.571621153E+01   1.125509762E+01   1.798377859E+01   6.179498316E+00   2.604569354E-02   2.025865909E-01   1.608379074E+01   1.143354749E+01   1.731916985E+01   6.042332688E+00   2.143628164E-02   1.832155192E-01   1.541011822E+01   1.115166332E+01   1.926124661E+01
   8.313400671E-03   5.417834274E+00   2.569890474E-02   1.912959862E-01   1.542705533E+01   1.121114697E+01   1.820537551E+01   5.675264118E+00   3.394170485E-02   2.012628086E-01   1.491400181E+01   1.130810931E+01   1.810081197E+01   5.028660030E+00   2.737448005E-02   1.901086023E-01   1.512792120E+01   1.110664820E+01   1.904461163E+01
   8.713600226E-03   5.068529004E+00   2.868000803E-02   1.880367260E-01   1.508050926E+01   1.114713547E+01   1.840545499E+01   5.660465491E+00   3.577745547E-02   1.960230903E-01   1.460856201E+01   1.102017217E+01   1.771271141E+01   5.791870475E+00   2.755693348E-02   2.032397624E-01   1.456838484E+01   1.090741207E+01   1.899554858E+01
   9.113799781E-03   4.695018221E+00   3.211464646E-02   1.856819716E-01   1.470961295E+01   1.108078239E+01   1.848243505E+01   4.998550570E+00   3.829190095E-02   1.990914184E-01   1.479029560E+01   1.110445417E+01   1.821262627E+01   5.104289875E+00   3.501848808E-02   1.913393515E-01   1.428035012E+01   1.043755847E+01   1.863075702E+01
   9.514000267E-03   4.327558605E+00   3.638433051E-02   1.854139019E-01   1.437752576E+01   1.106317836E+01   1.849464406E+01   4.408413881E+00   3.799933765E-02   2.012849311E-01   1.441785043E+01   1.101345227E+01   1.843065744E+01   4.297399017E+00   4.157248921E-02   1.909906870E-01   1.438555832E+01   1.086057900E+01   1.753629418E+01
   9.914199822E-03   3.988473174E+00   4.272463167E-02   1.884755187E-01   1.408983099E+01   1.108293712E+01   1.844061625E+01   4.106373993E+00   3.973730432E-02   1.963985255E-01   1.380186459E+01   1.120482281E+01   1.902401967E+01   4.002663104E+00   4.603191928E-02   1.869994194E-01   1.373158677E+01   1.102434854E+01   1.756741360E+01
   1.031439938E-02   3.790487380E+00   4.932894432E-02   1.938754425E-01   1.390456421E+01   1.113322244E+01   1.836068961E+01   3.413911776E+00   4.465198770E-02   1.909555812E-01   1.430870294E+01   1.123397874E+01   1.859566532E+01   4.207195055E+00   4.330077949E-02   1.993538997E-01   1.357087698E+01   1.118460271E+01   1.807497604E+01
   1.071459986E-02   3.727068853E+00   5.355933561E-02   2.028055121E-01   1.389255698E+01   1.112122727E+01   1.827118678E+01   3.426537440E+00   4.956928786E-02   2.006978299E-01   1.426356780E+01   1.143314396E+01   1.901713233E+01   3.949966796E+00   5.908401255E-02   2.069379687E-01   1.364114165E+01   1.102121475E+01   1.859960975E+01
   1.111480035E-02   3.696330245E+00   5.582478717E-02   2.140158440E-01   1.393744426E+01   1.105624664E+01   1.819038464E+01   3.694515323E+00   5.805907117E-02   2.087532154E-01   1.453532978E+01   1.122665947E+01   1.883708833E+01   3.889542658E+00   5.332972885E-02   2.246158342E-01   1.389617124E+01   1.107400857E+01   1.778971764E+01
   1.151499990E-02   3.664016727E+00   5.685111657E-02   2.278444219E-01   1.400750593E+01   1.095166794E+01   1.813043220E+01   3.566954404E+00   5.325253181E-02   2.330579608E-01   1.442766538E+01   1.103833732E+01   1.981406034E+01   4.003787889E+00   5.402503959E-02   2.509903218E-01   1.421022282E+01   1.067685854E+01   1.815060593E+01
   1.191520039E-02   3.618137342E+00   5.739396306E-02   2.421332307E-01   1.411625740E+01   1.086778083E+01   1.810292135E+01   3.305100351E+00   6.638894290E-02   2.505630579E-01   1.480015697E+01   1.106056359E+01   1.979969642E+01   3.564849940E+00   6.240859233E-02   2.550984750E-01   1.413967815E+01   1.092302789E+01   1.799556521E+01
   1.231539994E-02   3.506683073E+00   5.940905685E-02   2.558690900E-01   1.415327679E+01   1.082549808E+01   1.802690494E+01   3.329392410E+00   6.256902815E-02   2.522204769E-01   1.476814839E+01   1.115735435E+01   1.884801654E+01   3.677417079E+00   6.228141008E-02   2.826419401E-01   1.402646367E+01   1.096098320E+01   1.833341109E+01
