 #         t_pb[s]        <L_e>[B/s]       <L_ae>[B/s]        <L_x>[B/s]        <E_e>[MeV]       <E_ae>[MeV]        <E_x>[MeV]    L_e(pole)[B/s]   L_ae(pole)[B/s]    L_x(pole)[B/s]    E_e(pole)[MeV]   E_ae(pole)[MeV]    E_x(pole)[MeV]     L_e(equ)[B/s]    L_ae(equ)[B/s]     L_x(equ)[B/s]     E_e(equ)[MeV]    E_ae(equ)[MeV]     E_x(equ)[MeV]
  -1.186074913E-01   5.991648592E-02   5.741804308E-08   1.139523085E-08   4.942051243E+00   4.798232995E+00   4.435165521E+00   6.147871109E-02   5.595131253E-08   1.062290668E-08   4.944642947E+00   4.867774761E+00   4.533460636E+00   6.141106812E-02   5.357217332E-08   1.086548654E-08   4.927159885E+00   4.869958500E+00   4.571868389E+00
  -1.176054850E-01   5.615471004E-02   6.080549508E-08   1.182324092E-08   4.922203275E+00   4.794494622E+00   4.371730799E+00   5.722451219E-02   5.805924908E-08   1.135091079E-08   4.927122842E+00   4.848310138E+00   4.448516065E+00   5.662216468E-02   5.643055831E-08   1.128207899E-08   4.938368650E+00   4.825487089E+00   4.400856199E+00
  -1.166034862E-01   5.292372934E-02   6.606314821E-08   1.294619722E-08   4.909299706E+00   4.823156795E+00   4.436955209E+00   5.492335352E-02   6.366321933E-08   1.208530584E-08   4.903470235E+00   4.877028571E+00   4.397844969E+00   5.409272188E-02   6.331583779E-08   1.275823389E-08   4.897879410E+00   4.916034500E+00   4.588239249E+00
  -1.156014875E-01   5.012784881E-02   7.104185128E-08   1.397501218E-08   4.896601890E+00   4.847110651E+00   4.468912675E+00   5.085704255E-02   7.373906707E-08   1.361579001E-08   4.905175189E+00   4.845167306E+00   4.465669193E+00   4.924793566E-02   6.865450889E-08   1.312684219E-08   4.887895933E+00   4.877694929E+00   4.406678832E+00
  -1.145994887E-01   4.764284300E-02   7.363417560E-08   1.454362540E-08   4.881173525E+00   4.854305692E+00   4.491564571E+00   4.870220485E-02   7.329353413E-08   1.457884253E-08   4.863038806E+00   4.914289242E+00   4.534780037E+00   4.912995799E-02   6.992163222E-08   1.351117268E-08   4.892647896E+00   4.889423027E+00   4.564916559E+00
  -1.135974899E-01   4.538503110E-02   7.585437467E-08   1.498202015E-08   4.869028761E+00   4.857897240E+00   4.494225269E+00   4.495373374E-02   7.495257979E-08   1.460381783E-08   4.834841658E+00   4.890150660E+00   4.473516481E+00   4.633125387E-02   7.466274591E-08   1.461486241E-08   4.853970999E+00   4.867821926E+00   4.491678010E+00
  -1.125954911E-01   4.337330178E-02   7.869964990E-08   1.556056602E-08   4.860091696E+00   4.867676120E+00   4.510766254E+00   4.413519868E-02   7.651916925E-08   1.545952207E-08   4.848916865E+00   4.917425587E+00   4.532110344E+00   4.355484256E-02   7.184790599E-08   1.490434737E-08   4.844774968E+00   4.934004716E+00   4.597963388E+00
  -1.115934849E-01   4.144297978E-02   8.216964852E-08   1.625578537E-08   4.852584550E+00   4.876519487E+00   4.518341328E+00   4.217266554E-02   8.054617205E-08   1.476957408E-08   4.861876196E+00   4.956616872E+00   4.566936526E+00   4.209231002E-02   8.102660104E-08   1.553718100E-08   4.847974609E+00   4.926168955E+00   4.548574506E+00
  -1.105914861E-01   3.959311889E-02   8.506248603E-08   1.688088179E-08   4.840434355E+00   4.885022894E+00   4.544269625E+00   4.070963498E-02   8.095301770E-08   1.606846361E-08   4.833414787E+00   4.878993458E+00   4.524692618E+00   3.995118090E-02   7.879291205E-08   1.583736683E-08   4.843598100E+00   4.930965089E+00   4.546604016E+00
  -1.095894873E-01   3.793091483E-02   8.772676072E-08   1.742005123E-08   4.825305549E+00   4.886698100E+00   4.548025189E+00   3.875436677E-02   8.081683310E-08   1.696154592E-08   4.840464639E+00   4.867505907E+00   4.556909156E+00   3.760320860E-02   7.963924964E-08   1.660699435E-08   4.816767008E+00   4.881021105E+00   4.605445320E+00
  -1.085874885E-01   3.638818077E-02   9.029536826E-08   1.786888680E-08   4.805419974E+00   4.886778559E+00   4.545391009E+00   3.770236646E-02   8.656589111E-08   1.710079683E-08   4.856220628E+00   4.871614465E+00   4.573711321E+00   3.735099344E-02   8.825129213E-08   1.699917603E-08   4.837231367E+00   4.927863251E+00   4.576407857E+00
  -1.075854897E-01   3.498670610E-02   9.250745331E-08   1.811251700E-08   4.784769526E+00   4.875241587E+00   4.505889123E+00   3.509512813E-02   8.939816240E-08   1.793317976E-08   4.750167021E+00   4.852849094E+00   4.488153196E+00   3.528067669E-02   9.047649042E-08   1.765335724E-08   4.782933391E+00   4.896048870E+00   4.527137527E+00
  -1.065834910E-01   3.382517400E-02   9.408718165E-08   1.849955112E-08   4.764844379E+00   4.875574759E+00   4.513860421E+00   3.446512755E-02   9.392819996E-08   1.886120394E-08   4.749147327E+00   4.942165857E+00   4.632132406E+00   3.412830406E-02   9.408262416E-08   1.808192751E-08   4.755480422E+00   4.878868939E+00   4.532838220E+00
  -1.055814922E-01   3.287796303E-02   9.536892593E-08   1.879252983E-08   4.749594814E+00   4.889459250E+00   4.540284681E+00   3.358257980E-02   9.178605895E-08   1.869208558E-08   4.762354702E+00   4.886212073E+00   4.552718596E+00   3.293142441E-02   9.688454888E-08   1.844399697E-08   4.743632805E+00   4.935035153E+00   4.556801538E+00
  -1.045794860E-01   3.202635896E-02   9.633835866E-08   1.898767521E-08   4.739987093E+00   4.891095205E+00   4.540649560E+00   3.233420123E-02   9.706345364E-08   1.879306790E-08   4.725933867E+00   4.941596638E+00   4.505817445E+00   3.273568178E-02   9.695674904E-08   1.925520938E-08   4.756452670E+00   4.916684730E+00   4.571602802E+00
  -1.035774872E-01   3.128010603E-02   9.768960565E-08   1.910673716E-08   4.734477208E+00   4.892696861E+00   4.523182284E+00   3.211946405E-02   9.871593338E-08   1.983872045E-08   4.784123896E+00   4.941396254E+00   4.633084454E+00   3.216612477E-02   9.822395570E-08   1.899616368E-08   4.731581307E+00   4.916268619E+00   4.505859527E+00
  -1.025754884E-01   3.060753830E-02   9.910821689E-08   1.926715765E-08   4.730764819E+00   4.904398429E+00   4.516892645E+00   3.109447899E-02   1.006897434E-07   1.912567819E-08   4.733029164E+00   4.937365238E+00   4.490432532E+00   3.078944123E-02   1.016788899E-07   1.937369806E-08   4.722369835E+00   4.924303273E+00   4.538032486E+00
  -1.015734896E-01   2.995852539E-02   1.013310703E-07   1.986218566E-08   4.728969758E+00   4.917640096E+00   4.570288474E+00   2.926468711E-02   1.033263702E-07   2.020876401E-08   4.711033519E+00   4.911724503E+00   4.597633319E+00   3.077333649E-02   1.029484879E-07   2.028442629E-08   4.760474554E+00   4.940573102E+00   4.613682145E+00
  -1.005714908E-01   2.940430891E-02   1.042450203E-07   2.048912061E-08   4.729160645E+00   4.925542105E+00   4.586203390E+00   3.017977636E-02   1.074427046E-07   2.083320379E-08   4.713080160E+00   4.945419045E+00   4.569205499E+00   2.960092084E-02   1.077363880E-07   2.063419297E-08   4.731346426E+00   4.949770080E+00   4.538507947E+00
  -9.956949204E-02   2.885037759E-02   1.070368226E-07   2.084421900E-08   4.731121824E+00   4.932467554E+00   4.557987183E+00   2.875778198E-02   1.087466154E-07   2.139634842E-08   4.716216934E+00   4.961833606E+00   4.611475432E+00   2.916685948E-02   1.090552805E-07   2.094809288E-08   4.725382072E+00   4.951988397E+00   4.529430854E+00
  -9.856749326E-02   2.832760088E-02   1.110115285E-07   2.168132227E-08   4.732695043E+00   4.954540062E+00   4.603788868E+00   2.851364649E-02   1.153282042E-07   2.278223749E-08   4.741860681E+00   4.985283797E+00   4.648756981E+00   2.862808780E-02   1.151088874E-07   2.262741125E-08   4.760975016E+00   5.001408415E+00   4.678951025E+00
  -9.756547958E-02   2.782932813E-02   1.150649072E-07   2.243147958E-08   4.733607287E+00   4.971628868E+00   4.624936598E+00   2.798528949E-02   1.173348772E-07   2.279357787E-08   4.755352584E+00   5.010301042E+00   4.639358283E+00   2.742144876E-02   1.177039688E-07   2.276181271E-08   4.743751278E+00   4.964110104E+00   4.597798470E+00
  -9.656348079E-02   2.737771256E-02   1.192460055E-07   2.316045504E-08   4.736936844E+00   4.983251436E+00   4.624668136E+00   2.755982985E-02   1.221391838E-07   2.286869229E-08   4.743849003E+00   5.014782177E+00   4.610496255E+00   2.831402457E-02   1.218204782E-07   2.250015273E-08   4.788378099E+00   5.009428928E+00   4.575967738E+00
  -9.556148201E-02   2.686193101E-02   1.236381361E-07   2.391117389E-08   4.734860052E+00   5.001331134E+00   4.637951131E+00   2.742620614E-02   1.272741779E-07   2.476223643E-08   4.740432431E+00   5.013459620E+00   4.679639993E+00   2.662925619E-02   1.294712044E-07   2.383157087E-08   4.722602038E+00   5.017150504E+00   4.680655647E+00
  -9.455948323E-02   2.645059338E-02   1.277038396E-07   2.474989672E-08   4.734886224E+00   5.018530866E+00   4.661942903E+00   2.677674138E-02   1.388413444E-07   2.524110101E-08   4.733503019E+00   5.079693825E+00   4.699516798E+00   2.681755259E-02   1.286428648E-07   2.409566391E-08   4.752275235E+00   5.075756343E+00   4.651381720E+00
  -9.355748445E-02   2.630089661E-02   1.313605158E-07   2.533968411E-08   4.740530922E+00   5.028698727E+00   4.665061723E+00   2.719655028E-02   1.391974708E-07   2.423982469E-08   4.771642473E+00   5.098812855E+00   4.642442099E+00   2.611029817E-02   1.293991209E-07   2.624569154E-08   4.705838493E+00   5.036656363E+00   4.649671190E+00
  -9.255548567E-02   2.617658042E-02   1.348211085E-07   2.602728929E-08   4.745169138E+00   5.042795877E+00   4.682893232E+00   2.687910796E-02   1.359103593E-07   2.618191958E-08   4.768461207E+00   5.071359782E+00   4.654241032E+00   2.676747346E-02   1.387195166E-07   2.637373539E-08   4.748750187E+00   5.047081941E+00   4.731487812E+00
  -9.155348688E-02   2.609352065E-02   1.381116339E-07   2.641346974E-08   4.752286134E+00   5.048400042E+00   4.667108530E+00   2.659682609E-02   1.446340059E-07   2.764523739E-08   4.754864619E+00   5.044347602E+00   4.704047006E+00   2.697005509E-02   1.409118269E-07   2.643813644E-08   4.755132113E+00   5.025765271E+00   4.639113419E+00
  -9.055148065E-02   2.605793295E-02   1.415626298E-07   2.727648157E-08   4.759304150E+00   5.064660571E+00   4.706109347E+00   2.624304162E-02   1.419839890E-07   2.702143295E-08   4.774502120E+00   5.074071593E+00   4.674185430E+00   2.632308260E-02   1.415778349E-07   2.788292300E-08   4.754193067E+00   5.059001771E+00   4.744983809E+00
  -8.954948187E-02   2.604153528E-02   1.451707052E-07   2.807422777E-08   4.768447807E+00   5.074177901E+00   4.735319188E+00   2.671459844E-02   1.532100691E-07   2.968089462E-08   4.772573680E+00   5.095333154E+00   4.707332059E+00   2.660000860E-02   1.411101378E-07   2.898779385E-08   4.769751182E+00   5.080904790E+00   4.758220288E+00
  -8.854748309E-02   2.598924709E-02   1.479275661E-07   2.812662570E-08   4.774698458E+00   5.069566528E+00   4.680354600E+00   2.676338884E-02   1.529879109E-07   2.858375414E-08   4.813642203E+00   5.033722805E+00   4.745301688E+00   2.618698628E-02   1.474748678E-07   2.857632373E-08   4.770817124E+00   5.053485356E+00   4.669056698E+00
  -8.754548430E-02   2.596154645E-02   1.506343609E-07   2.854795964E-08   4.781748041E+00   5.072110272E+00   4.676519586E+00   2.624094470E-02   1.546807527E-07   3.085781565E-08   4.801411146E+00   5.070577881E+00   4.755813528E+00   2.606626078E-02   1.618115461E-07   2.903883391E-08   4.754343701E+00   5.076302229E+00   4.694172044E+00
  -8.654348552E-02   2.593301239E-02   1.526078050E-07   2.923006927E-08   4.785892652E+00   5.083192426E+00   4.717147193E+00   2.635676648E-02   1.526508323E-07   3.136212736E-08   4.766255569E+00   5.036121393E+00   4.739765921E+00   2.629612633E-02   1.582265516E-07   2.862745337E-08   4.776782392E+00   5.096504585E+00   4.648225101E+00
  -8.554148674E-02   2.588437661E-02   1.534078520E-07   2.951094100E-08   4.790473219E+00   5.084543890E+00   4.728945827E+00   2.588839653E-02   1.594621285E-07   2.974621015E-08   4.833267355E+00   5.126038828E+00   4.660520001E+00   2.647560476E-02   1.458132725E-07   3.031327308E-08   4.747268599E+00   5.057039966E+00   4.600329313E+00
  -8.453948796E-02   2.579680938E-02   1.529529587E-07   2.950557625E-08   4.793139189E+00   5.078497684E+00   4.718029272E+00   2.602595851E-02   1.604243530E-07   2.954955739E-08   4.828496800E+00   5.128728335E+00   4.781102746E+00   2.607429240E-02   1.633276579E-07   3.115890659E-08   4.797854850E+00   5.065623368E+00   4.732537931E+00
  -8.353748173E-02   2.577245133E-02   1.529518534E-07   2.921529626E-08   4.797688239E+00   5.070001823E+00   4.683567386E+00   2.608648072E-02   1.592122401E-07   3.004887591E-08   4.811939198E+00   5.100745546E+00   4.654706701E+00   2.624774876E-02   1.723715516E-07   2.958669694E-08   4.825215499E+00   5.123455421E+00   4.722620520E+00
  -8.253548294E-02   2.572293894E-02   1.526780142E-07   2.894741060E-08   4.801531961E+00   5.073525419E+00   4.664057782E+00   2.566562992E-02   1.645071578E-07   3.060997286E-08   4.763445013E+00   5.132970832E+00   4.783760388E+00   2.642599088E-02   1.680346588E-07   2.878210671E-08   4.830153116E+00   5.120303626E+00   4.661436752E+00
  -8.153348416E-02   2.571210154E-02   1.533172583E-07   2.909311904E-08   4.809037859E+00   5.083529578E+00   4.686461846E+00   2.612441522E-02   1.585064200E-07   3.026525352E-08   4.806355798E+00   5.032054115E+00   4.603555129E+00   2.656071766E-02   1.537787048E-07   2.730878795E-08   4.818560874E+00   5.068334935E+00   4.597703516E+00
  -8.053148538E-02   2.580980443E-02   1.544655232E-07   2.956811466E-08   4.818485825E+00   5.092337004E+00   4.724756656E+00   2.665307365E-02   1.509843375E-07   2.850321117E-08   4.852634239E+00   5.072301310E+00   4.567344401E+00   2.616434615E-02   1.620653174E-07   3.148376360E-08   4.829832409E+00   5.100927823E+00   4.712270101E+00
  -7.952948660E-02   2.597629978E-02   1.559957465E-07   2.990300512E-08   4.832008779E+00   5.101488163E+00   4.735314326E+00   2.646796194E-02   1.679742323E-07   2.946082160E-08   4.821976779E+00   5.117258217E+00   4.707582254E+00   2.553242340E-02   1.542308703E-07   3.083011045E-08   4.828223190E+00   5.072880076E+00   4.669026661E+00
  -7.852748781E-02   2.615787265E-02   1.579190863E-07   2.980610432E-08   4.844955328E+00   5.110923100E+00   4.694405530E+00   2.671428609E-02   1.624236935E-07   3.037674299E-08   4.851621705E+00   5.108521550E+00   4.752856830E+00   2.558075729E-02   1.552805682E-07   2.898480878E-08   4.828181991E+00   5.085365917E+00   4.593440021E+00
  -7.752548903E-02   2.643228117E-02   1.599368615E-07   3.020281690E-08   4.861188274E+00   5.128272502E+00   4.719468731E+00   2.713355328E-02   1.660238529E-07   3.183529467E-08   4.866795616E+00   5.089232760E+00   4.715963742E+00   2.675993548E-02   1.723394052E-07   2.858804116E-08   4.871478986E+00   5.112365888E+00   4.685050953E+00
  -7.652348280E-02   2.677524873E-02   1.623840504E-07   3.076895386E-08   4.879753026E+00   5.152484977E+00   4.766119796E+00   2.728550534E-02   1.624775041E-07   3.166101646E-08   4.881437226E+00   5.126110373E+00   4.761434808E+00   2.650926024E-02   1.655064281E-07   3.100653216E-08   4.869604696E+00   5.153633428E+00   4.640914139E+00
  -7.552148402E-02   2.717154270E-02   1.642012645E-07   3.113626262E-08   4.897671179E+00   5.173142807E+00   4.797991194E+00   2.799609079E-02   1.652206271E-07   3.240833609E-08   4.910197456E+00   5.223880473E+00   4.832554673E+00   2.730355409E-02   1.629545501E-07   3.215600630E-08   4.891523618E+00   5.154778848E+00   4.721686634E+00
  -7.451948524E-02   2.759272628E-02   1.661056631E-07   3.104292616E-08   4.916685293E+00   5.199540360E+00   4.784948366E+00   2.715669361E-02   1.829306904E-07   2.998406449E-08   4.904566657E+00   5.224565123E+00   4.734035004E+00   2.812122636E-02   1.693137641E-07   3.149524355E-08   4.939602599E+00   5.205981026E+00   4.708432283E+00
  -7.351748645E-02   2.799881692E-02   1.679897088E-07   3.106205892E-08   4.935466201E+00   5.221076093E+00   4.780201603E+00   2.855222754E-02   1.775527321E-07   3.260412853E-08   4.961274966E+00   5.183690550E+00   4.906050481E+00   2.924478826E-02   1.743454449E-07   3.181014751E-08   4.949426995E+00   5.192796063E+00   4.738558416E+00
  -7.251548767E-02   2.846501878E-02   1.706326700E-07   3.156561114E-08   4.957079946E+00   5.246637551E+00   4.821396059E+00   2.853851022E-02   1.804291901E-07   3.233957512E-08   4.952316497E+00   5.270091767E+00   4.797811730E+00   2.961222234E-02   1.849112164E-07   3.157997355E-08   4.952340474E+00   5.249875418E+00   4.679290068E+00
  -7.151348889E-02   2.894340156E-02   1.749519103E-07   3.238377219E-08   4.980755559E+00   5.290114268E+00   4.886934389E+00   2.942536976E-02   1.745006274E-07   3.388453786E-08   5.029168691E+00   5.368549712E+00   4.801202247E+00   2.913905570E-02   1.721323453E-07   3.400823012E-08   4.958713812E+00   5.223458131E+00   4.861331374E+00
  -7.051149011E-02   2.949372582E-02   1.788023732E-07   3.268046076E-08   5.006154653E+00   5.299671490E+00   4.863922222E+00   2.967465798E-02   1.872779987E-07   3.585001136E-08   4.999746802E+00   5.288201161E+00   4.902122695E+00   2.945249641E-02   1.720488547E-07   3.488940960E-08   4.989147322E+00   5.227055779E+00   4.783241929E+00
  -6.950948387E-02   3.007363423E-02   1.846074117E-07   3.342537911E-08   5.035206815E+00   5.332864868E+00   4.867945587E+00   3.042362789E-02   1.911840902E-07   3.391808615E-08   5.048233084E+00   5.230706136E+00   4.724359920E+00   3.015450198E-02   2.001598915E-07   3.697237190E-08   5.048326200E+00   5.340763268E+00   4.971249374E+00
  -6.850748509E-02   3.069384677E-02   1.913867897E-07   3.485651744E-08   5.065858543E+00   5.373341204E+00   4.956534926E+00   3.194973409E-02   2.033881430E-07   3.614924001E-08   5.094495802E+00   5.383327816E+00   5.014243350E+00   3.097101439E-02   2.040880305E-07   3.509510092E-08   5.101669564E+00   5.368350201E+00   4.916091222E+00
  -6.750548631E-02   3.132228623E-02   1.975254703E-07   3.565863078E-08   5.098969057E+00   5.405051277E+00   4.965831228E+00   3.234255176E-02   2.009202555E-07   3.555152429E-08   5.124210077E+00   5.422703038E+00   4.847141952E+00   3.285408102E-02   2.021995774E-07   3.526426928E-08   5.119475919E+00   5.310244446E+00   4.824221927E+00
  -6.650348753E-02   3.198590799E-02   2.031538174E-07   3.637800898E-08   5.132126440E+00   5.428376664E+00   4.983259651E+00   3.247873982E-02   2.051377118E-07   3.707778498E-08   5.141577638E+00   5.355534116E+00   4.932818038E+00   3.344889711E-02   2.173830932E-07   3.876148618E-08   5.220735872E+00   5.445943851E+00   4.910952648E+00
  -6.550148875E-02   3.264480834E-02   2.088417850E-07   3.697532632E-08   5.164565795E+00   5.461264408E+00   4.991512927E+00   3.285476251E-02   2.282928925E-07   3.635068389E-08   5.180866940E+00   5.473866607E+00   4.893592701E+00   3.346337456E-02   2.133986106E-07   3.793967915E-08   5.214512055E+00   5.513029731E+00   4.971546707E+00
  -6.449948996E-02   3.332179425E-02   2.150694805E-07   3.794813797E-08   5.198931603E+00   5.508142195E+00   5.043225930E+00   3.290344589E-02   2.267754974E-07   3.802019504E-08   5.179425787E+00   5.520403391E+00   4.939832345E+00   3.386545797E-02   2.126467790E-07   3.797483350E-08   5.195016291E+00   5.417593950E+00   4.863424345E+00
  -6.349748373E-02   3.404950001E-02   2.201280922E-07   3.879910150E-08   5.230826228E+00   5.543200860E+00   5.085186367E+00   3.551113637E-02   2.360805282E-07   3.944156342E-08   5.208768905E+00   5.486630765E+00   4.979850037E+00   3.579946870E-02   2.291241318E-07   3.970265889E-08   5.269432873E+00   5.580489842E+00   4.992198018E+00
  -6.249548867E-02   3.477134527E-02   2.252710296E-07   3.943324765E-08   5.265619581E+00   5.576071061E+00   5.127186077E+00   3.673598580E-02   2.293050280E-07   4.335873698E-08   5.332359968E+00   5.534436840E+00   5.292232276E+00   3.574082935E-02   2.340248941E-07   3.983656457E-08   5.225781360E+00   5.480858089E+00   5.004769637E+00
  -6.149348989E-02   3.553865500E-02   2.302247036E-07   3.970500649E-08   5.297792540E+00   5.612144583E+00   5.126746000E+00   3.498410086E-02   2.328665751E-07   3.760425459E-08   5.281400630E+00   5.543597751E+00   4.910938376E+00   3.569949611E-02   2.336671179E-07   4.168496798E-08   5.329880800E+00   5.560184302E+00   5.205306325E+00
  -6.049148738E-02   3.635468539E-02   2.348191297E-07   4.040669221E-08   5.329824202E+00   5.648993027E+00   5.162366213E+00   3.706478641E-02   2.384367283E-07   4.093441538E-08   5.342927124E+00   5.645202426E+00   5.029034411E+00   3.722902289E-02   2.553247013E-07   4.267051067E-08   5.377770030E+00   5.662830329E+00   5.185169050E+00
  -5.948948488E-02   3.722064307E-02   2.404828668E-07   4.160440285E-08   5.363814348E+00   5.686695686E+00   5.250499293E+00   3.855207129E-02   2.463064215E-07   4.556000048E-08   5.415566706E+00   5.661793061E+00   5.481982572E+00   3.772143528E-02   2.429719653E-07   4.271628882E-08   5.390062169E+00   5.642096949E+00   5.199880439E+00
  -5.848748609E-02   3.815106973E-02   2.467450734E-07   4.173895757E-08   5.399750057E+00   5.724590068E+00   5.220916672E+00   3.940589568E-02   2.584669626E-07   4.192104545E-08   5.433913049E+00   5.791464447E+00   5.133434326E+00   3.881801687E-02   2.571618435E-07   4.360225110E-08   5.442854279E+00   5.714818045E+00   5.188918991E+00
  -5.748548359E-02   3.916506573E-02   2.528556520E-07   4.275760243E-08   5.437893955E+00   5.757963849E+00   5.273659675E+00   4.025005678E-02   2.617000968E-07   4.392726850E-08   5.445437572E+00   5.720743237E+00   5.210889370E+00   3.991172832E-02   2.675063734E-07   4.594902731E-08   5.442502045E+00   5.694736008E+00   5.370416379E+00
  -5.648348480E-02   4.032665543E-02   2.602426056E-07   4.349153502E-08   5.478617910E+00   5.799508538E+00   5.294723706E+00   4.117944000E-02   2.702438970E-07   4.640705466E-08   5.468923151E+00   5.802732297E+00   5.309940545E+00   4.100474953E-02   2.847369243E-07   4.831163088E-08   5.491399307E+00   5.865738373E+00   5.371481973E+00
  -5.548148602E-02   4.147758929E-02   2.684394501E-07   4.492325635E-08   5.520716199E+00   5.839252077E+00   5.374497297E+00   4.309391885E-02   2.805683625E-07   4.821753736E-08   5.625675744E+00   5.817193314E+00   5.476303909E+00   4.167543899E-02   2.913765065E-07   4.755027534E-08   5.554190272E+00   5.846053900E+00   5.451028988E+00
  -5.447948724E-02   4.278160333E-02   2.761631569E-07   4.567014725E-08   5.564375499E+00   5.879289768E+00   5.384464223E+00   4.612022560E-02   2.875483729E-07   4.632540973E-08   5.566097726E+00   5.870192463E+00   5.156521192E+00   4.267669396E-02   3.103974549E-07   4.721389256E-08   5.542237933E+00   5.956264074E+00   5.222886864E+00
  -5.347748473E-02   4.414547674E-02   2.847496411E-07   4.679197621E-08   5.604193416E+00   5.920902505E+00   5.431887629E+00   4.441447278E-02   2.913741401E-07   5.100964652E-08   5.681149824E+00   5.915168923E+00   5.595856296E+00   4.648007802E-02   2.972176125E-07   4.886115206E-08   5.662633238E+00   5.945534496E+00   5.495311439E+00
  -5.247548595E-02   4.561724695E-02   2.935145873E-07   4.786660852E-08   5.649006221E+00   5.959165932E+00   5.465464868E+00   4.621514158E-02   2.959133600E-07   4.840214981E-08   5.727786729E+00   5.912906980E+00   5.422164858E+00   4.666918479E-02   3.052603360E-07   5.066088181E-08   5.669456479E+00   6.008970634E+00   5.592427496E+00
